from_id	comment_id	text	from_expression	city	age	country	sex
23393552	2244740	Смотрю Евровидение с детства,для меня это уже является традицией Ну не допустили Россию к участию,почему людей лишают права посмотреть трансляцию на большом экране и поболеть за другие страны или мы обязаны болеть только на наших? Бред. Это вроде как музыкальный конкурс,но как обычно все продолжают из-за него ругаться и устраивать непонятно что. К слову всегда болела только за тех,чьи песни мне понравились,но никак не за Россию,только потому что я из России,к тому же из всех,кто представлял нашу страну я могу выделить только Полину Гагарину и выступление Лазарева(выступление,а не песню),но на первых местах я их всё равно не жаждала увидеть.. Только единожды я была рада результатам Евровидения и это был 2015 год. Год,когда выиграл исполнитель с прекрасной песней,которую приятно слушать до сих пор.	из Казахстана	Москва	20	Россия	1
272859920	18118709	[id277735620|Андрей], почему я неудачник? Я довольно успешный и счастливый программист из Москвы из хорошей семьи. Стопудово живу получше тебя	из Казахстана	Москва	None	Россия	2
61385311	2071358	Ребята, сам из России, но от всей души поздравляю Украину и Джамалу в частности! Сильнейший вокал, сложная песня, искренне за вас рад! Буду рад навестить Киев ;)	из Казахстана	Москва	None	Россия	2
214960346	399251	[id234638|Viktoria], Из Москвы в Стокгольм. Оттуда на самолёте в Кируну. Из Кируны на электричке в Абиско)  А дальше по самой тропе)	из Казахстана	Москва	19	Россия	2
410625243	7474519	"Понимаете, геи тут родились. Если вы не даун, то поймёте это. Но сейчас главная беда - то, что нужен новый ""Кутузов"", который выгонит из Москвы ""французов"" в альпы. Трусливые дегенераты не понимают этого и срывают своё бешенство на геях. Вот причина гомофобии."	из Казахстана	Москва	18	Россия	2
336391013	2109773	[id364007825|Мид], ну да хохлу из украины лучше знать какие войска у нас в ДНР и ЛНР))))))	из Казахстана	Москва	26	Россия	1
4730037	2046573	Кореянка из Австралии побеждает на европейском конкурсе. Это кульминация) Надеюсь, что она ещё и лесбиянка :D	из Киева	Москва	25	Россия	2
220266928	17892029	Я из Казахстана)	из Киева	Москва	None	Россия	2
115767430	1606671	Букмекерская компания относила нас чуть ли не к 10, но Полина молодец, мы всё-равно вчера при голосовании были и на первом тоже, просто некоторые люди,которые обвиняют в плагиате, не понимают что за этим стоит сложная работа. По мне так Швеция не самая лучшая, и я это говорю потому что это моё мнение. Латвия ещё понравилась, потом парень из Италии не плохо пел согласитесь, но Швед вышел только лишь за счёт номера, всё.	из Киева	Москва	22	Россия	1
4547846	347448	Очень круто! Я как-то в аэропорту Копенгагена встретила датчанина лет 60, он возвращался из Китая,  рассказал что уже 5 лет учит китайский вместе с детьми в школе за партой))) в юности жил в коммунне в Христиании. ( Для тех кто не в курсе в Копенгагене есть район, который раньше управлялся комунной), рассказывал о тех временах, потом сказал что потом пришли бандиты и начали там продавить наркотик и установили порядки свои.	Из китая	Москва	None	Россия	1
20709748	1606407	Хотя песня от Швеции мне не очень понравилась, послание в ней (песне) очень мощное; от России песня безумно красивая, и Полина просто УМНИЧКА, а кто больше всех понравился, помимо России, - это Италия. Песня от этой страны мне понравилась с самого начала: голоса невероятные, парни харизматичные. И меня очень сильно обрадовал тот факт, что Россия не давала высокие баллы странам-соседям и зрительская любовь к песне из Италии оказалась сильнее мнения жюри. Всё же, не зря я отправила СМС за Италию	из Китая	Москва	21	Россия	1
273264964	2115110	Песня скучновата конечно, слов вообще не поняла(ибо украинский не знаю), но мотивчик очень приятный и на украинском очень красиво звучит)) Удачи из России)))	из Китая	Москва	None	Россия	1
363068409	18068048	Чурки ебаные в край охуели!! Сжечь нахуй всех до одного, а прах вывезти из России	из китая	Москва	25	Россия	2
259786204	1532457	Зато из Ирландии 🍀 :DD	из Китая	Москва	None	Россия	1
96043510	1900482	[id324294149|Диана], да причем тут это в целом у него все супер причем тут голос  лена из германии вообще не умела петь и победила тут важен набор некоторых факторов и они все есть у Сергея	из Китая	Москва	None	Россия	2
31319585	17944311	"[id13391202|Пётр], вот поэтому умные люди и валят из России в ""гейропу"", там свобода и равенство, а в России остаемся только мы, со своими скрепами и ""понятиями"".😀"	из Латвии	Москва	None	Россия	2
90252185	1798196	[id15009892|Кирилл], Хотелось бы чтобы России , так как я сам из Молдовы ))	из Латвии	Москва	None	Россия	2
324562466	18070719	РУССКИЙ НАРОД КТО ЖИВЕТ В ПРИМОРЬЕ, В НЕПОСРЕДСТВЕННОЙ БЛИЗОСТИ ОТ ОБЪЕКТА ГДЕ ВСЕ ПРОИЗОШЛО?! ДЕВУШКА ТЫ ИЛИ ПАРЕНЬ, ЕСЛИ ТЫ ПОРЯДОЧНЫЙ (-АЯ) ДАВАЙ СОСТАВИМ ПЕТИЦИЮ В АДМИНИСТРАЦИЮ ГДЕ ВСЕ ПРОИЗОШЛО, ЭТИ ПАДАЛИ ДОЛЖНЫ ПОНЕСТИ НАКАЗАНИЕ ИХ НУЖНО ЭММИГРИРОВАТЬ  С НАШЕЙ СТРАНЫ! ИЛИ ДАТЬ СРОК ЗА ЖЕСТОКОЕ ОБРАЩЕНИЕ К ЖИВОТНЫМ! ЕСЛИ ЗАКОН НЕ ПОМОЖЕТ Я ПРИЗЫВАЮ ТЕХ КТО НЕ ХОЧЕТ ОСТАТЬСЯ В СТОРОНЕ И НАКАЗАТЬ САМИМ, ГОТОВ ОПЛАТИТЬ РАССХОДЫ НА ДОРОГУ ИЗ МОСКВЫ ИЛИ БЛИЖАЙШИХ ГОРОДОВ ПОДМОСКОВЬЯ!!! ПОЖАЛУЙСТА НЕ ОСТАВАЙТЕСЬ РАВНОДУШНЫМИ!!! Я НЕ РАСИСТ И У МЕНЯ МНОГО ЗНАКОМЫХ СРЕДИ ЛИЦ НЕ РУССКОЙ ВНЕШНОСТИ, НО МНОГИЕ ИЗ НИХ ПРОСТО ТВАРИ КОНЧЕННЫЕ ОНИ ПОПУТАЛИ ВСЕ РАМКИ И СЛИШКОМ ВАЛЬЯЖНО ЧУВСТВУЕТ В РОССИИ!!! ЭТО НУЖНО ПРЕКРАТИТЬ!!!ОТЗОВИТЕСЬ ЖИТЕЛИ ПРИМОРЬЯ!!! ЕСЛИ НЕ МЫ ТО КТО!?!?!?	из Латвии	Москва	28	Россия	2
187581855	17437520	[id120602097|Дарья], о, какое совпадение, я тоже из Москвы, хочешь так же повторить?	из Македонии	Москва	None	Россия	2
177064099	2304886	Фанат Сердючки? Из Финляндии? Одетый как она? ШТО 🙉	из Молдовы	Москва	None	Россия	1
224393053	18043165	[id96627430|Павел], я не из Москвы хуепутало ты ебливое. Удачи тебе с 30 к в месяц........ Мужик.	из Молдовы	Москва	24	Россия	2
2458765	2651157	[id45971724|Денис], нет. Вот я посмотрел три десятка аниме, как полнометражных, так и сериалов. Что-то понравилось, что-то нет. Я с удовольствием посмотрю хорошее аниме и сейчас. Я анимешник?  Если человек выпивает 100 грамм коньяка за ужином и по пятницам пьёт пиво в пабе — он пьющий человек. И слесарь Василий, накатывающий с утра стакан водки и шлифующий пивом — тоже пьющий человек. Разницу улавливаешь?  Парни, поехавшие из Москвы в Астрахань на рыбалку — рыбаки. Мужики ловящие рыбу на утренней зорьке в речке под Мухосранском — тоже рыбаки.   Дальше проводить аналогии надо?  Ты описал не анимешника, а лузера и задрота. Таких людей хватает в любой социальной группе. Иначе откуда все эти стереотипы про айтишников — толстых, бородатых и в растянутых свитерах)	из Молдовы	Москва	30	Россия	2
210995724	1812202	"Участник «Евровидения» из Белоруссии выйдет на сцену голый, но с волком  Сегодня стало известно, что участник ""Евровидения"" от Белоруссии IVAN выйдет на сцену музыкального конкурса абсолютно обнаженным, но зато его будет сопровождать настоящий волк. Организаторы мероприятия официально позволили певцу выступать с волком."	Из Молдовы	Москва	None	Россия	2
126496521	339868	[id2637627|Ольга], мы вот до кубы из России за 9 тысяч долетели, а оттуда до Мексики не сложно и ни так дорого уже)))	из Москвы	Москва	None	Россия	1
456098136	17978554	[id92458937|Владимир], про ак 47 я ничего не говорю, для меня просто человек который употребляет наркотики - слабый человек, и не важно из России он или из США	из МОСКВЫ	Москва	None	Россия	1
174602054	2074824	Хоть я из России	из Москвы	Москва	18	Россия	2
16467330	1533934	Ребята, кто из Москвы! Где в сб будут финал показывать? (Бары, кафе)	из Москвы	Москва	None	Россия	1
161272283	2340256	А что там чувак из Израиля сказал?	Из Москвы	Москва	None	Россия	2
67888685	2269273	[id51344433|Анна], ни кто не говорит, что Джамала плохая и голос плохой, речь идёт о том, что не которые личности из Украины, которые и так презирают Россию, точно не порадуются победе Костова (хотя бы по причине того, что он Москвич!)	из Москвы	Москва	None	Россия	2
44511963	1576643	[id32394995|Тимур], а как это относится к исполнителю из Швеции? С транспарантами и флагами он не был замечен))	из Москвы	Москва	None	Россия	2
31590171	2135683	[id319256667|Евгений], Конечно заслуживаем, лично мне понравился певец из Сан-Марино жалко что он не прошёл в финал.	Из Москвы	Москва	20	Россия	2
297140415	1976384	[id174948911|Марина], у Франчески из Италии лучший лайв в биг-5, Джейми почетная вторая	из Москвы	Москва	None	Россия	2
175370468	1768031	[id334332289|Максим], я из Москвы 😊	ИЗ МОСКВЫ	Москва	29	Россия	1
23595055	2166186	[id150899684|Wild], я к тому что есть настоящие украинцы и есть жалкое подобие,вот,у меня много хороших друзей из Украины и слава богу)	из Москвы	Москва	38	Россия	2
319657843	362939	Кто-нибудь собирается стопом в августе-сентябре-октябре из Москвы до Байкала/Владивостока и обратно? Плз, киньтесь в личку, одна поеду, ищу добряка/остряка или добрячку/морячку))	из Москвы	Москва	None	Россия	1
105087072	17648583	Питер сосёт деньги из Москвы с помощью бакланов , требую референдум и отделения от бакланов , даёшь независимость от Крестовского🤘	из Москвы	Москва	None	Россия	2
9564202	1542243	Мелани из Швейцарии была на много лучше, чем большинство из выбранных в финал!	из Москвы	Москва	26	Россия	2
63896234	2257344	Можно как-то проголосовать из России?	из Москвы	Москва	None	Россия	1
19855591	2333978	Мне девочка из Румынии больше нравится	из Москвы	Москва	22	Россия	1
228656206	2828265	ох, ну нихера себе, то чувство, когда западные коллеги стали брать пример с отечественного синематографа, что это?! как это понять?! это снимали студенты из москвы?может что-то пошло не так и холивудские киноделы поменялись головами с нашими, родными производителями сериалов?	из Москвы	Москва	None	Россия	2
175243377	7604856	"[id413290886|Andrey], хватить уже сказок о том, что трава была зеленее.Единственное, с чем соглашусь-это образование( и то не все) и кружки.Лучшая в мире медицина-это полный бред, от всех болезней кололи пенициллином, хорошие лекарства доставали по великому блату.Как вспомню стоматологов, которые готовили нас без наркоза к пыткам в гестапо-мороз по коже.Мне бабушка, медик, рассказывала, что делегация из Японии сказала, что такая медицина и у них бесплатная.Билеты из Москвы на Чукотку в один конец стоили 180 рублей, когда средняя зарплата была 150.Алкоголиков была тьма, за водкой очереди были километровые.У всех знакомых отцы пили.Расплачивались со всеми исключительно водкой.Насчет квартир.Лет 10 в общежитии,потом коммуналка, а уж потом как карта ляжет.В нашем доме на начало 90-х процентов 90 квартир было коммуналками.В одной квартире и жили по два-три поколения.Детей у всех было максимум двое, а в основном в семье был один ребенок.Очереди в садик были, да еще какие.При этом был повальный дефицит на все и вся и понятие ""БЛАТ"", о котором нынешнее поколение, поди, и понятия не имеет.По этому самому блату приобретались как материальные блага, так и поступали в вузы и получали квартиры."	из москвы	Москва	None	Россия	1
192079777	7546693	Усыпили потому что был из России? )	из Москвы	Москва	None	Россия	2
82708823	1908832	На Нину из Грузии 2015 похожа	из Москвы	Москва	99	Россия	2
116563794	1517017	[id305006678|Olya], не знаю, мне вот понравилось, как Лоик из Бельгии спел)	из Москвы	Москва	None	Россия	1
3664185	2767395	[id35029491|Лиза], всё запостить невозможно, что-то заюзаю в обзорах) что-то постану позже. Просто тут огромный подарок аж из Казахстана. Как везли - непонятно. Там ещё в каждой конфете - пожелания. То есть сами делали шоколад.	из Москвы	Москва	26	Россия	2
36885054	7468501	Подумаешь, из Питера! Вот если б из Мурманска...	из Москвы	Москва	None	Россия	1
324086207	7487723	[id80631503|Павел], конечно Вася. Вася, стеляга из Москвы 😂👌 Не смеши мои внутренности 😂	из Москвы	Москва	29	Россия	1
43454398	18111508	Всем привет) девушки из Москвы пишите)	из Москвы	Москва	None	Россия	2
260691885	17901744	Я из Казахстана 🤦‍♂️	из Москвы	Москва	15	Россия	1
152812200	18167970	Готов из Москвы позвонить 😂	из Москвы	Москва	24	Россия	2
65678566	1879876	Лазарева кого еще, тут походу больше болеть не за кого, все очень тухло, а кто нравится не прошли, не ещё вот мальчик крутой такой сладкий из Венгрии!!!	из Москвы	Москва	22	Россия	1
46354368	2108025	[id292460000|Афег], ладно, на тебе из Питера от Noize😎 Я слушаю все, бро... Блин, вот повезло тебе..я тоже хоче в СПб жить😢	из Нидерландов	Москва	None	Россия	1
218174429	2347573	Не дали Кристиану победу отчасти из за того,что он из России...	из Нидерландов	Москва	None	Россия	2
28714561	7454500	Девяностые ушли из России в Мальту	из Норвегии	Москва	None	Россия	2
37211160	1603787	"Знаете. А такие конкурсы всё больше подкрепляют наши моральные ценности и участники от России всё лучше и лучше. По всему. По внешнему виду, качеству звука, идеям номера, ценностям, культуре. От Тату плавно перешли к Серебру, потом Билан, Толмачёвы и... Полина. А в Европе от ""Molitva"" из Сербии к Кончите и смазливому представителю Швеции. Мы становимся ВЕЛИКОЙ державой! (мы ей и раньше были, только об этом никто не знал:D)"	из Перми	Москва	22	Россия	1
20143751	1606441	[id236054087|Brandon], мне тоже эти песни вспомнились 😊  но ведь, Монс Сельмерлев из Швеции все равно молодец! ✌ 😎	из перми	Мурманск	25	Россия	1
126165731	2365295	Сальвадор - замечательный. Понравилась этническая пара из Белоруссии - в отличие от Ivan они дошли до финала и спели супер, хорошая подача, жаль, что их так мало оценили. Солнечных ребят из Испании вообще обидели, грустно. Молдоване порадовали - этот коллектив я слушала запоем очень давно, неожидала их увидеть на международной арене. Норвегия ласкает слух : семплы, синты, сведения и электронщина - они пишут музыку будущего, молодцы. Австрия напомнила выступление Джастина Тимберлейка. В целом все здорово. Онука просто ярко порадовала  - девушки супер.	из Перми	Мурманск	21	Россия	1
44502990	1937421	[id16786429|Олександр], ага. Тролль. К нам в казань тут приехали, те кто сбежали из украины, и даже здеееесь, когда вам предлагают работу и жилье почти все украинцы жалуются, что зарплата ни та которую хотелось бы, и жить они в за городом не хотят. ОХРЕНЕЛИ ВЫ ГОСПАДА! вас приютили, а вы жиру беситесь, и говном на сцене поливаете	из Питера	Нижнекамск	24	Россия	1
44826576	2298888	[id295344464|Сергей], из России никак	из Питера	Нижнекамск	None	Россия	2
233294622	2031630	[id164015174|Арина], если ты из России,  за свою страну нельзя	из Питера	Нижнекамск	None	Россия	1
68682525	346530	Несколько раз были случаи, когда водители с бла бла кара либо совсем не приезжали и отключали телефон, либо просто говорили в последний момент, что взяли более выгодного пассажира (он ехал из Казани в Москву, а мы из Нижнего Новгорода). Ехать нужно было ночью, пришлось срочно искать других...	из Питера	Нижний Новгород	None	Россия	1
307470130	2561197	А как подписчики из Украины это увидят?	из Питера	Нижний Тагил	24	Россия	2
251471974	1607054	[id93058776|Nastya], Нам Италия не понравилась... Мне к примеру очень понравился Бельгиец и из Латвии девушка)	из Питера	Никель	24	Россия	1
30879702	1551147	Если мнению быть непредвзятым и не учитывать то, что я из России, и, стало быть, за Гагарину... То должны победить именно они.	из Питера	Новомарковка	None	Россия	1
3575077	1852466	Перис Хилтон из Молдовы останется в полуфинале	Из Польши	Новороссийск	33	Россия	2
175889931	2211990	[id416288666|Skin], я честно вас не понимаю, да я из России и поддерживаю Юлию... Я не понимаю почему вы так верите тому, что показывают по телевизору... О Путине, о том какой он ужасные и какие плохие россияне	из польши	Новосибирск	17	Россия	2
186104867	17906484	[id220938844|Дмитрий], видимо ты не из России	из португалии	Новосибирск	None	Россия	2
89663720	1525519	[id122247045|Надежда], Я из Казахстана, я одинаково болел за Россию и Беларусь, друзья-соседи)	из Португалии	Новосибирск	21	Россия	2
209088576	17428525	Когда переехал из России жить в Испанию, а привычка ебошить как конь осталась...	из Португалии	Новосибирск	None	Россия	2
19446277	341547	[id228287072|Kurmanjo], можно купить на японских аукционах , есть куча посредников. Если очень надо, могу дать контакты, сам брал из Японии байк, только не африку конечно)	из Португалии	Норильск	None	Россия	2
7121144	1888697	[id168261107|Александра], я сама из России, но мне очень понравилась песня вашей страны, болею за двоих)))	из России	Обнинск	26	Россия	1
185066062	2359719	[id247461803|Наталия], что за пургу несешь..никто от этого не застрахован..он реально ужасен..Юля из России нори была	из России	Одинцово-1	None	Россия	1
191972690	2083536	[id367009289|Язва], посмотри победителей прошлых лет... Из Германии, например... Песня-однодневка! Песня Лазарева соответствует формату Евровидения. Европа сказала его песна ДА! И это главное... Иначе бы она пролетела как фанера над Парижем...	из России	Омск	22	Россия	1
12834204	1941697	[id217116433|Anastasia], да, я тоже не могу понять с чего мелодию содрали. Нда...По мне лучше бы парня из Беларуси взяли...	из России	Орёл	30	Россия	1
137522384	411556	Блин, попасть в халонг - мечта) пара моих фот из вьетнама -	из России	Оренбург	None	Россия	2
335559108	17896256	[id155312610|Алихан], нету у нас нацистов. В Оренбурге точно нет. В других городах тоже не замечал. А вот когда я был в Кз меня Орыс обзывали. Я спросил почему? Мне ответили : Потому-что вы из России!	Из России	Оренбург	27	Россия	2
132448407	1521363	Из первого полуфинала Полечка и парень из Бельгии. Молодцы!	из России	Пенза	18	Россия	2
355527801	1923105	проголосуйте ктонить за богиню из Албании, хочу ее в финал😍	из России	Пенза	30	Россия	2
1956722	7652533	Я из Перми... «в округе» по версии Лентача - это 10 метров диаметр	из России	Пермь	34	Россия	2
229577907	2800705	"Румынские мафиози. Фу, что так слабо? Надо было сделать так, что покрывает канал ТНТ из России, а точнее директор шоу ""Битва экстрасенсов"""	из России	Пермь	None	Россия	2
120504608	1978548	Я единственная, кто из России, буду голосовать за Украину?😏	из России	Пермь	None	Россия	1
214657991	17683959	Я из перми	Из России	Пермь	None	Россия	2
11758390	2506690	[id83558646|Макс], Кредо Убийцы 2: Из Испании в США	из россии	Пермь	None	Россия	2
7035230	1898132	[id138793019|Андрей], я из России и в России канал НТВ только бабушки смотрят 😄	из России	Пермь	None	Россия	1
344960721	1939346	я из России. Украинская песня лучше чем этот полупокер. Украина хоть стиль есть какой ни какой	из России	Ростов-на-Дону	None	Россия	2
319256667	2334681	[id185438432|Настя], то чувство, когда хочешь голосовать, но из России.	из России	Ростов-на-Дону	15	Россия	2
299196940	349202	Просто не пропустят грузины, на границе,   эту те у обсуждали в марте в грузии. Ехать с разных сторон и по разным документам, у меня в загран стоит штамп таможни грузии, теперь в абхазию только с русским паспортом. В грузию летели самолетом. Где-то летом могут открыть жд движение из грузии через абхазию в россию, может будут варианты, следите.	Из России	Ростов-на-Дону	None	Россия	1
124303073	2301980	Подскажите плиз, Костов из Болгарии выступал(если да, то под каким номером)?	из России	Ростов-на-Дону	None	Россия	1
42266385	7725387	[id11273536|Елизавета], все перемены которые нужны, это вышвыривание всей гоп-компании из Москвы, и из, сами знаете какого, древнего здания. А затем, перераспределение средств с оборонки на здравоохранение. Если вернуть из оффшоров, хотя бы 50% награбленного, тут хватит на то, чтобы довести Мордор до Австрии, за 5-8 лет, изи, не потея особо.	из России	Ростов-на-Дону	23	Россия	2
5747896	1521678	[id127120851|Василисса], ВАши слова о том,что белорусь долго шла к независимости оочень напоминают те,что я слышала от украинцев пару лет назад,до майдана....буквально слово в слово.стало немного страшно.к слову:у самой родня из Беларуси.ни о какой независмости при СССР простые люди и не думали.Все жили в мире и согласии по всей территории СССР вне зависимости от национальности.Очень жаль,если Беларусь пойдет по стопам Украины.И к слову: как розу ты ни назови,она все равно будет пахнет розой.Удачи Вам и Вашей стране.	Из России	Ростов-на-Дону	None	Россия	1
80970384	2311784	Мне одной показалось что на голос у девушки из Македонии эффект наложили?	из России	Рязань	None	Россия	1
19592415	17730242	Из Грузии она	из России	Самара	None	Россия	2
135405361	1917023	Вот если бы не эти уродские движения, то мне бы даже понравилось. Я из России, но не могу не признать мощь ее вокала. Не первое место, конечно, но очень достойно	из России	Самара	95	Россия	1
50753099	7630669	[id298318451|Рапунцель], Все кто оспаривают единственно верную точку зрения что куплены? м я из Самары	из России	Самара	None	Россия	2
254709062	18143410	Упс, я тоже из Самары	из России	Самара	None	Россия	2
37707389	2731047	Дак с революционером Мальцевым такая же пьянка была, в Саратов приехали из Москвы, и самолетом доставили в МСК на суд.	из России	Самара	29	Россия	2
152279153	18148771	Главное что из Самары	из России	Самара	14	Россия	2
137902092	1549749	Честно признаюсь,я уснул,когда он выступал. 😴 То,что Кипр в финале-это заслуга жюри 😤 ,никто из телезрителей за него не голосовал 😣 .Чувствую,это будет одно из последних мест в финале.(А еще он незаконно занял место милашки Молли из Ирландии 😔  😔  😔 ,так что она придет и закидает это числами 🔪 )	из России	Самара	None	Россия	2
89713256	17555770	[id124894525|Анатолiй], я когда в ТФ бы мечтал о каком нить лютом инвестиционном проекте и вот в 2015 мне его подогнал один крупный инвестор из Москвы,с которым я в ТФ и познакомился)) Все о чем мы мечтаем,реализуется.	из России	Самара	34	Россия	2
66972624	2328694	Ой а можно мне этого лапочку из Испании упаковать ааааа	из России	Самара	97	Россия	1
200841757	1830403	[id10711864|Мирослав], и кстати Джамала не из Украины она из Киргизии	из России	Самара	115	Россия	1
55870346	2562882	"Ситуацию с условным приговором видеоблогеру из Екатеринбурга Руслану Соколовскому Балковская затронула в последнюю очередь.    ""Я, конечно, извиняюсь, но Соколовский — идиот. А идиотов нужно лечить или штрафовать. Судить таких людей жестоко и не прагматично. И точно не способствует доверию молодёжи.""  Александра Балковская, видеоблогер ___________________ Ну да, а судить за отрицание бога норм. Это не идиотский закон ------------- Балковская затронула тему антикоррупционных акций, вызванных расследованием «тайной империи» премьер-министра Дмитрия Медведева. По словам видеоблогера, она не может назвать себя сторонницей таких митингов.    ""Насчёт использования видеоблогеров для борьбы с уличными демонстрациями. Как-то так «Коммерсантъ» написал.    Я не сторонница крайностей. Как входа в соцсети по паспорту с 16 лет, так и митингов по поводу того, что кто-то носит жёлтые кроссовки"".  Александра Балковская, видеоблогер _____________________________ митинги были потому что один человек наворовал 70 лярдов. Не нужно передергивать."	из России	Самара	28	Россия	2
49393739	2354407	[id317757171|Сергей], точно , а я других победителей и не помню , разве что Билан , Рыбак и из Азербайджана был дуэт прекрасный, из бесспорно тоже не забыть!!!	из России	Санкт-Петербург	23	Россия	1
90093306	2085323	В этом же году у девушек с нарядами беда, только Зои порадовала и Ивета) Из парней этого года, безусловно, Фредди, Сергей,Амир и Юстс. Парни из Черногории еще понравились) А если брать яркие и даже эпотажные наряды, то Лорди, Джедвард (Ирландия 2011), Litesound (Беларусь 2012), Польша 2014, Нина Сублатти (Грузия 2015) А если предыдущие года брать, то Кончита, Полина, Эмили де Форест, Алена Ланская, Дина Гарипова, Элина из Эстонии; Монс, Эрик Сааде, Иль Воло, Роман Лоб (Германия 2012), Эльнур (Азербайджан 2015). Отдельно хочется сказать о нарядах Армении прошлого года)очень понравились мне платья и украшения!	из России	Санкт-Петербург	None	Россия	1
336474782	2011055	Нормально так затащил. Не потому что я из России, а просто хорошее выступление и голос у Сережи.	из России	Санкт-Петербург	None	Россия	1
2870062	7689491	"[id340060595|Сергей], ты знаешь друг что бы отделить мух от котлет, нужно наверное знать, что в армии наших дедов был приказ расстрел на месте даже за вывоз чего то из Германии.. А в немецкой армии что хотите то и делайте они же """"свиньи"""" не до расса"""", а на месте Москвы мы водоем сделаем"""""	из России	Санкт-Петербург	30	Россия	2
28583696	7524805	[id323673477|Марья], 23 октября вернулась из Германии, спокойно там работают ночные магазины и в субботу, и в воскресенье	из России	Санкт-Петербург	46	Россия	1
173304331	1924680	Мне девочка из Германии нравится. Приятная на слух песня у неё	из России	Санкт-Петербург	None	Россия	1
23355910	2826566	“Жил-был Ридли, из Англии творец, Ну а в фантастике он был прямо молодец: При нем в стилистику смогли, И киберпанка завезли, И философия его была крута.  Но в 2010-м его маненечко того, Тогда узнали мы всю правду про него: Что он отсылок из библии накрутил, Что он на логику забил, Ну а чужому наступил теперь пиздец.”	из России	Санкт-Петербург	23	Россия	2
16303970	17415065	Расисит! Из Польши советую ему не выходть , женщины мира ему это не простят. Я уже представляю , как он горит на костре))) как ведьма 🤣	из России	Санкт-Петербург	None	Россия	1
2279302	2314422	Я из России, и мне очень понравилось выступление ведущих, для фанатов Евро - вообще медок :)	из России	Санкт-Петербург	24	Россия	1
11153183	1877561	Давно такой параши не было) Не прошёл Серхат и Эстонец, зато прошли полуголые толстые одинаковые скучные бабы из Азербайджана, Мальты и т.д.. Ясно)	из России	Санкт-Петербург	None	Россия	2
17738746	1529751	[id56388858|Роман],быдло есть везде,оно не имеет национальности!Почитайте что в русских пабликах хохлы пишут-уши в трубочку свернутся! Ани Лорак-украинская певица,талантливый и замечательный человек,была вторая на Евровидении.И если говорить по существу о том,кто достоин,а кто нет,то в этом конкурсе довольно часто первое место дают не за песню,а за  эпотаж!Вспомнить тех же финнов,которые играли тяжелый рок в масках монстров,ну а Лена Майер из Германии-хорошая девушка,но песня ничего особенного по большому счету.Можно еще перечислять.Так что Полина достойный конкурсант,и пусть уже люди решат,какого места она заслуживает.При любом раскладе ее выступление очень хорошее и достойное!Вопрос исчерпан надеюсь.	из России	Санкт-Петербург	None	Россия	1
8356709	7528980	Я дезигнер, муж айтишник. 🤔Английский чтоль начать серьезно учить... Поделюсь тру стори, которая произошла со мной 2 года назад: Искала работу в Питере, раскидывала резюме везде, где только можно и нельзя, в том числе и на международных площадках. Нашла норм работу в итоге (в Питере же), вышла, работаю... и тут спустя месяц звонит мне кто-то и что-то пытается на английском говорить. Я немного офигела, напрягла все свои школьно-универские познания и осознала - мне звонит hr из Англии, чтобы предложить работу в Берлине. В итоге попросила ее прислать мне все на мыло, ибо фигово на слух понимаю ее. Ну и напоследок спросила - как вы меня нашли? И она назвала тот самый международный сайт, где я прост от дури разместила резюме. Вот так. Вопщем, не взяли меня, ибо им нужен был хороший уровень английского. Короч, реальн пора подтянуть инглиш и валить.	из России	Санкт-Петербург	29	Россия	1
292460000	2102431	[id142529591|Денис], да что ты стрелку перевел, умник !???? При чем тут Украина? Я во первых из России, а во вторых ты как су##а уходишь с темы!	из России	Санкт-Петербург	20	Россия	2
1875117	1941750	Победит искренность , нежность , улыбка и любовь , золушка из Австрии !!!! Наконец то австрийцы доказали , что у них есть настоящие красивые женщины, а не всякие бородатые ....... , Зои(я бы назвал ЗАЯ ) Штрауб !!!!	из России	Санкт-Петербург	45	Россия	2
71739755	2319804	А голосовать можно из россии?	из России	Санкт-Петербург	26	Россия	1
174095487	2335625	Кто пробовал голосовать из России? Получилось?	из России	Санкт-Петербург	27	Россия	2
36187202	1584106	В Литве смотрим прямо на улице)) но я из России	из России	Санкт-Петербург	None	Россия	1
234504276	1879363	[id210315658|Алина], а вот это уже бред полный, у Сергея номер куда сложнее чем у Монса. Это я говорю не потому что из России, это так и есть	из России	Санкт-Петербург	21	Россия	2
132991643	2666206	Купил билетик.))) Кто из Питера и не против составить компанию?)	из России	Санкт-Петербург	21	Россия	2
348625922	2232219	#AskESC вопрос Slavko из Черногории. Почему ты настолько классный? Коса настоящая?	из России	Санкт-Петербург	None	Россия	2
81028624	1515953	Как могли Беларусь не впустить в финал?((( А не оч Венгрию пропустили, я в расстройстве, хоть я и из России и безумно рада за Полину Гагарину, но Беларусь конечно мне понравилась очень	из России	Санкт-Петербург	None	Россия	1
295510601	2604139	[id341472882|Дмитрий], у глуховского, в метро 2035 Артем ушел из Москвы. ПРОЧТИТЕ КНИГИ. ОНИ СВЯЗАНЫ С СЮЖЕТОМ, А НЕ ОСНОВА, НА КОТОРОЙ ДЕЛАЕТСЯ ИГРА,	из России	Санкт-Петербург	17	Россия	2
