from_id,comment_id,text,from_expression,city,age,country
116961792,17217134,"Вот сука всю жизнь учили делай то, делай это, будь хорошим и т д и живешь в дерьме блять т.к. каждый ебаный кузнец (счастья своего) готов из тебя выковать очередной шекель, он берет и пускает тебя в расход. Вывод воруй убивай еби гусей и будешь как сыр в масле, стань кузнецом своего счастья. А херню вашу библию придумали хитровыебанные, чтоб вы сука такими же богатыми и успешными не стали и на чужое добро не зарились. Почему блять Америка и России лидеры мировые? Америка это уголовники с Англии, они индейцев развели, так еще и саму Англию в дураках оставили. А Россия так это такой же пиздец, только еще и с еврееми ебаными, почему бля евреев ненавидели, да потому что наебут так что ты даже не поймешь где тебя наебали, только их на всех на острова не вывозят, не куда уже все занято, вот и живем бля кто то урожай с голов собирает, а кто то та самая голова из которой выковали очередной шекель. Если ад есть, то он тут..",с Англии,Санкт-Петербург,26,Россия
119221277,7717975,"Даже здесь товарищ с Украины и то человечнее, не то что некоторые русские здесь присутствующие. Даже он видит, кто прав а кто нет.",с Украины,Смоленск,22,Россия
122943424,2371341,"[id15295170|Марианна], да блин украина задолбалась вносить этих европейцев в свои говно-списки..вам ж с питера не видно да?",с питера,Санкт-Петербург,39,Россия
124251715,1969965,"[id108795961|Виктория], нет у нас такого. Говорят конечно лозунгами ""Вновь насмешили"", ""День победы не удалось частично сорвать"" или вида такого ""Радикалы Украины облили зеленкой депутата и ветеранов ВОВ"" но это все есть в интернете и это факт. Мы не запрещаем выступать вашим артистам у нас, мы даем конференции, где присутствуют всегд Украинские журналисты, мы не запрещаем фильмы и аудио записи вашего производства. С вашей стороны все под запретом. Даже на конференции на евровидении русских журналистов не пустила ваша бригида с украины на ее конференции, при этом ваш журналист спрашивал в первых рядах лазарева а как быть с геями, если будет евровидении? Вы их не побьете? это не дословно но суть эта) Мы открыты и не закрываемся, и я не видел оскорблений честно. В большинстве показывают ваших людей, которые рассказывают об обстановке внутри вашей страны, если конечно вы с Украины. Да и у меня много друзей с Украины, с которыми я до сих пор общаюсь и порой говорят и присылают видео за которые хочется взять и треснуть чем нить по голове",с украины,Ярославль,None,Россия
124843555,2276337,"[id206301232|Анастасия], да но ютуб же и я не в Беларусси а с России",с России,Чехов,25,Россия
134498520,1924659,Какие парни с Англии😍,с Англии,Краснодар,21,Россия
135316076,2334652,"[id165176702|Costea], ты с Молдовы?",с Молдовы,Ростов-на-Дону,15,Россия
135373333,351382,"Максим, где видео с Исландии ?",с Исландии,Москва,None,Россия
136602389,7550370,"""В документе, с которым ознакомился RT, подчеркивалось, что заказчик не будет рассматривать образцы тканей с Украины."" 
Слава Украине!",с Украины,Ижевск,None,Россия
137385586,1942841,"[id246433964|Лера], Ну и ничего страшного многие кто не с россии По Аватарки вижу вы за Сережу! Спасибо за поддержку надеемся и верим",с россии,Чехов-7,None,Россия
137448879,1876810,А во втором полуфинале наше жюри будет голосовать? Зрительское тоже с России будет доступно? Или только финал..?,с России,Москва,None,Россия
137731119,1791375,"[id91863|Стася], с Израиля участник",с Израиля,Санкт-Петербург,None,Россия
138043081,355383,"[id89300891|Александр], Попробуйте переслать домой DHL из той страны, где так можно - где-нибудь в ЮВА может быть вполне. А Мьянма - да, хотя с Китая в Пакистан можно и напрямую по ККН, конечно :)",с Китая,Москва,None,Россия
138205451,1899507,"[id339168737|Дмитрий], группа же официальная , межнациональная) тут модератор просто с украины есть, сидит плачет и удаляет😂",с украины,Челябинск,None,Россия
138625234,2113625,"[id53672581|Наталия], оскорблений от простых людей хватает, что с Украины, что с России, где-то украинцы начинают, где-то русские, я в это вообще не лезу. Но мы ведь с вами не относимся к тем кто начинает эти ссоры, не стоит использовать собирательные образы, есть ещё много адекватных нормальных людей с обеих сторон, которые хотя бы не подливают масла в огонь.",с Украины,Волгоград,None,Россия
139616471,2356639,"[id89219038|Анжелика], она сома с Украины",с Украины,Москва,33,Россия
140647528,1896361,"[id55440195|Galina], группа с Кипра выступала в одежде .
Так говорят про исполнителя с Беларуссии )",с Беларуссии,Элиста,23,Россия
141013238,1816851,Джамала с украины плачет по татарским фашистам так лучше),с украины,Москва,27,Россия
142529591,2102428,"[id292460000|Афег], мне интересно, тебя мамка с папкой об стену или дверь не били головой, а то ты хуже аутиста)) фашист ипаный, надеюсь, что тебя пристрелит кто нибудь скоро из твоих фашистких дружков с Украины",с Украины,Пермь,21,Россия
142826120,17996246,"[id162135517|Анна], яб помог тебе но ты с украины и далеко",с украины,Балаково,None,Россия
142838086,82742,"Народ кто с Москвы,если будет вечер памяти с их песнями проходить,напишите,мы приедем",с Москвы,Колюбакино,26,Россия
143011532,7566492,"[id77951488|Рашад], жаль что ты не с Украины ((( добро зря пропадает",с Украины,Санкт-Петербург,None,Россия
144528739,1803729,"Серьёзно? От каждой страны каждое жури? Я думал оно одно и тоже каждый год и только примерно человек 5-10 причём не все страны. К примеру, один с Германии, два с Франции, там ещё. 
Тогда у нас все шансы победить на Евровидении! КРУТО 😍",с Германии,Краснодар,None,Россия
144731018,1894396,"[id31989420|Иван], а ты с Украины?",с Украины,Кашира,None,Россия
144821271,2037722,"[id53589179|Валерия], а вдруг тут с Украины люди сидят :)",с Украины,Красноярск,None,Россия
146549828,2082620,"На прямой линии задали вопрос Путину.Он ответил в прямом эфире.Все решили.Еще потом звонил с Москвы его зам,узнавал",с Москвы,Тюмень,None,Россия
146628074,7547606,"Китайцы вобще молодцы👍😏
Решили не только хрень втюхать на российские рынки, но ещё и вытянуть с России то что принадлежит РФ😏",с России,Ростов-на-Дону,None,Россия
147122112,2743657,"<.< с Москвы то клевету искать приехали!Сэр Тинькоф оскорблен фразой,что его жена некрасивая,но блин был случай когда обращался в полицию на тему угроз и добросовестный представитель закона ответил:угроза эт когда тебе нож к шее прислоняют,вот,а еще за самооборону в Рассеи то может подать в суд тот кто напал х),причем за перцовый баллончик и угрозы с попыткой причинить увечья то были,но у человека родственник в полиции работал,а тут честь самого честного человека пострадала х)",с Москвы,Москва,None,Россия
148058154,2078622,нерусь фейки и дегенераты возмущены победой Джамалы! ребята с Украины не ведитесь! русские любят Джамалу и не сомневаются в ее честной победе! это у ваты бомбит!),с Украины,Пермь,None,Россия
149075270,1610681,Результаты Литвы для России просто не засчитали...Все кто с Литвы возмущаются.,с Литвы,Новосибирск,None,Россия
151624957,1822862,"[id142529591|Денис], хватит боготворить Лазарева, в нем нет ничего такого особенного. 
Представляете есть такое мнение, да! И я не с Украины, напротив я поддерживаю Лазарева. Но не нужно его идеализировать! Это выглядит нелепо со стороны...
Смотреть будут не на голос, хоть он тоже играет роль, а на песню, а песня у Амира уж лучше нашей.",с Украины,Смоленск,None,Россия
152134716,1980037,"[id34438251|Татьяна], да что вы обращаете внимание на какую-то там Катю с Украины? она показала свою глупость. не опускайтесь до ее уровня, не пишите ей больше.",с Украины,Москва,None,Россия
152279153,17613964,"[id393723574|Юра], тебе, с Питера виднее, да?",с Питера,Самара,14,Россия
152774579,1944922,"[id164063190|Виолетта], не доказывайте им ничего. До них за 2 года ничего не дошло и сейчас не дойдет. Только время и нервы на них потратите. От них целые города и области бегут и, читая комментарии с Украины, не удивительно.",с Украины,Томск,None,Россия
153023287,18104457,Девушки есть с москвы познакомиться хочеться!? А лучше сразу жену!😊😉,с москвы,Москва,25,Россия
153510811,2093144,"[id207033926|Олег], а вы откуда,с Украины?",с Украины,Вышний Волочек,21,Россия
153685647,1845287,"[id4782707|Алиса], ну вот опять 😄 честно, никогда не сидела в иных социальных сетях и не знаю всей тонкости, но... Как было сказано, она не нарушила правил) она высказала мнение, но не назвала оценки. И, опять повторюсь, в жюри не одна она) так что такого произошло?) я понимаю, если бы она сидела и показывала оценки. Тут бы я согласилась с большинством. А так... СМИ раздули тему. Другие страны, зная, что участник от России интересен многим, быстро начали кукарекать и подливать масло в огонь) по сути, весь конкурс как на ладони) всех участников все видели, посмотрели их шоу и так далее. Если честно, то впервые слежу за евро до начала, потому что обычно предпочитаю наслаждаться шоу лишь в эфирном времени, удивляться песням и сама делать выводы, а не быть толпой) и вообще не вижу смысла в этих ""заранее"". Заранее песни, заранее шоу, заранее оценки. А чего они хотят то?) делали бы все в эфирном времени, никто бы ничего не знал ""заранее"". И да, даже если она ошиблась, причём тут то, что она с Украины? Люди уже все приплетают, лишь бы покричать.",с Украины,Москва,21,Россия
154712623,1844770,"[id340421683|Макс], вообще на диверсию похоже она же с Украины -_-",с Украины,Москва,None,Россия
156318045,1766567,"[id114420682|Виктор], тут был один такой же,только с Киева,сейчас молчит,наверно заблокировали.Думаю,этого будет ждать такой же исход)",с Киева,Ростов-на-Дону,20,Россия
157428978,2031157,"Спасибо ребятам с Украины, которые голосуют за нас..
Вы лучшие!",с Украины,Воскресенск,19,Россия
158027972,2114840,"[id221723117|Іван], мне все равно.... я с России и люблю ее.... и буду болеть только за Россию.... Я могу сказать еще раз Украина не достойно выиграла евровидение. Мне даже стыдно... я все таки родилась и выросла на Украине.... и стыдно за мою родину что..... Но все равно я люблю ее какой бы она не была(((",с России,Челябинск,None,Россия
161719751,2355913,"Это так классно
Я довольна результатом
Правда я до последнего верила в то, что победителем будет Болгария. Ведь у Кристиана были все шансы: прекрасный голос, внешность, талант, молодость - все составляющие победы.
Но португалец... У него как будто связь с космосом. Он не поёт. Он проживает каждое слово в песне, каждую ноту. Невероятно чистый и прекрасный человек✨ Счастья ему💜
P.s. Надеюсь, с Португалии нас не турнут",с Португалии,Химки,16,Россия
162451382,1783349,"[id178697863|Святослав], он с молдовы",с молдовы,Красноармейск,None,Россия
163408765,1914775,"[id318231009|Аня], с Украины",с Украины,Москва,None,Россия
163889894,18062515,Беги чувак с россии.. тебе пизда,с россии,Рязань,24,Россия
164566524,88276,"[id434096740|Clarence], о чувак, ты с Украины? Го хохлосрач",с Украины,Самара,None,Россия
165220983,2120132,"[id331441428|Самала], для меня лично есть, хоть я и с России, но немного слежу за казахской сценой",с России,Пушкино,20,Россия
166363398,2197303,"[id157114255|Илья], с Польши была уже...её прокатило",с Польши,Краснодар,None,Россия
167102525,18051320,"[id112335100|Фёдор], уезжай с россии тебе тут нечег делать с таким мнение. Я повторюсь у меня прадет прошол всю войну про бабушка вырастела 3 детей в военное время дедушка ребенок войны. И поверь никто ничего не скрывал были некоторые касяки со стороны наших нт мы за них отчитываться не должны они защищали нашу чтрану и нашу родину",с россии,Краснодар,None,Россия
169497875,17188017,"[id420658732|Leprechaun], С Киева !",С Киева,Краснодар,None,Россия
171725006,2648152,"[id42382020|Артём], былаб отдача, был бы профицит, и они стали бы регионом донором. Кому учить тут экономику надо еще. Я не говорил что ты с украины",с украины,Казань,None,Россия
171760726,17703421,Да потому что у них нет такого количества заказов как с России!  Россия любит халяву(ну я про то что там многие вещи такого де качества которые привозят нам стоят дешевле),с России,Стерлитамак,None,Россия
172081433,1715016,"[id156318045|Иван], Саара с ФИнляндии,Лайка с Норвегии",с ФИнляндии,Краснодар,22,Россия
173021968,1606416,Низы общества проснулись надо же) Небось с Украины да?)),с Украины,Кинешма,None,Россия
174930458,1830228,"[id191095620|Азусенна], вот если бы Лилит хоганесян поехала с Армении,я бы поддержала потому что у ней есть голос и песни бомбовые, а когда имея таких певиц отсылают вот это ну извини ........",с Армении,Екатеринбург,24,Россия
176163045,1872051,Старика с Турции в первую очередь на пенсию.,с Турции,Арсеньев,None,Россия
178697863,1783341,"[id185548587|Дмитрий], ты с Украины?",с Украины,Барнаул,None,Россия
182534197,2166307,"[id150899684|Wild], я смотрю, ты до сих пор не остыла. Уже к языку прикопалась. Слушай, ебливая патриотка, пиши на своем, если ты уж так защищаешь страну. Правильно парень выше сказал, что ты обученная скалить зубы на русских. 
Ты мне лучше скажи свой адрес ""Свободной Украине"" , чтоб наедине поговорить, посмотрим на что ты способна. А в инете все мы мостоки друг друга поливать.
Зачем ты заливаешь в уши наши херь свою несусветную? Вчера общался с моими друзьями с Украины и все, что ты писала, они опровергли. Про ТВ особенно.
И главное - для какой цели ты все это здесь пишешь? Ответь только на этот вопрос",с Украины,Новосибирск,None,Россия
183369380,2028612,"[id264301505|Катя], если ты с России, то нельзя за свою страну",с России,Москва,21,Россия
184028426,1843696,"Ребятааа, КТО ЗНАЕТ АНГИЙСКИЙ??? Прошу помощи, переведите этот текст, я его скину подруге в ютуб, чтоб она запостила под всеми видео, и на других ресурсах!
""Я из России, приношу извинения за очень непрофессиональное и глупое поведение нашего члена жюри. Очень многие россияне пишут ей гневные отзывы и высказывают свое неодобрение! Прошу не переносить свое отношение с этого случая на Сергея, он ни в чем не виноват! Кстати, эта дама не из России, а с Украины. Возможно, таким способом она хотела подставить нашу страну, и ей это удалось""",с Украины,Новороссийск,32,Россия
185011284,2076745,"Как понять, что админ с Украины",с Украины,Сочи,17,Россия
187613144,1959839,Не ругайтесь ! Завтра с России проголосую за Джамалу. Два народа. Люблю Россию и Украину!,с России,Мурманск,None,Россия
189944459,27084,"[id105234153|Лёша], может ты просто с Украины))",с Украины,Челябинск,None,Россия
190218477,2224672,"Интересно , а что обидного в слове кацап ? Это как ватрушкой какой-нибудь назвать . Давайте уж ребята с Украины обзывайтесь москалями - это хоть привычное , хоть тоже малообидное для иногородних русских слово-выражение.",с Украины,Санкт-Петербург,116,Россия
190892746,2336021,меняйте IP xthtp HIDEMAN и голосуйте с России,с России,Челябинск,None,Россия
192116374,329338,саит блокируется с России не просмотреть,с России,Екатеринбург,None,Россия
195287535,2374414,"да но он уже слился как и та певичка с украины, радио станциям его песня не интересна, всё таки из за жалости победил, не и за песни... сомнительная популярность",с украины,Москва,115,Россия
195297507,1956268,"[id190209479|Кармелита], Я розумію українську , до речі, дуже добре)))) потому как прожила там не мало лет,а то что ты тролль на зарплате))) или просто малолетнее  фейковое недоразумение)))   ясно и так,😂😂😂) щира пацриотка Украины с Москвы)))))) с Москвы Карл😆",с Москвы,Москва,None,Россия
198462338,17356948,"[id140878400|Лилия], зря ты так.
Или ты мужик с Украины, а на фото просто фото девушки....
Либо ты просто старомодная.",с Украины,Магадан,37,Россия
198565575,7691254,"То есть северокорейскому беженцу ,давшему интерью южнокорейской газетке надо верить,а беженке с Украины, рассказавшей в интервью про ряспятого мальчика- нет???
Ну нах,не буду верить обоим!",с Украины,Нижний Новгород,39,Россия
200526395,2508952,Атмосферные ребчта с России,с России,Сальск,19,Россия
201092482,1824772,"[id200783207|Alexander], твое мнение можно предугадать, ибо ты с украины ;)",с украины,Ижевск,None,Россия
203762321,7551960,"Ссылочка на закупку у ведомства. https://www.fbo.gov/index?s=opportunity&mode=form&id=5891545db8f955e347e3493a9575e7df&tab=core&_cview=1

... ведомству нужны образцы молекул РНК, которые участвуют в реализации генетической информации человека, и синовиальная жидкость, обеспечивающая подвижность суставов. В документе, подчеркивалось, что заказчик не будет рассматривать образцы тканей с Украины.",с Украины,Санкт-Петербург,None,Россия
206137389,2371584,"Джамала :з она очень классная.
P.S. Я с России",с России,Липецк,None,Россия
206154626,1517629,"Я увы не с Беларуси, но у вас такая замечательная песня =) Т___Т",с Беларуси,Москва,None,Россия
208565263,2279596,"[id123812379|Ксенія], она хотя бы не ноет как тот птенец с Португалии",с Португалии,Москва,None,Россия
211396640,2547619,"[id15560080|Марсель], прочитал статью. не очень понимаю. что должно было измениться в моих взглядах, всё о чём говорилось в советах подтвердилось, так что вся политика советв, была более, чем правильной. Дудь задаёт вопросы в стиле, а вот в Америке было круто, а вы там были, а вас это не смущало. на что ему отвечают, что и у нас было неплохо...Чо в том, что в интервью с Евгеном, Дудь интелегентно(ну он же нне быдло), пытается обгадить советы и все адекватные люди ему отвечают так, что обгадить не получается.В чём тут его заслуга? И что должно было измениться? И да, я сам родился на Украине и по материнской линии вся родня с Украины.",с Украины,Москва,25,Россия
212340918,17934656,Кто с Москвы? Го знакомиться 🤤🌚,с Москвы,Москва,20,Россия
214771967,86981,"кто с Питера ! завтра вечером предлагаю собраться , на дворцовой 😔",с Питера,Санкт-Петербург,None,Россия
215160347,17928785,"[id445645218|Виктор], Ебать ты меня удивил! Думаешь я с Украины? Но увы... Ты ошибся... (Как и твоя мать, когда решила тебя всё же рожать)",с Украины,Курган,16,Россия
215853268,1603253,"[id49843223|Максим], ну понимаешь такая фишка что до всего этого (до Майдана и вообще) никто на эту территорию и губу не раскатывал а когда уже начался весь этот кипишь то Россия уже встряла за своих людей, то есть понимаешь опять же докозательство моих слов, нам Россиянам на хохлов просто дико похуй, вы вот сейчас друг друга там убиваете уже а нам вообще насрать, ну это ваше дело делайте че хотите, но вот когда наших восточных с Украины обижать начали тут мы встряли.. и вот даже я говорю встряли да опять же где токи что мы, я так же могу взять украинский флаг убить чувака и сказать я бандеровец какой нибудь чтобы меня все ненавидели. И потом ДНР и ЛНР государства не зависимые так что ты их к нам не приписывай типа мы их себе отжевали, да мы свой народ поддерживаем но они теперь независимые понимаешь?",с Украины,Уфа,None,Россия
216952869,17569683,"[id86963805|Игорь], да с хуяли она улучшается? Что ты хорошего увидел? Или ты с Питера или Москвы?",с Питера,Тюмень,24,Россия
220693810,17208013,"[id90123649|Евгения], странно, начинала она точно с России свою пиздатую жизнь)) а может я плохо разбираюсь в порноактрисах, удивляет, что ты столько знаешь;)",с России,Новокузнецк,None,Россия
222481693,17200495,"Тот кто с СПб тому шаверма, тот кто с Москвы тому шаурма",с Москвы,Санкт-Петербург,22,Россия
224706146,2349710,"Жалко Болгарию . Ему не дали выиграть потому ,что он с России 😏😄",с России,Москва,None,Россия
226177425,2236661,"[id49677652|Светлана], это точно! Хотелось за нашего мальчика с Болгарии проголосовать, да и вообще... без участия России конкурс уже как-то не воспринимается....(((",с Болгарии,Нижний Новгород,29,Россия
229380757,2223321,"Украина уже всем опостылела, с ее протянутой рукой. Те же поляки уже митинги собирают за то, чтоб меньше было ""работающих с Украины"", что уж говорить про другие европейские страны. Да будет известно тем, кто дальше Украины, никуда не выезжал, сейчас европейцам тяжело найти постоянную работу, в той же Франции, французы, окончившие универы, работают по 3-месячным договорам, что уж говорить об украинцах, образование которых вообще сейчас не ценится в Европе...максимум, это мести улицы и убирать судна под лежачими, т.к. на эту работу коренное население не идет.))",с Украины,Санкт-Петербург,None,Россия
231629831,2367892,"[id229380757|Светлана], у польшы они в основном работают с украины...уровень жизни то ниже , чем даже в польше",с украины,Самара,None,Россия
231881814,2228459,"[id122943424|Людмила], думаете, Европа больше поверит правдолюбам с Украины, чем судьям из Гааги?",с Украины,Москва,None,Россия
233294622,2029467,"[id176487315|Каринка], если ты с Украины нельзя...кажддому уж за свою страну нельзя",с Украины,Нижнекамск,None,Россия
234431443,18099919,Потому что ты еблан с россии а не с зарубежа,с россии,Архангельск,None,Россия
234504276,2076594,"[id157932940|Николай], херню несешь троль, Лена с Германии участвовала 2 раза подряд, а точнее 2010-2011 год",с Германии,Санкт-Петербург,21,Россия
234587553,1898914,"[id27995858|Владислав], ога, я же не дешевый недогей с Литвы, или откуда ты там...",с Литвы,Кстово,None,Россия
234997416,2360846,"[id408455801|Анна], русские, русские.. Это не русские, а отдельная кучка политоты-ваты, которой делать нечего. Я с России и победе Сальвадора рада, а еще больше рада за попадание в Топ-3 Молдовы, вот уж чего не ожидала",с России,Санкт-Петербург,None,Россия
235468743,1527123,"Самые лучшие по моему мнению это Россия, Эстония и Грузия, Румыния😍
Полина очаровала всеех🌸 Да и парни с Румынии недалеко ушли от Полины😉 Стиг и Элина просто великолепно спели❤ А Нина зажгла✨",с Румынии,Балаково,None,Россия
236897638,2203238,"Сейчас все тупые малолетки с России будут голосовать за него, даже если песня будет говном.12 баллов от России отправятся Болгарии, расходимся",с России,Москва,None,Россия
240931769,1982543,Кто с Казахстана,с Казахстана,Тюмень,None,Россия
241820531,2350024,"Видимо Португалия берет пример с Украины, ну ну...",с Украины,Челябинск,None,Россия
242145131,1517469,"[id290786808|Виолетта], ты чо, мать? она же с германии! германия, англия, франция, испания, италия автоматом проходят",с германии,Новосибирск,None,Россия
243251496,365947,"[id106105098|Ivan], с Питера стопом 6 суток",с Питера,Санкт-Петербург,33,Россия
244427075,372193,"Встречал велосипедиста который выехал с Украины, сделал круг по Крыму и поехал обратно. Полагаю что граница открыта, на счёт транспорта не в курсе",с Украины,Краснодар,26,Россия
244691685,1818152,"[id150531845|Tanya], дайте угадаю, кажется вы с Украины 😀",с Украины,Красноярск,21,Россия
245070136,1971763,"[id102162720|Христя], я переслушиваю ее по 200 раз очень сильно и близко т.к. моя мама была с Украины а папа был русский поэтому я вот так разрываюсь",с Украины,Сафоново,24,Россия
246746855,2207647,"[id274428770|Александр], вы сейчас говорите о политике.
Но точно не об обычных людях.
Войну ведут депутаты. Но не обычные жители.
Я знаю вполне много людей с украины, Белоруссии , и они нормальные люди. Никто с ними не воюет. А вы сейчас ссоритесь. Это современно не нужно",с украины,Благовещенск,None,Россия
255677262,2078766,"Сербия 2007 ❤
Еще Дания 2013, Лорин с Швеции в 2012, Саша Рыбак в 2009
Ну и конечно Димочка!!",с Швеции,Железногорск,16,Россия
267465866,2210156,"[id280022101|Александр], ты с Украины что ли? КАк тебя там ещё не пришибли...",с Украины,Санкт-Петербург,None,Россия
272928985,18163194,"Самый четкий номер тлф: 8(911)911-11-11, жаль, что мой номер кто-то с Питера занял, но я его обязательно верну:D, а номер автомобиля 911, а 3 буквы там-заменить инициалами ""И 911 АИ"" Иванов Андрей Ильич.",с Питера,Темрюк,19,Россия
274196972,2038310,Армения. Украина Беларусь азербажан и все кто тут сидит не с России голос уйти за Россию,с России,Самара,None,Россия
275936071,17642947,Он и пришел с Германии 😂,с Германии,Тюмень,18,Россия
279340340,2090380,"[id173122461|Светлана], ага))) наивные братья с украины до сих пор отмечают эту ""победу""😂",с украины,Москва,None,Россия
280039495,7704876,"[id219677446|Ринат], начнём с того,что данные о возрасте Аишы ,жены пророка расходятся кардинально с 9 до 19 лет.Так же известно,что физическая связь у пророка не со всеми.Так же хотелось бы уведомить вас о том ,что в апокрифе ""Книга Иосифа Плотника"" (христианская лит-ра) написано ,что Иосиф в возрасте 90 лет взял в жены Марию 12 лет.Так что вы так подзадумайтесь над этим.. 
Теперь стоило бы подзадуматься над тем ,кто довел исламские страны до нищеты ,разрухи и тд?Ведь например в той же Ливии людям жилось намного лучше нынешнего ,чем не устраивал Каддафи?Слишком уж хорошо жили и дружили с Россией...Поинтересуйтесь ,сколько библиотек с великими материалами арабских учёных осталось после ухода их с Испании.После того ,как Европа получила к ним доступ это дало им огромный толчок на развитие науки в целом.",с Испании,Москва,25,Россия
281114854,2012136,"[id30906901|Дина], да...но сейчас выше с Украины многие негатив писали:-)я поэтому и написал так😊",с Украины,Сочи,None,Россия
282107767,1806416,"[id90207507|Михаил], ниже смотри там есть фото но пока только с финляндии",с финляндии,Курган,None,Россия
282560821,373447,"[id429389249|Тина], едим 7июля с Москвы в Тюнгур",с Москвы,Москва,None,Россия
283282416,17439121,"[id91328820|Александр], ну она сказала что с Москвы, думаю защитники животных это все просто так не оставят. Кота у неё уже забрали и отвели к ветеринару, да и полицию вызвали. Дальше уже полиция решит что с ней делать",с Москвы,Москва,18,Россия
283289981,1815945,"И да насчет победителя его всегда легко видно , по обсуждениям что в Европе , что в сообществе ОГАЕ . Негативные обсуждения , тоже считаются. В прошлом все высказывались насчет Монса , Лорин тоже пиарили , про Кончиту молчу такую песню обсирали ,Эмили с Дании вообще что только не писали и приписывали к лесбо , Диму Билана пиарили якобы он сыграл свадьбу с официантом , сейчас у всех на слуху Лазарев. Амира крутят на радио , это утка . Австралии не даст победить Европа , большинство будут голосовать по соседству .",с Дании,Москва,26,Россия
284042043,1542369,Жаль милашку с Исландии(( и Чехов((,с Исландии,Волгоград,None,Россия
286603317,370244,"Привет! Сколько всего обойдётся такой поход (дорога, еда, че там ещё!?😂) все все все !? Я с Питера
И что с палатками и вещами? Где их брать и какие?
В Директ плз",с Питера,Санкт-Петербург,None,Россия
287822853,17742065,"[id455380258|Арина], нет я с России родился и живу",с России,Лянтор,30,Россия
290186842,1949879,Воопщето с Сербии,с Сербии,Москва,22,Россия
291419321,2134217,"суки редакторши БЕЛТЕЛЕРАДИО.........НЕ ПРОСЛУШАЛИ ПЕВЦА ПРОРОКА САН БОЯ......пригласили он приехал 30 ноября на прослушивание.в МЕТЕЛЬ на 4-х электричках...с РОССИИ..ведь они гады -редакторши по электронной почте пригласили...мрази...а они не прослушали..отказали.......с ментом белорусским САШЕЙ ПОЧТИ ПОДРАЛИСЬ ЗА ТО,ЧТО ПРОРОК СНИМАЛ НА ВИДЕО ЭТУ НЕСПРАВЕДЛИВОСТЬ ,А ОН ВЫРВАЛ ВИДЕОКАМЕРУ И СТАЛ СТИРАТЬ ЭТУ НЕСПРАВЕДЛИВОСТЬ В ФОЙЕ БЕЛОРУССКОГО ТЕЛЕВИДЕНИЯ.......ПРОРОК ОСТАВИЛ ЗАЯВЛЕНИЕ,,,,,ДИРЕКТОРУ БЕЛОРУССКОГО ЦТВ.....ответил ШУЛЬМАН ОТРИЦАТЕЛЬНО,,,ЧЕРЕЗ МЕСЯЦ,,,,,,ТОГДА ПРОРОК НАПИСАЛ ПРЕЗЕДЕНТУ ЛУКАШЕНКО........ВОТ ИМ И ДАЛИ ПРОСРАТЬСЯ,,,,,,,,ЗА ТО,,,ЧТО ПРИГЛАСИЛИ ПЕВЦА И ПО СКОТСКИ ПОСТУПИЛИ,,,ДАЖЕ НЕ ПРОСЛУШАЛИ,,,,ПОДОНКИ.......наплевали на молодёжь и поклонниц,КОТОРЫЕ ЖАЖДАЛИ ,,,ЧТОБЫ НА ЕВРОВИДЕНИИ ПЕЛ ПРОРОК САН БОЙ_____КОТОРЫЙ ДАВНО ЭТО ЗАСЛУЖИВАЕТ и КОТОРОГО ПРОСТО ЖАЖДЯТ УСЛЫШАТЬ ЖИТЕЛИ ЕВРОПЫ.......а они опять ОТ БЕЛОРУССИИ И ОТ РОССИИ ПОСЛАЛИ ПИЗДЮКОВ,,,ПОЗОРИТЬ НАС СЛАВЯН.",с РОССИИ,Ярцево-Сурменево,48,Россия
291554080,1919611,"ребята,вы действительно ведете себя как идиоты,смешивая политику с музыкой)крайне некрасиво
многие украинцы позитивно отнеслись к Серёже,высказывайтесь по теме без оскорблений,а то стремно читать
а так голос оч сильный, но песня не нравится
за два полуфинала выделяю  девушку из Чехии, Ивана и парень с Израиля)",с Израиля,Пятигорск,None,Россия
291782279,2048735,"Что за вопль у бабы с Украины, когда Монс подошел???",с Украины,Санкт-Петербург,None,Россия
294164761,2238538,"[id103706844|Лиза], Зуева!Украина сожгла Одессу,убила Донбасс и всё свалила на Россию.Ты работаешь на украину.Ты аля либералка.Вали с России и не будет у нас коррупции,боярышника и педофилии!Тут о сцене разговор,но тебе надо полить грязью Россию.Зачем?Да сущность твоя с душком!!!",с России,Москва,55,Россия
