,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,age,city,country,from_id,id,miss,sex,text
308,308,79.0,,None,Санкт-Петербург,Россия,185932843.0,7586907.0,из Испании,1,"Было очень красиво , особенно ребята из Испании постарались 👍🏻"
309,309,554.0,,None,Казань,Россия,139148125.0,7587336.0,из Казани,2,"Новости из Казани: 
Люди революционировали, все на своих местах.
Аве новой эпохе.
(нет)"
310,310,710.0,,14,Унеча,Россия,176380163.0,7589505.0,из России,2,"[id402782523|Александр], я из России."
311,311,79.0,,None,Таганрог,Россия,62276801.0,7588700.0,из России,2,"[id212761905|Максим], называется мейл ру решил повысить денежный приток из России для апл )"
312,312,201.0,,None,None,None,377141647.0,7585308.0,из России,2,"[id72912784|Дима], ловко ты с темы спрыгнул! Попробую и я - если живешь в США, то это не значит, что ты живешь в самой прогрессивной стране, т.к. до сих пор звездонавты оттуда летают на ракетах из России. Ловко у меня получилось?!"
313,313,16.0,,None,Санкт-Петербург,Россия,84275234.0,7584147.0,из китая,2,"причём, судя по картинке не важно китайский, из китая это ребёнок, или нет."
314,314,91.0,,None,Москва,Россия,223845616.0,7583821.0,из Москвы,2,"[id282620609|Дмитрий], он из Москвы скинул, насколько я понимаю"
315,315,119.0,,None,None,None,279758466.0,7582740.0,из Москвы,1,"[id319066653|Евгений], 😑 ну так мы что ли убивать вышли ?
валите на хрен из Москвы если она вам не нравится , и путина с собой забирайте"
316,316,243.0,,26,Ижевск,Россия,18923267.0,7585585.0,из Беларусии,2,"Конечно они очконули, последнего их кореша из Беларусии так уволили за пинок"
317,317,56.0,,46,None,Россия,202667961.0,7581615.0,из Питера,2,"[id6271050|Аня], тоже из Питера в Москву, всё есть"
318,318,164.0,,21,Vaticano,Ватикан,449650335.0,7584795.0,из москвы,2,"[id294941733|Антон], да а смысл? Я вот из москвы в волгоград за 2700 летаю, на поезде в плаце столько же стоит"
319,319,195.0,,41,Санкт-Петербург,Россия,7293907.0,7595669.0,из Москвы,2,"[id15036297|Мария], странно, я как-то смотрел лет 5 назад,  можно ли доехать в плацкарте до Братска из Москвы: можно, 6500, на самлике куда дороже. ;)"
320,320,106.0,,41,Санкт-Петербург,Россия,7293907.0,7581375.0,из Москвы,2,"А вообще, надо было праздником официально 7 ноября и оставить, это было бы правильно и понятно, и куда глобальнее, чем поляков из Москвы гнать. Хотя недооценить тех событий тоже нельзя. ;)"
321,321,7.0,,18,None,Германия,222014900.0,7581070.0,из России,1,Выбросить телевизор и уехать из России.
322,322,11.0,,17,Санкт-Петербург,Россия,173382264.0,7580252.0,из Канады,2,А из Канады кто то решил поехать в Россию ?
323,323,84.0,,100,Sofia,Болгария,343644015.0,7580116.0,из России,1,"Уезжай из России что бы жить было не страшно. У нас то ребенка собьют скажут что он был бухой, то наворуют чиновники и их посадят на домашний арест а не в тюрьму, или наворуют чиновники а вместо того что бы их привлечь к ответственности, привлекут тех кто их на этом поймал, то люди замерзают в домах в 21 веке, то занимаются притеснением людей которые против коррупции. Россия погрязла в пропаганде Лжи, мракобесия, православия, и запугивания населения."
324,324,127.0,,25,Москва,Россия,8557766.0,7580311.0,из Украины,2,"Помню, в беседе с украинским видеоблогером Андреем Полтавой какой-то кемеровский 25-летний ватник рассказывал, что ""все хорошо в регионе, политика есть, вот Навальный митинги проводит, никто его команду не трогает"".
Жаль, Андрей Полтава из Украины и он не знает таких тонкостей Кемеровской области, как несменяемый Тулеев (он там ещё при Ельцине в кресло врос) и то, что эта область - электоральный султанат единой России и путина - там они показывают результат около 90%. Если бы знал он это - хорошенько бы того ватника размазал."
325,325,185.0,,None,None,None,319066653.0,7580503.0,из Екатеринбурга,2,"[id76674976|Максим], не совсем понимаю что ты имеешь ввиду под защитой своего персонала. Барикады около штабов строить и в штабах родственников этих самых прятать? 
Ну, я тебе лично могу сказать как волонтер Навального из Екатеринбурга: Я не считаю Навального сильным лидером, он юрист, журналист, НО он пошел в президенты потому что в России пора запустить этот самый плацдарм смены власти, иначе та власть что задерживается начинает гнить и разлогатся (Имею ввиду коррупцию). После срока Навального приходил бы новый лидер, а за ним и еще один, так как и принято при демократическом строе общества."
326,326,19.0,,None,None,Россия,93767758.0,7579573.0,из Германии,1,"""Пенсионер из Германии вызвал полицию, обнаружив на своём участке «бомбу времён Второй мировой». Оказалось, это кабачок.""
Вот такое биологическое оружие получается."
327,327,13.0,,24,None,None,56191754.0,7668915.0,из Китая,1,"Вам показать мой трек, где посылка из Китая дошла до области, развернулась и улетела в...США?

скрин чуть ниже"
328,328,79.0,,None,Славянск-на-Кубани,Россия,155698194.0,7670231.0,из Китая,2,Я просто охренительно везучий. За 6 дней посылка успела приехать из Китая.
329,329,84.0,,None,Москва,Россия,17668644.0,7670425.0,из Китая,2,"11 дней из Китая, ведь умеют"
330,330,80.0,,20,New York City,США,424592832.0,7668662.0,из России,2,"Я представил. 

-куда угодно, подальше из России. 
-ошибка, ошибка, вы обречены прожить тут всю свою никчемную жизнь."
331,331,37.0,,None,Москва,Россия,79288090.0,7666994.0,из россии,2,"[id380427891|Роман], не поделился с кнм надо просто, из россии всякие ротенберги и прочие путинские дружки и просто мошенники в мвязке с чиновниками миллиардами выводили через банки баблишко, никто не придирался."
332,332,34.0,,18,Санкт-Петербург,Россия,443842190.0,7666174.0,из уфы,2,"[id15591045|Алексей], ну хз, из уфы в питер плацкарт 2,5к, а самолет 11к"
333,333,41.0,,None,Кишинев,Молдова,13176379.0,7666194.0,Из Молдовы,2,"Пф! Тоже новость)
Из Молдовы в Москву/Питер потому и летают что самолётом дешевле. И не первый год.
И тут ФАС очнулась!)"
334,334,44.0,,35,Москва,Россия,169838162.0,7666203.0,из Москвы,2,"[id443842190|Oleg], недавно летал в Питер из Москвы, разница получилась 350 рублей (самолёт дороже), но если выбрать неудобное время и где-нибудь в середине недели, то можно улететь и дешевле, а если чартер, то ты сэкономишь ещё рублей 500-600"
335,335,48.0,,24,Norei'aranda,Папуа — Новая Гвинея,150830572.0,7666219.0,из Екб,2,"Я в прошлом году из Екб в Москву летал в конце декабря за 1к рублей, поезд 1,5к стоил в плацкарте."
336,336,55.0,,None,Москва,Россия,31531223.0,7666240.0,из Москвы,2,"Ну смотрите. В Питер летать из Москвы - да, часто дёшево, но поездка в аэропорт эту разницу ""съест"". В этом направлении лучше Сапсан (если заранее покупать, то ценник ~1200р).

На дальние расстояния давно уже почти самолёт дешевле плацкарта. Летом летали Москва-Минеральные воды, Nordwind Airlines, с багажом, ручной кладью и питанием - 3080 рублей. Обратно ехали в более менее новом вагоне плацкартном с несправляющимся с жарой кондиционером за 3400р. 

Выводы делайте сами."
337,337,62.0,,35,Москва,Россия,169838162.0,7666263.0,из Москвы,2,"[id31531223|Алексей], не совсем так, если тебе нужно улететь из Москвы в Питер дешево, то это, скорее всего, Внуково, добраться до Внуково не так уж и затруднительно, конечно, если все делать заранее, сел на автобус и доехал, честно, не помню, сколько он уже стоит. Обратно такая же история."
338,338,83.0,,35,Москва,Россия,169838162.0,7666314.0,из Питера,2,"Алексей, как-то слишком натянуто у тебя получилось, вчера вернулся из Питера, но летел без багажа (хз как с ним дела обстоят) 
Приехал за 1.5 ч до вылета, постоял, покурил, прошел регистрацию, прошел досмотр, походил по аэропорту и прыгнул в самолет, через 50 минут был в Пулково, там минут 20 автобус до Московской, 16 минут на метро до Невского. И ты в центре города. А вот на тему плаца, месяц назад ездил плацом, поезд был проходящий, шел из Челябы вроде, алкаши, работяги и тд. Было пару адекватных людей, но в целом, сам понимаешь. Возможно, для кого-то это и романтика, но хз, а на обратном пути, пока спали, на моего друга еще и вырвало одного алкаша, так что)"
339,339,151.0,,None,Москва,Россия,34886276.0,7666750.0,из Казани,1,В августе из Казани в Москву за 2800 было верхнее боковое у туалета и билет авиакомпании nordwind😏
340,340,161.0,,None,None,Россия,37311135.0,7666813.0,из Екатеринбурга,2,"Классика жанра. Летом при всём желании ехать в Питер из Екатеринбурга на поезде, пришлось лететь на самолете."
341,341,75.0,,None,None,None,26859745.0,7663056.0,из Франции,1,"Встречала в Берлине друга с поезда из Франции, поезд опоздал на полтора часа. Ехала в Страсбург тоже из Берлина, из-за какой-то бабушки поезд задержали на 2 часа, приехала в пункт назначения из-за вынужденных пересадок на 4 часа позже."
342,342,232.0,,18,Электросталь,Россия,311515599.0,7664820.0,из Москвы,2,"[id161303363|Мария], серьёзно? Буквально в прошлом месяце я ох как прочувствовал ""строгое соблюдение расписания"". Причём дважды.
1.На скрине этого не видно, но элька доставила меня в Москву не в 8:20, в черт возьми в 8:42. На двадцать минут не слабо так, да?
2. Уже из Москвы. Отбытие одной задержалось на час (!!!), при этом она уже стояла. Из-за чего следующая по расписанию не могла попасть на тот перрон. Поэтому она приехала туда, путь куда был закрыт на замки. И это был последний электропоезд, следующий через 30мин. Разумеется, люди с работы просто не смогли прорваться и пришлось ждать следующую. Ну разве не абсурд? 
Тут уже не до ""мамкиного либерализма"", тут уже просто смешно. Это насущные проблемы"
343,343,9.0,,None,None,None,3420608.0,7662561.0,из России,2,Гуманитарный конвой из России уже выехал?
344,344,211.0,,None,Санкт-Петербург,Россия,1573110.0,7663636.0,из Франции,2,"[id252255927|Антон], «Уголовная ответственность, говорится в законопроекте, будет наступать при нарушении запрета на ввоз товаров суммарной стоимостью более одного миллиона рублей.»

Это сколько вы сыра везете родителям из Франции?"
345,345,109.0,,71,Санкт-Петербург,Россия,287412618.0,7658392.0,из России,1,"Эй, админы! Из каких трущоб вы повылезли?! Сколько в вас злобы и зависти к ВВ! Вы, грязь России, я стыжусь вас, надеюсь, что вы , мрази, всё же не из России..."
346,346,124.0,,None,Советский,Россия,83158215.0,7658466.0,из России,1,"[id287412618|Татьяна], мы из России!"
347,347,138.0,,40,Могилёв,Беларусь,341030120.0,7657731.0,из России,2,"[id141262768|Андрей], да я уже почти как год не живу в Беларуси, вышел на пенсию и в Португалию переехал, была возможность со старыми знакомыми своё дело открыть.
У нас там в Бресте несколько тысяч вайнахов и дагов тусят, из России беженцы, в Польше пытаются статус беженца получить."
348,348,808.0,,25,Nuuk,Гренландия,190817386.0,7659639.0,из россии,1,"[id50494442|Валерий], то ты пишешь давайте выживать лгбт из россии то ты уже никого не трогаешь, что то тут не так"
349,349,25.0,,None,Philadelphia,США,122795826.0,7657491.0,из Китая,2,"Житель села, пойманный ФСБ на почте при получении GPS-трекера из Китая, идет под суд"
350,350,40.0,,None,Зарафшан,Узбекистан,104949578.0,7659206.0,из Китая,2,"[id296775910|Алексей], чему тут удивляться, данные структуры нынче на более серьезное не способны, даже их выпускники по весне показали какая концепция этой структуры, получается фэшники способны только за посылки из Китая отлавливать, а когда теракты устраивают никто ничего не знает
Как и Нац гвардия  только мирные митинги разгонять могут а коснись что то по серьезнее (ну типа психа с дробовиком и взрыв пакетами) штаны мочат по полной и памперсы не спасают."
351,351,73.0,,None,None,None,85948775.0,7655882.0,из россии,2,"[id415275625|Xink], да-да. ""наши ребята"".

Бринн: ""спасибо моему отцу что увёз меня из россии"". (с)"
352,352,164.0,,None,Москва,Россия,4691044.0,7660463.0,из Израиля,2,"[id22405384|Артем], ну конечно ...сумасшедший...на Татьяну Фельгенгауэр напал человек с умыслом убить. Приехать из другой страны (из Израиля) в РФ, что бы чикнуть ножом по горлу журналиста в студии - дооо, это сумасшедший..однозначно
..посмотрите лучше вот это ""Венедиктов о подстрекательстве в сюжете «Вестей» и эвакуации Ксении Лариной из страны"""
353,353,27.0,,18,Екатеринбург,Россия,70583817.0,7701283.0,из Екатеринбурга,2,"Посмотрите видео от толкового химика из Екатеринбурга и успокойтесь
https://youtu.be/rDUS1mML270"
354,354,52.0,,29,Екатеринбург,Россия,22608534.0,7701291.0,из Екатеринбурга,2,"[id1321941|Александра], я из Екатеринбурга ))))"
355,355,156.0,,28,Москва,Россия,100063864.0,7700708.0,из китая,2,"Ярослав, но при этом украинский хим пром(спайсом торговали и если я не ошибся с названием фирмы) они быстро вычислили, но ни чего не говорили о том, что самые крупные поставки до сих пор идут из китая"
356,356,100.0,,45,Санкт-Петербург,Россия,178423992.0,7700331.0,из России,2,"[id18139132|Roman], может просто всяким там Усмановым и прочим продавцам углеводородов из России проще двум трем клацунам заплатить чтобы страна углем топилась и жгла соляру вонючую в ПАЗиках как следствие не любви к электроприводу и энергосберегающим технологиям"
357,357,136.0,,37,Самара,Россия,56645206.0,7701008.0,из России,2,"Э,а ничо што компания Маска пока что убыточна?
Прибыли нет, инвесторы волнуются,завидуя конкурентам из России, например выходцам из кооператива Озеро."
358,358,23.0,,31,Beograd,Сербия,1095610.0,7699381.0,из Хорватии,2,"ну надо и другую сторону показать.
250 тысяч сербов были изгнаны из Хорватии, много тысяч убито, зверства Насера Орича, который гуляет на свободе"
359,359,232.0,,31,Beograd,Сербия,1095610.0,7699891.0,из Боснии,2,"[id196685806|Павел], вот таких как ты ""с третью родственников"" жило и в Хорватии и Боснии и Сербии много. А пришел какой-то малолетний мудак по имени ""Павел"" и стал всем говорить, кому где жить, где чья территория и кто какой национальности, и началась война. Именно так и начался этот конфликт.
Я работаю и живу в Белграде, тут полно людей, которых эта война коснулась. У моего коллеги во время изгнания из Далмации бабка умерла, ее похоронить не дали даже пары дней. Еще целая семья из Далмации закусочную держит, дом полностью уничтожен под Книном, в котором 300 лет жили. Другой мужик из Боснии делает буреки. И все эти мырные люди пострадали из-за каких-то мудаков, с таким же как у тебя мудаческим мышлением, потому что мудаки думают, что могут указывать где кому жить."
360,360,411.0,,23,Улан-Удэ,Россия,55458311.0,7701099.0,из Хорватии,2,"Вот почему Караджич и Милошевич - преступники, а Туджман, который уничтожил или выгнал из Хорватии всех сербов,  нет? К тому же весь хорватский генералитет на международном трибунале был полностью оправдан."
361,361,88.0,,25,Севастополь,Россия,15891139.0,7698851.0,из Киева,2,"Здесь в чем момент, смотря чем ты занимаешься, и какой ты специалист. У всех моих знакомых ЗП не ниже 30 т.р. и выше. Есть и ниже, но это либо карьеристы, которые ждут повышений, либо тот, кто привык лопатой махать и ничего не делать. Если зп в 30 перевести в гривны, то это 15тыс грвн. К нам в гости родичи из Киева приезжали, думали жопа полная, военный режим и т.д. А как увидели как все на самом деле просто молчали с удивлёнными глазами. Нечего ныть, если думаете что пришла другая страна и сразу зп будет в 1000у.е. а ты при этом не шевелишься, то так и будешь утверждать, что все плохо..."
362,362,260.0,,27,Санкт-Петербург,Россия,372154481.0,7700343.0,из Севастополя,2,"[id408614146|Andy], я из Севастополя, там цены выше..."
363,363,262.0,,56,None,None,408614146.0,7700360.0,из Севастополя,2,"[id372154481|Алексей], надо писать,,Я из Севастополя.ТУТ....!"")))"
364,364,2.0,,19,Киров,Россия,152103512.0,7698169.0,из России,2,скоро они уедут из России и будут жить долго и счастливо
365,365,69.0,,None,Омск,Россия,183192276.0,7698382.0,из России,2,Скоро они уедут из России
366,366,184.0,,14,Москва,Россия,220800181.0,7696738.0,из России,2,"[id177181607|Роман], плач, либepaxa.
Страдания таких как ты меня лишь радуют. Как вас запугивают до побега из России почти босиком, сажают за экстремизм, годами таскают по судам.
Это хорошо, это правильно."
367,367,354.0,,28,Warszawa,Польша,405188915.0,7696633.0,из России,2,"Я хочу жить в гражданском обществе, где налоги идут на благоустройство. У меня небольшое дело из России, приносящее доход, но я не хочу платить налоги на войну в Сирии и дорогие машины ворам."
368,368,185.0,,None,Berlin,Германия,44040607.0,7696187.0,из России,2,Такую статью можно только для животных из России писать.
369,369,20.0,,None,None,Россия,295886552.0,7693520.0,из России,2,Дней без очередной прекрасной новости из России
370,370,114.0,,28,Санкт-Петербург,Россия,115940562.0,7690061.0,из России,2,"[id417083420|Marat], конечно, чувствую. Достаточно из России въехать в Украину и сразу видно цеевропу из каждой помойки"
371,371,191.0,,15,Великий Новгород,Россия,5087032.0,7690618.0,из России,2,"[id277758396|Олег], нее, хорошо что ты ушел из России. Жаль, что не совсем - сидишь тут, говнецом попукивая.

 От Лентача в себе - не скроешься. Хоть весь мир объезди.
"
372,372,135.0,,30,Санкт-Петербург,Россия,2870062.0,7689491.0,из Германии,2,"[id340060595|Сергей], ты знаешь друг что бы отделить мух от котлет, нужно наверное знать, что в армии наших дедов был приказ расстрел на месте даже за вывоз чего то из Германии.. А в немецкой армии что хотите то и делайте они же """"свиньи"""" не до расса"""", а на месте Москвы мы водоем сделаем"""""
373,373,237.0,,None,Самара,Россия,89685908.0,7689810.0,из России,2,"Столько лет правительство натравливает одни слои населения на другие, что бы отвлечь от экономических проблем, и тут бац... не с их подачи новость запустилась.
Хотя столько лет кричат, что фашизм не пройдет, что в пору задуматься может его из России не выпускают?"
374,374,326.0,,None,Гомель,Беларусь,14113971.0,7690299.0,из Беларуси,2,"[id3197857|Роман], на самом деле и беларусам и украинцам эта ""общая страна"" нахер не нужна была, она вытягивала из Беларуси и Украины ресурсы и уничтожала местных - врачей, учителей, ученых, военных, фермеров и режиссеров. На их место назначались Москвой пришлые Ваньки без роду и племени, местную культуру и жителей они ненавидели и для них сдать страну - нормальное дело, главное Сталина сохранить. 
И если ты не в курсе, потери считают в процентах от населения - в Беларуси погиб каждый четвертый, в Украине каждый одиннадцатый и все ради того, чтобы тов. Сталин мог спокойно выбрать цвет вагона, в котором он будет драпать от своего ""союзника"""
375,375,385.0,,None,Гомель,Беларусь,14113971.0,7690516.0,из России,2,"[id12317449|Михаил], и кстати, наибольшее количество воевавших за Гитлера было как раз из России, армия генерала Власова, и современный российский флаг - это власовский флаг. Но почему-то никто не хочет запретить его за пропаганду фашизма или рассказывать на каждом углу про власовцев, как рассказывает ваша пропаганда про УПА"
376,376,519.0,,None,Москва,Россия,253185689.0,7691118.0,из России,2,"[id14113971|Евгений], гугл создал ученый из России, за мной следит майор ФСБ"
377,377,16.0,,None,Москва,Россия,371788789.0,7688617.0,из России,2,"На самом деле Кадыров много сделал в своей республике хорошего, правда благодаря деньгам из России. Тем не менее он красавец, не смотря ни на, что."
378,378,97.0,,None,Санкт-Петербург,Россия,2176364.0,7495497.0,из Китая,2,"Привет из Китая. Тут нет ютуба. Перезаливайте, пожалуйста, ролики вконтакт и на ю-ку"
379,379,13.0,,None,Йошкар-Ола,Россия,139428327.0,7493879.0,из Англии,2,"О, вы из Англии?
Бот, не трогай плез"
380,380,290.0,,30,Пермь,Россия,64451114.0,7491810.0,из России,2,"[id394056607|Таня], она сделает из России лобковое место и выслушает всех желающих"
381,381,878.0,,None,Южноуральск,Россия,15827994.0,7495245.0,из России,2,"Позднер - гражданин США... Чего от него можно ждать? Он все равно в их интересах поет. Что и подтверждается его посленими перлом ... Собчак не вариант, но опасный ""не вариант"", если ее как не вариант случайно выберут.. Тогда точно из России будет Дом-2..."
382,382,72.0,,None,Москва,Россия,391366270.0,7491334.0,из Китая,2,"[id393189442|Михаил], прямо из Китая"
383,383,131.0,,None,Санкт-Петербург,Россия,119287822.0,7489103.0,из японии,2,Робот из японии и робот из россии
384,384,30.0,,None,Москва,Россия,2091201.0,7486790.0,из Питера,2,"Было у одного человека кафе в Питере,его загнобили проверки,от пожарки до СЭС. Все приходят с одной целью...дай,дай,дай.расстроился товарищ бросил дело свое,поехал в Эстонию, посмотрел что да как.а там все прозрачно, через интернет,за 15 минут открыл фирму!!!прямо из Питера..приехал на место привез оригиналы всех бумаг..проверили,снял помещение, нашел народ - Открылся!теперь как человек открывший бизнес,живёт в Таллине,занимается делом,получил ВНЖ, как человек владеющий бизнесом и предоставляющий раб места и рад...проживет так 5 лет получит гражданство, а там и пенсия 390 евро минималка если не ошибаюсь."
385,385,106.0,,None,Goa,Индия,153240147.0,7487026.0,из России,2,"[id72030805|Артем], в США сейчас практически невозможно попасть, а вот в Индии и Канаде сейчас платят огромные бабки специалистам и проблем с въездом никаких. Но смысл один, все кто при памяти и с ногами уе6ывают из России при первой же возможности."
386,386,215.0,,30,Железногорск,Россия,5150373.0,7489168.0,из Москвы,2,"Как несколько знакомый с темой, отвечаю: проверяющие инстанции имеют норму, по которой им нужно найти какое-то количество косяков. И если косяков нет, то их надо изобретать. Все эти нормы, естественно, идут сверху - из Москвы. Кто-то сопротивляется, а кто-то исполняет."
387,387,642.0,,29,Москва,Россия,324086207.0,7487723.0,из Москвы,1,"[id80631503|Павел], конечно Вася. Вася, стеляга из Москвы 😂👌
Не смеши мои внутренности 😂"
388,388,104.0,,33,Санкт-Петербург,Россия,341627788.0,7486541.0,из Питера,2,"[id72069519|Борис], дальнобойщики против потому что левачить не выйдет.
При стоимости доставки из Питера в Москву порядка 70-90 тысяч за фуру,2 тысячи на Платон это мелочи"
389,389,121.0,,33,Санкт-Петербург,Россия,341627788.0,7488641.0,из Питера,2,"[id76557089|Арина], предположим мы везли из Питера в Москву фуру хлеба,20 тонн.
Для наглядности это 20000 кг стоит эта доставка 80000 руб.
С платном будет 82.
Разницу на 1 кг сами посчитаете?"
390,390,206.0,,72,Monaco,Монако,137632889.0,7486749.0,из Украины,2,"[id44954839|Григорий], ПО ФАКТАМ!
1) На стороне употребления формы «в Украине», напоминает, выступают русские классики: 
""А.С.Пушкин.""Полтава"": ""И перенес войну в Украйну"" 
Н.В.Гоголь.""Страшная месть"": ""Порядку нет в Украине: полковники и есаулы грызутся, как собаки, между собою."" 
Л.Н.Толстой.""Война и мир"": ""Багратион долго не присоединяется (хотя в этом главная цель всех начальствующих лиц) потому, что ему кажется, что он на этом марше ставит в опасность свою армию и что выгоднее всего для него отступить левее и южнее, беспокоя с фланга и тыла неприятеля и комплектуя свою армию в Украине."" 
А.П.Чехов. Письмо И.Леонтьеву: ""Итак, я еду в Украйну, а Вы, крокодил, остаетесь в тундре"". 

2) То самое, ""придуманное правило"".
На стороне употребления формы «на Украине» выступает Грамота.ру: 
«В 1993 году по требованию Правительства Украины нормативными следовало признать варианты в Украину (и соответственно из Украины). Тем самым, по мнению Правительства Украины, разрывалась не устраивающая его этимологическая связь конструкций на Украину и на окраину. Украина как бы получала лингвистическое подтверждение своего статуса суверенного государства, поскольку названия государств, а не регионов оформляются в русской традиции с помощью предлогов в (во) и из...» (Граудина Л. К., Ицкович В. А., Катлинская Л. П. Грамматическая правильность русской речи. М.: Наука, 2001. С. 69). 
Литературная норма современного русского языка: на Украине, с Украины... литературная норма русского языка, согласно которой следует говорить и писать на Украине, – результат исторического развития языка на протяжении нескольких столетий... Литературная норма не может измениться в одночасье из-за каких-либо политических процессов.» 
http://www.gramota.ru/spravka/buro/hot10/

3)Изучение всего массива текстов собственно речи В.Путина – выступлений, ответов на вопросы, комментариев и т.п. – показало, что переход от использования формы «в Украине» к использованию формы «на Украине» у него был более плавным и занял более длительное время. Так, например, предлог «в» с названием «Украина» использовался в собственной речи В.Путина: 
в 2002 г. – в 87,5% случаев, 
в 2007 г. – в 70% случаев, 
в 2009 г. – в 46,4% случаев, 
в 2012 г. – в 15,4% случаев, 
в 2013 г. – в 9,1% случаев, 
в 2014 г. – в 8,2 % случаев.

4)Русская грамматическая форма «в Украине» применительно к государству Украина является единственно правильной для русского языка. Всем, интересующимся историей происхождения этой формы, изменением частотности ее употребления и использованием в литературе.

Достаточно или еще?"
391,391,188.0,,None,None,Украина,385044656.0,7483652.0,из России,2,"[id450294019|Егор], ты точно из России?"
392,392,108.0,,23,Санкт-Петербург,Россия,36042990.0,7483468.0,из Японии,2,"Есть блогер из Японии который опровергал это и говорил что ""всё пиздёж """
393,393,37.0,,None,Санкт-Петербург,Россия,2823177.0,7481810.0,из Турции,2,"А себя прокормить не может. Картошка из Голландии, помидоры из Турции, зелень и клубника из Израиля. Только репа своя, кедровые орехи и жирные морды чиновья - тоже свои."
394,394,195.0,,None,None,None,32358.0,7482551.0,из Китая,2,"Вот 1,3 млрд из Китая они и накормят"
395,395,328.0,,29,Montego Bay,Ямайка,76557089.0,7490810.0,из Казахстана,1,"Владимир, в тройке лидеров по экспорту какого сорта зерна? 4-го и фуражного? Если мы говорим о пшенице, то Россия импортирует 3-й сорт из Казахстана. 
На Северном Кавказе, где я живу, во времена союза (~83-85 г) половина урожая зерна была 1 сорта, показатели были выше средних по стране. А сейчас 3 (в лучшем случае), 4 и фуражное. 1 и 2 сорт днем с огнем не сыщешь, сажают озимую 4-ю, а не яровую 1-ю."
396,396,57.0,,None,None,Россия,303264336.0,7464108.0,из Москвы,2,"[id2270300|Max], ты ведь из Москвы,поддержи своих, зачем хейтить?"
397,397,64.0,,None,Москва,Россия,147926002.0,7464067.0,из Италии,2,"Вспомните как Первый канал рассказывая про загниваюший запад показывая сюжеты из Италии с горами мусора из-за забастовки местных мусорщиков, а тут молчат, ведь мы с колен встали, а значит нам все по колено, в том числе и мусор!"
398,398,55.0,,None,None,None,247666189.0,7463443.0,из России,2,"[id127479968|Денис], дак Украина не Россия,а тут группа из России вроде."
399,399,20.0,,None,Москва,Россия,17599851.0,7462941.0,из Англии,1,"[id383944606|Соцблядь], Чапаев из Англии вернулся с чемоданом валюты. - Василий Иванович, а откуда денег-то столько? - Да, понимаешь, приехал я в Лондон. Зашёл в какой-то их клуб. Смотрю, играют, я подсел. Играем по малой, тут один мужик: ""у меня очко"". Я ему: ""покажи"". А он: ""у нас тут все джентльмены, мы друг другу на слово верим"". Тут-то мне карта и попёрла."
400,400,6.0,,19,Москва,Россия,22037994.0,7462045.0,из Питера,2,"[id286446848|Никита], прямиком из Питера до Москвы?"
401,401,154.0,,None,Paris,Франция,3626963.0,7462037.0,из России,2,"Жить в современной россии может только искренне ненавидящий себя человек. Если вы читаете это из России - мои вам соболезнования. Вы завели себе самого страшного врага на свете - самого себя.  Люди хоть чуть-чуть уважающие себя и хоть немного любящие своих детей уже много лет как свалили из Мордора.  В России остались жить только дураки - они не понимают что происходит со страной, лентяи - понимают, но им лень что-то делать и они ждут царя-Навального и воры, которые умеют грабить Россию быстрее, чем она их. Умные люди свалили еще до крымнаша, пока их недвига была в два раза дороже."
