,age,city,country,from_id,id,miss,sex,text
0,None,Винница,Украина,174151445.0,2219287.0,из Украины,1,"[id85600863|Владислав], не переживайте Вы так .. я из Украины .. ничего не случится здесь с представительницей от Вашей страны .. бомбамы и градами не убьют .. а хотя действительно тогда задумайтесь .. почему Ваша власть говорит Вам о нас такое?"
0,17,Житомир,Украина,174346971.0,1805753.0,из Киева,2,"[id203649230|Тимофей], Мальчик я из Киева,приехал в Харьков в универ. Что в этом такого ?"
0,None,Ровно,Украина,17522217.0,1997962.0,из Боснии,2,"Хотя вот сценический образ содран походу, была на одном ЕБ в таких нарядах группа, кажется, из Боснии, с неплохой песенкой (названья уже не припомню)..."
0,24,Луцк,Украина,17534716.0,2203839.0,из россии,2,"[id299961022|Li], ты не прав.
Никто не кричал что Юлька дно, потому что она из россиии.
Все считают россию дном потому что они отправили ее, чувствуешь разницу?
А россия именно потому, что только россия будет обсирать конкурс в случае проигрыша.
"
0,15,Хмельницкий,Украина,176731461.0,2359456.0,из Украины,1,"[id30197460|Аня], он не австралиец. Он из Украины."
0,20,Харьков,Украина,177125278.0,2342404.0,из Португалии,1,"По моему все кто пи$дят на парня из Португалии намного больнее ,чем он. И вас жалко"
0,None,Херсон,Украина,177547045.0,2314158.0,из Азербайджана,2,"[id162451382|Михаил], хочу чтобы победила Дихадж из Азербайджана)"
0,17,Васильевка,Украина,177638504.0,1918420.0,из Украины,1,"[id32419599|Дмитрий], я из Украины. Но я поддерживаю вас. Мы так же болели за вас ))"
0,22,Винница,Украина,177793238.0,2341924.0,из Португалии,1,"Я уже согласна даже на болгарского Бибера, лишь бы не этот урод из Португалии"
0,None,Харьков,Украина,17787087.0,2291176.0,из Черногории,2,"В этом году чет не ок Евровидение. Грузия не прошла, половина какие-то уг. Спасибо, хоть из Черногории чувак пролетел с финалом."
0,None,Киев,Украина,178060486.0,2310270.0,из Швейцарии,2,"Девушка из Швейцарии спела очень хорошо, но выбрали вообще не интересных личностей, как минимум 7 из них тупо для количества, а не для борьбы за победу."
0,None,Симферополь,Украина,178194695.0,1607686.0,из Франции,2,"Ну что никто не смотрел пресс-конференцию шведа после финала? Там сплошные педики поздравляли его, что он теперь звезда среди педиков. А педик из Франции попросил научить его танцевальным па, а потом предложил пожениться. Швед ответил французскому педику, что в июне поженимся. А ведущая говорит: Ты же мне обещал сначала на мне жениться."
0,None,Одесса,Украина,17842485.0,341610.0,из Питера,2,"[id42166918|Анна], я люблю Север. Был в Карелии еще в 2011, в прошлом был на Сейдозере и там повстречал пару из Питера - они мне рассказали про Териберку и предложили отправиться вместе. Никаких сомнений не осталось ✨"
0,19,Мелитополь,Украина,178541478.0,2313639.0,из Молдовы,1,"[id65593681|Валентин], за Швецию) и парни из Молдовы понравились)
А ты?"
0,None,Горловка,Украина,18128271.0,2560766.0,из Украины,2,думаю твои подписчики из Украины смогут пользоваться вк если захотят))
0,32,Одесса,Украина,1813145.0,2642870.0,из Москвы,2,Вы из Москвы? А мы из Великих Сорочинцов! *И хуякс Пушкина по еблу*
0,None,Луганск,Украина,184767150.0,1929194.0,из Украины,1,"Мда...я конечно из Украины,но....простите...жалость ужасное чувство!!!!"
0,20,None,Украина,184824044.0,1732812.0,из Украины,1,"мой голос за него😊 И да, я из Украины)"
0,None,Киев,Украина,18564330.0,1701009.0,из россии,2,"какая разница где он выступает, чем тогда мы лучше тех кто в россии в правительстве рубят всех кто ездит в украину.
у меня у самого есть друзья из россии с которыми я до сих пор общаюсь и дружу не смотря ни на что. они в свою очередь интересуются все ли в порядке у нас и от всей души переживают за ситуацию в нашей стране. что теперь меня тоже убивать или унижать за свои связи?

не люди воюют, а политики...сколько можно это говорить"
0,58,Киев,Украина,186907383.0,7627849.0,из Киева,2,"[id198565575|Максим], vot mociteli 16-tiletnevo sportsmena —--Трех убийц 16-летнего Степана Чубенко в 2014 году на оккупированном Донбассе заочно приговорили к пожизненному лишению свободы. 
Об этом в Facebook сообщил прокурор Донецкой области Евгений Бондаренко. 
""Трое боевиков террористической организации"" ДНР "", которые в 2014 году за активную проукраинскую позицию убили 16-летнего краматорского юноши, Дзержинским судом заочно приговорен к пожизненному лишению свободы"", - написал он. 
 
ФОТО С FACEBOOK Бондаренко 
По словам Бондаренко, Чубенко боевики задержали начале июля 2014 года, когда он возвращался от друга из Киева через Донецк. Несовершеннолетнего парня вывезли в один из поселков Донецкой области, где его со связанными руками и ногами пытали. 
""Боевики предлагали перейти на их сторону, но сломать ребенка им так и не удалось"", - написал Бондаренко. 
28 июля трое участников незаконных вооруженных формирований - Вадим Погодин, Москалев Ю.А., Сухомлинов М.В., расстреляли молодого человека. 
""В рамках расследования уголовного производства по п. 3, 12 ч.2 ст.115 (умышленное убийство похищенного человека, совершенное по предварительному сговору группой лиц) УК Украины проведен ряд судебных экспертиз и собрано исчерпывающие доказательства вины боевиков в дерзком и жестоком убийстве юноши"" , - написал Бондаренко. 
21 июля 2017 Генпрокуратура обратилась в Генеральную прокуратуру России с просьбой передать главаря ОРДО Вадима Погодина, который в 2014 году убил Чубенко. 
Впоследствии стало известно, что к убийству Чубенко в 2014 году причастны трое боевиков, двое из которых - в России, один - в аннексирована Крыму. 
http://www.pravda.com.ua/news/2017/11/10/7161372/"
0,25,Киев,Украина,187006691.0,1603149.0,из Украины,2,"Ребят я из Украины, болел за Полину, номер самый лучший, Полина самая лучшая! А то, что из-за политики - это да, но тут скажите спасибо вашему руководству! А так, первое место, не у Полины"
0,15,Великие Крынки,Украина,187911321.0,1848516.0,из Украины,1,"Я хоть и из Украины,но смотреть 1 полуфинал буду из-за Лазарева) Россия + Украина = мир❤"
0,None,None,Украина,189562916.0,2300516.0,из сан-марино,1,Тетку из сан-марино колбасит
0,24,Киев,Украина,19022908.0,2258382.0,из Украины,2,"насколько мне известно, то номером и костюмами полностью занималась команда из Украины"
0,None,Херсон,Украина,190584319.0,2744006.0,из Питера,2,"[id56868280|Кирилл], когда ты из Питера , просто классный парень и судишь Джона Бернтала за его лицо. Просто ахуенно!"
0,None,Могилев-Подольский,Украина,191112200.0,1956812.0,из России,1,"[id251145878|Дария], Я очень даже верю в то что этнические русские , которых заселяли туда из России после депортации татар и семьи бывших и теперешних российских моряков которых там пооставалось немеряно до сих пор, не смотря ни на что , счастливы что умрут в России. Но их счастье не оправдывает сам факт аннексии территории у Украины . Не законно и точка . Никто не признал и не признает Крым российским , потому что ни одна страна включая Россию не захочет , чтоб с ней произошло то же ."
0,None,Запорожье,Украина,192386574.0,905587.0,из России,2,"[id408076554|Илья], великий талант из России"
0,None,None,Украина,194580252.0,1531197.0,из Украины,1,"Хоспаде ИИсусье!!! Не путайте политику и творчество... я из Украины но Полю обожаю уже давным-давно....а вы какой-то бред несёте, что мы её обсираем...."
0,None,Угледар,Украина,195511493.0,17823525.0,из Украины,2,"Да вы заебали уже с этими мемами. Я из Украины, в совершенстве знаю украиский язык, и это блять ниху не смешно!!"
0,None,Киев,Украина,196392116.0,2087316.0,из Сербии,2,"[id138205451|Артем], у меня есть друзья из Сербии, Румынии, США, Польши, Испании, которые просто обожают ""1944"" ;)
И, в принципе, 80% европейских еврофанов ее любят.
А о Лазареве если и говорят, то о нем самом, либо о том, какой он красавчик, либо как он по экрану карабкался, про песню ни слова."
0,None,Киев,Украина,198400363.0,361148.0,из Грузии,2,"То чувство, когда только вернулся из Грузии и видишь уже знакомые места. Шикарно!"
0,None,None,Украина,199761390.0,2166325.0,из России,2,"В нацотборе болею за Таяну, хоть сам из России. Она мощная певица. Сальто Назад хитовая группа."
0,None,None,Украина,200450321.0,1603258.0,из Киева,1,"Люди. Читаю комменты и не пойму
Вы что, от Грузии ждали баллов? Вы что, не знаете, что половина Грузии в Украине занимает высокие посты? Что там целыми днями идёт реклама ""приезжайте в Грузию пить вино, лазить по горам и кушать сациви"", непрозрачно намекая, что она не хуже Крыма. Грузия и Украина - две подружки, Саакашвили из Киева не вылезает. Депутаты сплошь с грузинским акцентом, даже гос язык не знают"
0,None,None,Украина,200450846.0,2270360.0,из Казахстана,2,"[id397560391|Максим], а в этой не только украинцы и русские,это группа содержит людей и из Казахстана,Белоруссии,не буду исключать варианты,что тут есть люди и из других стран которые русский понимают"
0,None,None,Украина,200947278.0,7499243.0,из России,2,"Такие радостные  лица, они будто из России уезжают 🤔"
0,None,Мариуполь,Украина,201063569.0,2371440.0,из России,2,"[id343462959|Максим], голоса из России видели? За кого там голосуют? То-то же."
0,None,Бахмут / Артёмовск,Украина,201544070.0,1952817.0,из России,1,"[id239919024|Андрій], не ведись. Лера Новикова тролль, который использует брошеную страницу. Большая половина друзей из России)))"
0,32,None,Украина,201578191.0,7593472.0,из России,2,"Звонок из России в Украину. 
В Украине снимают трубку: 
— Слава Україні! 
Голос на другом конце провода, в России: 
— Ой, хватит, прекратите это ваше… 
украинец: 
— Что наше? 
русский: 
— Ну вот это ваше… непонятно что… 
украинец: 
— Что наше? Не пойму! 
русский: 
— Ну вот это «Слава Украине» 
украинец: 
— Героям Слава!"
0,24,Харьков,Украина,20325705.0,1933158.0,из Украины,1,"Давайте по честному! Песня Джамалы, она ее писала, она ее поет. Я лично давить на жалость не хочу, как и другие люди из Украины. Воспринимайте ее выступление, как своеобразное.  Уважайте друг друга, смотрите на вещи объективно и помните, победитель уже выбран наверняка и хоть лопните вы от ненависти друг к другу,изменить вы ничего не можете. Это просто шоу, чтобы срубить бабла и показать какие мы все дружные страны. Не принимайте так близко к сердцу)"
0,None,Киев,Украина,203422963.0,1517711.0,из Беларуси,1,"И да, на счёт Беларуси 
Могу поспорить, что вы просто из Беларуси , поэтому вам и нрав, нет субъективного мнения
Как по мне, песня скучная была и я даже не удивилась , что их не взяли
А даже если вам и рил песня понрав, то это не значит, что нужно возмущаться и оскорблять других участников
У каждого разное мнение, и это значит, что оно не будет совпадать с вашим 
И да, не нужно сейчас бомбить, это всего лишь моё мнение"
0,None,Харьков,Украина,204117012.0,2033445.0,из Украины,1,"Россия я из Украины 6 смс за Серёжу отправила,лучший ничего не скажешь!искренне желаю победы!!!"
0,27,Кременчуг,Украина,204692130.0,2140856.0,из Украины,2,Да лучше бы вместо Сальто Назад поехали бы группа AMYST они тоже из Украины считается
0,None,None,Украина,205234533.0,1900323.0,из Белоруссии,1,"Скажите, а правда, что мальчик из Белоруссии будет выступать с волками?"
0,None,Днепропетровск (Днепр),Украина,205709540.0,1945373.0,из Украины,1,"Мой личный топ-5
(Я из Украины) 🔰
1. Однозначно Кипр! Мурашки от песни, потрясающие образы и безумное шоу👑
2. Украина. Очень сильный вокал, сильная и многозначащая песня🙌🏻
3. Россия. Слова в песне очень хорошие, классный вокал 
4. Латвия. Очень легкая, воздушная песня, приятный вокал и очень крутое выступление 🌸
5. Израиль. Понравился необычный образ, песня оригинальная и спокойная 🙌🏻"
0,None,Киев,Украина,206433686.0,1955643.0,из Москвы,2,"Взять двух участников, которые знают как украинский и русский - Джамала и Лазарев то одинаковы люди, только один родом из Москвы а вторая родом из СССР (Крым).

А теперь посмотрим на песню.
Джамала поет искренне, голосина и песня ЖИВАЯ. Даже мой Т9, фразу ЖИВАЯ перевело на большие буквы.
Лазарев со своей композицией. Не чего плохого говорить не буду но как по мне, спел а точнее прочитал текст как репер и местами где-то ноты подтягивал под песню. Сама же музыка ну на вкус пластик(((

Если взять двух конкурсантов то третий мой фаворит и в тоже время конкурент это Дами из Австралии.  

Моя точка зрения такова. Я не чего плохого не говорил и не буду о России но в этом году выбор песни для Евро уж слишком зализано((( 
Лазарев это дубль 2 Билан. Думают что может и повезет. Но в конкурсе есть и другие участники с лучшими композициями."
0,None,Киев,Украина,20757991.0,2802700.0,из Германии,1,"[id451465576|Thomas], так смысл? Блокировщик ее заблокирует - Жене не заплатят. А с VPN можно из Германии к примеру смотреть, там показ прерола стоит дороже раз в 10"
0,16,Харьков,Украина,208272030.0,1913134.0,из Дании,2,"А где тот акробат из Дании, о ком она бубнела?"
0,20,Одесса,Украина,208750131.0,364347.0,из Украины,1,"[id22521308|Матвей], из Украины тоже не нужна, не подскажите?"
0,33,Киев,Украина,209273966.0,2537674.0,Из Беларуси,1,"Обзор шикарен - спасибо за труд. Хочется написать про Киев - обидно за родной город. Что за Днепр, который можно переплюнуть, что за степь, если город на холмах(!) стоит?! И как заметил один глазастый человек: в фильме корабль к городу с севера пришёл! (Из Беларуси креветки везли чтоли? История-то альтернативная.) Весь исторический центр Киева на правом берегу находится. Что с людьми не так вообще? П.С.: Монолог из ""Изображая жертву"" настолько правдив, что грустно."
0,None,None,Украина,209901589.0,1704978.0,из Латвии,1,"Её выступление напомнило мне девушку из Латвии, Аминату."
0,17,Днепропетровск (Днепр),Украина,209950059.0,1797352.0,из Украины,1,"Я из Украины, но буду поддерживать и Джамалу и Сергея Лазарева. Просто Джамала - представитель моей страны, а Сергея Лазарева считаю претендентом на победу, у него и вправду достойная песня)"
0,None,None,Украина,210562935.0,2250971.0,из России,2,"[id122943424|Людмила], Вам бы только чужие деньги считать. Чему тут удивляться, Вы же из России. Наслушались новостей и давай умничать."
0,None,Киев,Украина,212390893.0,2034018.0,из России,1,"[id276513099|Дарья], из России за Россию нельзя)"
0,None,None,Украина,212453693.0,1904590.0,из Украины,1,Кто из Украины 💙💜
0,None,Одесса,Украина,213298939.0,416861.0,из России,2,"[id3623693|Александра], из России или из Украины?"
0,21,Одесса,Украина,216445919.0,2561325.0,из россии,2,"[id143709352|Сергей], пропиши впн из россии"
0,None,Киев,Украина,216857450.0,2363084.0,из Болгарии,1,"[id222158784|Оля], во-первых, в Украине существует закон, в котором чётко указано за что могут запретить въезд. Кристиану из Болгарии никто ничего не запретил, хоть парень и выступал в Крыму в 2014. К тому же, Россия сделала очень хитрый ход, зная о законе, выбрать представителя, который как раз-таки его нарушил. Во-вторых, России предлагали выступить онлайн, а отказалась от этого уже сами. В третьих, представители Украины ещё в том году говорили, что в случаи победы Лазарева, Украина откажется от участия дабы избежать подобных конфликтов. 
Ещё вопросы?"
0,None,Кропивницкий / Кировоград,Украина,217544474.0,2064307.0,из Украины,1,"Хоть я из Украины, но это фигня"
0,None,Припять,Украина,218789566.0,2210246.0,из России,2,"[id374063188|Дарья], бада бумц, я из России, иди анус охлаждай."
0,None,Киев,Украина,219711404.0,2048025.0,Из России,1,"[id37324240|Артём], 21? Серьезно? Из России за Украину? Удивительно))"
0,27,Киев,Украина,219781962.0,2098141.0,из Севастополя,2,"[id367009289|Язва], ну да ты же из Севастополя уродина с висячими родинками,понятно ,что не на Мальдивах,не насосала"
0,35,Киев,Украина,220851288.0,1966094.0,из Питера,2,"[id173597236|Сергей], тебе не кажется, что ты выглядел бы гораздо умнее, если бы не копированием современных правил занимался, а чтением своей же родной русской литературы? Джамала набирает рейтинг на таких как ты. Возникнут ещё вопросы, обращайся лично, группа не о комиках из Питера."
0,15,Стрелки,Украина,221723117.0,2255972.0,из Черногории,2,"[id24582072|Алексей], но мы говорим об одном гомосексуалисте из Черногории на Евровидении"
0,23,Одесса,Украина,221836036.0,2251760.0,из России,2,"[id131880151|Руслана], Вот сюда смотри. Нет топовых боксеров из России говоришь?😆Это еще в бою Сергей в нокдаун отправил Уорда и в США засудили Ковалева. Там была победа Ковалева, так он должен был быть на первом месте. Поэтому не кукарекай там где не шаришь.😌"
0,22,None,Украина,22184354.0,2357019.0,из Польши,1,"[id1536538|Марина], а, понятно. А девушка из Польши на коляске, которая в энном году даже в десятку первую не вошла, не победила, ибо бабы с членами еще не были уважены😃"
0,None,Днепропетровск (Днепр),Украина,223195279.0,2310546.0,из Украины,2,"Беларусь, Хорватия форева! 
Привет из Украины)
🇺🇦🇧🇾🇺🇦🇧🇾🇺🇦🇧🇾🇺🇦🇧🇾🇺🇦🇧🇾🇺🇦🇧🇾🇺🇦🇧🇾🇺🇦🇧🇾"
0,None,Киев,Украина,223929209.0,2206085.0,из России,2,"[id168120145|Анастасия], не все. Я например имею достаточное количество друзей из России. Политика - это дела политиков. Обычных людей это касаться не должно. Лично я так считаю."
0,None,Одесса,Украина,22589534.0,2466010.0,из Франции,1,"Фестиваль VIDEOFAN. Евгений Баженов и Антон из Франции, женя этот фильм не отгадал"
0,None,None,Украина,226180915.0,1861145.0,из Украины,1,"Пока что лучший номер сегодня👍
Привет из Украины😊"
0,None,Киев,Украина,227153292.0,2709326.0,Из Нидерландов,2,Из Нидерландов нельзя послушать =/
0,None,Мариуполь,Украина,228019456.0,1960687.0,из Польши,1,"[id10643342|Anna], я не знаю то. Но в твиттере Хозиер поддержал его. Что-то вроде ""поздравляю своего найкрутейшего кузена из Польши""."
0,None,Киев,Украина,22910731.0,1946617.0,из Азербайджана,2,"Пока украинцы и россияне не могут определить победителя, то красавица из Азербайджана празднует победу😉"
0,None,Носовка,Украина,229413955.0,2293954.0,из Латвии,2,"Ребята из Латвии сами виноваты, они отнеслись к этому несерьёзно. Видно, что им тупо пофиг. Ужасный лайв, нулевая постановка и мимо финала, как результат... Траяна парк упали в моих глазах..."
0,None,Киев,Украина,231158128.0,2376027.0,из России,1,Настеньке - успехов ! Спасибо за добрые слова из России !!!
0,None,Николаев,Украина,231239802.0,18128722.0,из украины,2,Нэвэльный хоть я из украины
0,None,Николаев,Украина,233546615.0,1547893.0,из Израиля,1,"[id141506823|Виталик], С чего ты взял что они геи?Это где-то опубликовано??С таким же успехом я могу сказать что Швед гей или парень из Израиля..их узенькая одежда и повадки нарцисса больше походят на гейские."
0,None,None,Украина,238175555.0,17747067.0,из Украины,2,"[id364087862|Владимир], потому что я из Украины,и он мне нахрен не нужен"
0,None,Харьков,Украина,239514078.0,2028678.0,из Украины,1,"Люди,кто из Украины??? Почему не уходят голоса?"
0,None,Харьков,Украина,239739223.0,2123829.0,из Украины,1,"[id229054897|Максим], не смеши, как джамала могла понравиться людям больше,если зрители голрсовали за Лазарева? Я сама из Украины, но голосовала,  как и все мои знакомые, за Сережу, потому что он круто спел, и номер у него самый зрелищный. А Джамала полубаба-полумужик, стыдно,  что такая курица страну представляла"
0,None,Севастополь,Украина,239938440.0,7562135.0,из Севастополя,1,"каждый год в результате такой проверки устраняются конкуренты с хорошим игристым и демократичной ценой, накануне 2017 под раздачу попало недорогое качественное игристое ""Золотая балка"" из Севастополя. вот так не пускают на рынок"
0,116,Киев,Украина,24279587.0,383380.0,из Азербайджана,2,"[id39537614|Иман], а ты из Азербайджана?)"
0,None,Канев,Украина,243728068.0,1929885.0,из Венгрии,2,"Andrey, это вы про кого из Венгрии?"
0,None,Чернобыль,Украина,244486535.0,1940487.0,из украины,2,"[id298416259|Галина], бульба из украины"
0,24,Донецк,Украина,24560847.0,2300682.0,из Австрии,1,"Скажите, как Натан из Австрии выступил??"
0,None,Харьков,Украина,246433964.0,1919239.0,из Украины,1,"Что вам нравится? Вы в своем уме?хрень под которую кошку   даже хоронить не будут ) Понимаю Россия )хоть я из Украины, но Лазарев достойней ) вытье Джамалы - не есть вокал."
0,None,None,Украина,247575193.0,2200517.0,из России,1,"[id28987553|Евгений], интересно, почему? ))я из Одессы.друзья из России приезжали -прекрасно провели время. Может дело в родственниках? А не Одессе? )))"
0,None,None,Украина,249517106.0,1626522.0,из Узбекистана,1,"[id236610913|Илья], Да. Раз она из Узбекистана, она не может представить Россию? Тогда и Наргиз, которую очень хотят видеть многие на евро следующего года, тоже не должна ехать."
0,22,Киев,Украина,25053153.0,2017434.0,из Украины,1,"Я из Украины, и мне нет. Не нравится."
0,None,Киев,Украина,251500526.0,2236292.0,из России,2,"[id122943424|Людмила], вы из России?"
0,15,Днепропетровск (Днепр),Украина,251502143.0,2088040.0,из России,2,"[id28933478|Дмитрий], Шахтер. А хоть один клуб добирался до стадии полуфинала ЛЧ? А какие достижения за последние годы достигли клубы из России?"
0,20,Кривой Рог,Украина,252184190.0,1789027.0,из России,2,Хоспади. Какое-то противостояние... Как курятник.... петушки из России и Украины обсерают друг друга. Надоели просто
0,20,Киев,Украина,254151806.0,7527118.0,из швеции,2,"[id226440486|Ivan], да в том что 1) это все нереальный оборот бабла 2) это нахрен никому не нужно 3) это не реализуемо потому что арабы/черные/мы припремся в нормальные страны и сделаем из швеции тольятти за пару лет, не случайно в мире стоят заборы, мы еще не научились нормально жить цивилизованно, в проекции нескольких поколений - может быть но опять же это все время нужно что бы кто-то контролировал дикарей из СНГ и прочих снежных нигерий, а так.. это все из разряда фантазий дядюшки фреско"
0,None,None,Украина,25464510.0,1508163.0,из Армении,1,Напоминает прошогоднего участника из Армении
0,None,Одесса,Украина,25544325.0,382053.0,из Украины,1,"Расскажите о Черногории) легко найти вписку, как с работой, какие люди?) как добирались из Украины?"
0,None,None,Украина,256864706.0,2217053.0,из России,1,"[id249056517|Маша], я тоже с Украины, а издеваться на конкурсантами  из России, удел тупой школоты, которой лишь бы дай над кем нибудь поиздеваться."
0,None,Винница,Украина,257911090.0,1808361.0,из Финляндии,1,"Хотите сказать, тот жуткий комбезик, в котором сегодня пела барышня из Финляндии, - и есть ее основной костюм для выступления на Евро? Серьезно шоле?"
0,None,None,Украина,26034439.0,1946132.0,из Москвы,2,"[id5100392|Тамара], из Москвы виднее"
0,24,Киев,Украина,261955783.0,1602445.0,из россии,2,"То чувство когда пела лучше всех, но ты блин из россиии"
0,None,None,Украина,262881434.0,2200874.0,из России,1,"[id301098079|Иван], а в чем справедливость то? Вы из России?"
0,24,Макеевка,Украина,264559792.0,1965710.0,из венгрии,2,"Посмотрел сейчас на своём канале ролик певца из венгрии. Вот это голос, вот это данные. Ему надо давать 1 место, а не этому вечному мальчику из ералаша!"
0,None,None,Украина,264844776.0,1788936.0,из Украины,2,"[id144731018|Олеся], вообще то главный админ этой группы из Украины.. так что и публикации должны быть соответственны..."
0,17,Днепропетровск (Днепр),Украина,269279860.0,1862090.0,из Украины,1,Я из Украины и мне очеееньььь понравился номер!!! Таких спецэффектов не было ни у одной страны!!!Молодцы
0,None,Киев,Украина,269823377.0,404692.0,из Украины,1,"Ребятки, есть кто-нибудь из Украины? Посоветуйте куда поехать отдохнуть и посмотреть красивый город в украине, помимо Харькова и Киева🤗"
0,None,Кременчуг,Украина,271221874.0,1986028.0,из Украины,1,а как за нее из Украины проголосовать?
0,45,Харьков,Украина,27148902.0,7553256.0,из Украины,2,"Во всех современных изданиях «Справочника по правописанию и литературной правке» Д. Э. Розенталя, выпускаемых под редакцией его многолетнего соавтора — профессора кафедры русского языка и стилистики МГУП (1968—2012), автора книг «Уроки русской орфографии», «Русский язык и культура речи», «Стилистика русского языка» Ирины Борисовны Голуб, — зафиксирована норма «в Украине» (http://peeep.us/4db25636). По мнению известных российских филологов и переводчиков Д. И. Ермоловича и П. Р. Палажченко, «в случае с топонимом Украина нашим СМИ, да и нам, переводчикам, лучше проявить гибкость. Между собой мы можем говорить как угодно (или как привычно), а вот в официальных ситуациях, в переводах, да даже и в разговорах с украинцами лучше, наверное, говорить „в Украине“, „из Украины“»."
0,None,Авдеевка,Украина,27183511.0,314071.0,из Китая,2,"[id13706696|Юра], в Гонконге ничего не ставят, но если едешь из Китая, то выезд поставят на китайской визе"
0,26,Днепропетровск (Днепр),Украина,272366809.0,18061444.0,из России,2,"[id453990850|Евгений], почитать, как ни странно, можно даже вику, там годная очень статья про насилие советских солдат на территории Германии, по-моему все стороны вопроса рассмотрены достаточно объективно. А на парня наехали скорее за время и место. Напиши такое у себя в ВК, или сними видео для Ютуба, то воплей было бы намного меньше. А когда человек за границей, он должен понимать, что своим поведением он олицетворяет всю свою страну! А если учесть, что на Западе весьма зацензурированные СМИ и там уже который год вещают о страшных русских и их темнейшем повелителе угрожающем всему миру, и другого мнения просто нет. Имел возможность общаться с немцами, они своими СМИ верят больше, чем очевидцам событий. У меня знакомая так ездила в Германию, так ей доказывали, мол она дура и ничего не знает о том, что в её стране происходит, дескать немецкие СМИ не могут жеж врать! 
А тут на тебе! Приезжает парень из России и говорить вроде и миролюбивые вещи, но по-сути создаёт оправдательную базу. Сначала немцы не такие плохие, потом русские не такие хорошие, потом Сталин напал на Германию, а она защищалась, потом русские платите Германии репарации за ВМВ, а если не хотите, то мы вас снова пойдём ""освобождать"". Кажется безумием? А ведь большая часть из этой последовательности уже реальность, хотя была немыслима ещё лет 20-30 назад. Вот и бьют парня за такую подляну. Думать надо лучше, когда вещаешь с такой трибуны от лица всей своей страны. Добрыми намерениями вполне можно вымостить дорогу в Ад. А серьёзно говорить говорить о миролюбии в наш век, увы, не очень уместно и воспринимается скорее как слабость, чем искренность."
0,31,Киев,Украина,272446827.0,2130442.0,из Таиланда,2,"[id397348482|Argen], ща через пару дней Панайотов приедет из Таиланда и как раз объявят...)"
0,None,Днепропетровск (Днепр),Украина,273737073.0,1839892.0,из России,2,"Ребят, Лазаре не победит. Помню в одном из шоу (Евроидение, или Новая Волна) выступал кто-то из России, и в зале начали свистеть. А свист означает, что выступление им не нравится."
0,22,Днепропетровск (Днепр),Украина,274473002.0,1709458.0,из России,2,"Ну да господа русские, как лить грязь так мы спецы. Сидим на диванах и пишем дрянь, как всегда. Счастье что моя семья эмигрировала из России и вырос я в Украине причем еще в Горловке, к стати! Смотря что вы тут творите стыдно за вас. Вот лично мне все равно кто едет от России, я наслаждаюсь талантами человека, а не кашей которую вы да и тут в Украине кушаем из новостей. Так что перестаньте чавкать, протрите рот салфеткой ну и жуйте с закрытым ртом, наслаждаясь музыкой.
 Вот не удивлен что только под видео с украинской конкурсанткой такой срач со стороны России начат. В 2014 году точно такое было, вы говорили что Украина провалится, а в конце концов даже вас обогнали. Ну ладно. Я спать и на конец снова скажу: Перестаньте чавкать, протрите рот салфеткой ну и жуйте с закрытым ртом, наслаждаясь музыкой."
0,29,Харьков,Украина,274791064.0,1948449.0,из Украины,1,"Я хоть и из Украины, но она меня бесит"
0,None,Харьков,Украина,27545237.0,1977129.0,из Эстонии,1,"А кто помнит девичью рок-группу из Эстонии? Их песня до сих пор лидер моего плей-листа! Я так тогда болела за них в 2005м, не передать, они за Швейцарию заняли 8 место😣В итоге 5 песен до сих пор слушаю)"
0,21,Киев,Украина,27736469.0,1829179.0,из Украины,1,"Ребята, русские и украинцы! Почему нельзя просто насладиться музыкой, при том не касаясь политики? Я сама из Украины, но мне очень нравится песня и номер Лазарева и пофиг в такие моменты на политику. Вы своей ненавистью к друг другу в комментах что-то измените? Может, я что-то не понимаю, конечно, в этой жизни..."
0,15,Киев,Украина,277706248.0,1916375.0,из Киева,1,"хоть из Киева но скажу честно что не очень ,есть получше😂"
0,22,None,Украина,279365508.0,1906578.0,из России,1,"[id182310492|Арзышка], как из России"
0,None,None,Украина,281665800.0,1849859.0,из Украины,2,"[id199575579|Владислав], пока бабло из Украины выгребал - клялся в любви к Украине... а оказался дешевым путинососом... все скинул на телевизионщиков..."
0,None,Киев,Украина,286566279.0,2294332.0,из России,2,Что-то вы не договариваете. Почему всех моих знакомы из России впустили без проблем?
0,24,Харьков,Украина,28676266.0,1725218.0,из Латвии,1,парень из Латвии на сцене никакой
0,None,Харьков,Украина,287467671.0,1929520.0,из Украины,1,"[id2525119|Ира], я сама бы не знала о чем песня если бы не была из Украины но припев у неё шикарен а вообще я Джамалу не люблю и она меня бесит"
0,None,Львов,Украина,294767185.0,7628415.0,из России,2,"Странные люди в лентаче живут ,странные ,если каждого пробить по айпи адресу То каждый пятый комментарий не из России !"
0,27,Бердянск,Украина,29832946.0,2009483.0,из Украины,1,"Ухх,круто,даже мурашки были!!!Желаю победы!!!П.С. Я из Украины!Мы там не все враждебно настроенные!!!😊"
