,Unnamed: 0,Unnamed: 0.1,from_id,id,text,miss,city,age,country,sex
118,118,256.0,347768449.0,18121116.0,Беларусь. Я из Беларуси,из Беларуси,Армавир,73,Армения,2
119,119,224.0,137176070.0,18103003.0,Есть кто из Казани?,из Казани,Казань,None,Россия,2
120,120,294.0,401889719.0,18103097.0,Я из Уфы,из Уфы,None,None,None,2
121,121,646.0,79460.0,18103655.0,"Чувствую девушки из Москвы, знают жизнь лучше чем кто-либо​)",из Москвы,Оклад,None,Россия,2
122,122,1501.0,216438269.0,18105212.0,"[id125179429|Александра], ооо ты еще и из Москвы бунтарка",из Москвы,Москва,17,Россия,2
123,123,2550.0,43454398.0,18111508.0,Всем привет) девушки из Москвы пишите),из Москвы,Москва,None,Россия,2
124,124,2739.0,66000925.0,18115144.0,Парни из Беларуси напряглись,из Беларуси,Дзержинск,24,Россия,1
125,125,681.0,63191379.0,18101770.0,"[id37827416|Валерия], Ну вот я так и знал что вы не из россии",из россии,Самара,27,Россия,2
126,126,112.0,250859138.0,18097798.0,Задел первоклассника из Казахстана 6666%,из Казахстана,Иваново,None,Россия,2
127,127,187.0,320653443.0,18098998.0,Из Казахстана,Из Казахстана,Санкт-Петербург,100,Россия,2
128,128,537.0,314114593.0,18104946.0,А если из Казахстана то вообще ппц,из Казахстана,Томск,None,Россия,2
129,129,582.0,285005092.0,18100014.0,"У Я НЕ ИЗ РОССИИ 
НО НА САМОМ ДЕЛЕ НОРМАС ТАК СТРАНА РАШКА 
ТОЛЬКО ЛЮДИ В НЕЙ НЕ ОЧ 
А ТАК ЯБ ПОЖИЛ",ИЗ РОССИИ,Rīga,15,Латвия,2
130,130,675.0,262798790.0,18102164.0,"[id15592824|Витос], я не говорю,что ты хохол,но выражаешь свою точку зрения необоснованно,как будто ты из украины",из украины,None,None,Россия,2
131,131,857.0,51555868.0,18109467.0,"[id35315696|Николай], тут впринципе ясно все с тобой, человек из России, который ненавидит Украину, и считает что она ему должна)",из России,Харьков,None,Украина,2
132,132,249.0,94938311.0,18102192.0,Скоро из России в Европу людей не будут пускать т.к. все радиоактивные,из России,None,28,None,2
133,133,37.0,456253024.0,17866995.0,"Познакомлюсь с парнем из Москвы / МО желательно, для совместного хорошего
времяпровождения. Не малолетка, квартира своя есть. Только реал, никаких
виртов",из Москвы,None,None,None,1
134,134,11.0,300766783.0,17864704.0,Когда все армяне уехали из москвы,из москвы,Кишинев,None,Молдова,2
135,135,289.0,4168459.0,17871228.0,"[id381929098|Ssswdsss], я не имел ввиду конкретно тебя и твою зп! Просто как правило самые недовольные, те кто ждут богатства с неба, а сами ничего делать не хотят! Мне не надо ехать в Белоруссиию, я дал прочитать твой последний комент человеку из Белоруссии, он сказал, что ты не разбираешься в этом вопросе... объясни какое преимущество работать не официально? Не платить налог?",из Белоруссии,Москва,None,Россия,2
136,136,198.0,20703295.0,17859931.0,"[id306748166|Даниил], хорошо, что я не из России)",из России,Гомель,26,Беларусь,2
137,137,9698.0,219676408.0,17859189.0,Карина из Италии,из Италии,None,None,Россия,2
138,138,295.0,324117561.0,17860245.0,А судья вообще из Украины,из Украины,None,None,None,2
139,139,122.0,435359034.0,17838997.0,Сьебал из России в Германию,из России,Москва,None,Россия,2
140,140,194.0,278662511.0,17862764.0,"[id430785360|Serhii], я из Беларуси, это к слову. вы, хохлы, со своими москалями уже свихнулись",из Беларуси,None,21,Беларусь,1
141,141,375.0,295278984.0,17839087.0,"[id224458756|Den], ну, у нас в Кыргызстане узбеки по-кыргызски говорят, для них это второй родной язык, поэтому не часто слышал их родную речь. Но как-то раз в наше село приезжали узбекистанские узбеки строить мечеть. Так я их вообще не понял )) Вот казахский понимаю. Был еще у меня друг по переписке из Казани , татарский я тоже понял, а вот узбекский не понимаю.",из Казани,Бишкек,25,Кыргызстан,0
142,142,422.0,295278984.0,17841007.0,"Дэн, может быть. Я общался с татарами из России. Нормальные люди. Кстати, очень хорошо говорят на русском. Лучше чем русские",из России,Бишкек,25,Кыргызстан,0
143,143,610.0,94938311.0,17878467.0,"[id335559108|Ержан], вы по наехали на наши татарские земли золотой орды из китая",из китая,None,28,None,2
144,144,225.0,261436814.0,17820690.0,Темболее я из Украины но смотрю на шутки и поснимаю что е то делали не Украинци,из Украины,New York City,None,США,2
145,145,284.0,195511493.0,17823525.0,"Да вы заебали уже с этими мемами. Я из Украины, в совершенстве знаю украиский язык, и это блять ниху не смешно!!",из Украины,Угледар,None,Украина,2
146,146,456.0,215262301.0,17792026.0,"Я из Беларуси
",из Беларуси,Москва,None,Россия,2
147,147,2552.0,384602109.0,17794874.0,Sieg hail да да я из Германии,из Германии,None,25,None,2
148,148,3611.0,388710915.0,17797021.0,Я из китая для меня русский это иностранный сосайте,из китая,Санкт-Петербург,None,Россия,2
149,149,4380.0,437177903.0,17798850.0,О вы из из Англии сэр,из Англии,None,None,Казахстан,2
150,150,5227.0,315445043.0,17825098.0,"О, вы из англии?",из англии,None,78,Россия,2
151,151,5688.0,158310475.0,17833892.0,"о, вы из Англии ?",из Англии,Харьков,None,Украина,2
152,152,6030.0,204358254.0,17841403.0,"[id436978396|Ярослав], ебать ты идиот, и большинство здесь из России",из России,None,None,None,1
153,153,6500.0,410634986.0,17867016.0,джизес скока тут челиков из англии .,из англии,Бердск,22,Россия,2
154,154,6618.0,315433698.0,17873212.0,"О, вы из Англии?",из Англии,Днепропетровск (Днепр),None,Украина,2
155,155,216.0,375548449.0,17925000.0,Также в тот день кто-то заказал 500 проституток и 8 тон корейских салатиков из Москвы,из Москвы,Хабаровск,None,Россия,2
156,156,272.0,443984247.0,17926786.0,90 из России не ушли,из России,None,14,None,2
157,157,337.0,82439291.0,17931905.0,На СнК нет прямой дороги из Москвы,из Москвы,Ефремов,25,Россия,2
158,158,372.0,134109860.0,17922771.0,"Ребят какие сигареты норм сейчас по запаху и вкусу раньше в 2014г курил Marlboro лайт, gold . Сигареты хорошие были из Германии... теперь компания поменялась стали делать мундштук и вкус стал дерьмом💩 не знаю на какие пересесть... раньше  был вкус хороший сладких запах чувствовался импортный вкус... очень нравилось",из Германии,None,None,Россия,2
159,159,219.0,365419397.0,17919202.0,"Это гавно с кнопкой подорожало блядь,что приходится курить завозы из Белоруссии за 50 руб",из Белоруссии,Москва,20,Россия,2
160,160,183.0,1382616.0,17917677.0,Привет от коллег из Франции.,из Франции,Санкт-Петербург,None,Россия,2
161,161,373.0,15592824.0,17968183.0,"[id9574808|Генрих], так ты из украины что-ли?",из украины,None,16,None,2
162,162,838.0,291959176.0,17975262.0,"[id203512014|Сергей], Русским??? Ты чего парень? Ты свою фамилию хоть видел? Короленко это хохлятская фамилия, а судя тому что род твой из Украины не важнно или из России то в 7 поколении бабушку твою насиловали как минимум Татары, Монголы и Турки ( если точно из Украины). Ну как бы ты не старался очко лизать кацапам, Ты все развно есть хохол. Короленко блять",из Украины,None,26,None,1
163,163,163.0,352335812.0,17914661.0,В чем прикол ? Я просто из Москвы,из Москвы,Bologna,None,Италия,2
164,164,427.0,173895731.0,17916020.0,"[id105738382|Иван], из Украины",из Украины,Симферополь,None,Россия,2
165,165,87.0,184492835.0,17911962.0,Кто из Минска пишем),из Минска,Минск,None,Беларусь,2
166,166,96.0,311382214.0,17912197.0,Из Питера голубь,Из Питера,Санкт-Петербург,20,Россия,2
167,167,294.0,441123692.0,17912129.0,"[id199649612|Александр], Ахахахаха че аргументы закончились?про фото начал кукарекать.....
ты еблан непонимаешь что те кто сидит в тени за спиной путина это ворье ебаное вы хотите и дальше жить в говне скоты поганые!!!пенсионеры живут на пенсию в 10 к это по твоему нормально???????отвечай сука кремлевская ты бы смог прожить на такую пенсию?????поганая вата с крымом мозга и урапатриотизмом слепым блять,пока из россии сосут ресурсы такие гниды как ты защищают этот режим",из россии,None,24,None,2
168,168,187.0,310031515.0,17911104.0,Валить из России надо..,из России,Никольское,14,Россия,1
169,169,181.0,397288786.0,17907347.0,"[id307724560|Аня], ты из питера, откуда ты мой район знаешь",из питера,None,None,Украина,2
170,170,30.0,322486045.0,17905764.0,Мне похуй я из России,из России,Волгоград,None,Россия,2
171,171,298.0,44808804.0,17910216.0,Когда ты из Беларуси и у тебя нет ограничений),из Беларуси,Минск,None,Беларусь,2
172,172,310.0,249026995.0,17896399.0,Я конечно Русский но я из Казахстана и скажу вам одно по моему россияне вы прихуели))),из Казахстана,Астана,None,Казахстан,2
173,173,410.0,429671118.0,17896814.0,"Блеадь вы че??
Из за какого то поста срачь устраивать!
Казахи умеют разговаривать на русском и да кстати и многие артисты РФ из Казахстана как: Анатолий Цой, А-Студия, Сергей Зверев, Натан, Анита Цой, Джах Калиб, Мурат Насыров и тд 
Так что Казахи хороший народ",из Казахстана,Compton,19,США,2
174,174,511.0,436186541.0,17897266.0,"[id455309295|Гендальф], как не были ?????
Тут знающие историки из Казахстана говорят что они в прошлом Европейцы, а сейчас утверждаете что от Китайцев, определитесь уже)",из Казахстана,Санкт-Петербург,21,Россия,2
175,175,294.0,144048810.0,17317623.0,"Сука, блядь покажите мне этих ублюдков я тоже  из Казани. Быстро разнесу и повешу ублюдков!!!!!",из Казани,Казань,None,Россия,1
176,176,303.0,215464239.0,17317647.0,"Четко, я то из Казани , и как мне жить?",из Казани,Казань,16,Россия,2
177,177,336.0,323567326.0,17317746.0,Недавно в Росии (я так говорю потомучто я из Казахстана) задержали двух живодерок,из Казахстана,Алматы,17,Казахстан,2
178,178,1925.0,306202638.0,17329698.0,"[id439594753|Marat], ты из Казани?",из Казани,None,None,None,2
179,179,1931.0,306202638.0,17329856.0,"[id439594753|Marat], жаль. Я тоже нет. А вот, если здесь кто из Казани, то может стоило бы организоваться и найти.",из Казани,None,None,None,2
180,180,2417.0,238480032.0,17337801.0,"То чувство когда ты из Казани, и тебе стыдно за таких людей... Херово осознавать, что такие выродки живут в твоем городе",из Казани,Казань,None,Россия,1
181,181,2512.0,137069603.0,17340354.0,"[id444292888|Михаил], ахахах ,давай удачи , только не забудь себя кастрировать при выезде из России , а то мало ли что",из России,Ярославль,28,Россия,1
182,182,6008.0,151081792.0,17337770.0,"[id85818531|Артур], я из Молдовы, большинство молится, чтоб держали от нас нато и не вступать в ес",из Молдовы,Кишинев,19,Молдова,1
183,183,10593.0,303141420.0,17356848.0,"[id382029696|Mr], слишком скоропостежные выводы я из Казахстана тут девушек в хиджабах ебут нация и верой поведение за человека мало что говорит если человек тупой ему не что не поможет",из Казахстана,Алматы,21,Казахстан,2
184,184,15437.0,187581855.0,17437520.0,"[id120602097|Дарья], о, какое совпадение, я тоже из Москвы, хочешь так же повторить?",из Москвы,Москва,None,Россия,2
185,185,20.0,237112504.0,18141852.0,Я из Самары),из Самары,Самара,None,Россия,2
186,186,163.0,254709062.0,18143410.0,"Упс, я тоже из Самары",из Самары,Самара,None,Россия,2
187,187,170.0,59353776.0,18143620.0,"Я из Самары, и эту ""новость"" слышу впервые.",из Самары,Самара,None,Россия,2
188,188,207.0,16863818.0,18145623.0,"[id205778342|Леонид], сам из Самары. Такая же ерунда",из Самары,Самара,30,Россия,2
189,189,79.0,62618620.0,18141401.0,опять постанова из китая ... заебли,из китая,None,None,Украина,2
190,190,130.0,214149807.0,18140844.0,"А потом он подумал что он из России ему не чего терять, и пошёл дядя Фёдор по магазинам.",из России,Краснодар,None,Россия,2
191,191,140.0,165738645.0,18142525.0,"[id230553550|Валерия], ты из москвы? го в приемное отделение первой больницы. Поможешь там. Сегодня как раз пятница.Самое время.",из москвы,None,None,Украина,2
192,192,410.0,178070842.0,18128704.0,впишу девушку из Москвы,из Москвы,Москва,34,Россия,2
193,193,2213.0,4428440.0,18132317.0,"[id14421127|Антон], ты че несёшь) не знаю сколько тебе лет и откуда ты. Не заходил на страницу твою . Но предполагаю 20-21 и тв из Москвы . Так знай в регионах есть дети не только из хороших смей как ты сидящее на шее до 18 лет и которых в комерц универ отправили . Так в регионах трахпются с 12 лет и клей нюхают и поверь ещё в универы потом поступаю , но не все . Раньше было хуже чем сейчас",из Москвы,Москва,None,Россия,2
194,194,468.0,450685794.0,18165191.0,клоуны из японии подтянулись,из японии,None,None,None,2
195,195,334.0,127973672.0,18122604.0,За заботу о гражданах. Самое главное инвалидах. К сожалению это не гниющая Россия. Я из Англии.,из Англии,London,97,Великобритания,2
196,196,986.0,262956910.0,18123765.0,Я из Казахстана. Что то еще нужно?,из Казахстана,Miami,None,США,2
197,197,988.0,4348604.0,18123771.0,"[id2391213|Виктор], Ты хочешь сказать что в чечне потдержат ""политическую волю"" из москвы против Кадырова?",из москвы,,35,Норвегия,2
198,198,1028.0,192050460.0,18123844.0,Благо я не из России и мне не придётся искать причину или Нэвэльного,из России,Краснокаменск,14,Россия,2
199,199,1281.0,71763046.0,18124479.0,"[id384242773|Никита], картошка привезена Петром 1 из Англии",из Англии,Нижний Новгород,21,Россия,1
200,200,1546.0,43428280.0,18125159.0,"Я узнал, что у меня
Есть огромная родня:
И тропинка,
И лесок,
В поле – каждый
Колосок,
Речка,
Небо надо мною –
Это все мое, родное!

Наверное за это.  А для тех кому не нравиться тут жить , уёбывайте на хуй из России",из России,Москва,27,Россия,2
201,201,2140.0,20709626.0,18128110.0,За то что тут все йобнулись. Привет из Украины.🥒,из Украины,None,None,None,2
202,202,2174.0,231239802.0,18128722.0,Нэвэльный хоть я из украины,из украины,Николаев,None,Украина,2
203,203,2669.0,167311708.0,18143738.0,я из Украины. Люблю Украину за все.,из Украины,Каменское / Днепродзержинск,116,Украина,2
204,204,2748.0,293177879.0,18152191.0,"Я из Беларуси,чё делать?",из Беларуси,Гомель,16,Беларусь,2
205,205,2758.0,341223657.0,18154563.0,Бля я из России лол,из России,Каспийск,None,Россия,2
206,206,60.0,277735620.0,18118516.0,"[id272859920|Владимир], если таких как ты долбаебов убрать из России, то нормальные люди буд жить нормально, вы просто не трогайте НАС и НАШУ ЗЕМЛЮ, а то опять скажите что мы РУССКИЕ во всем виноваты",из России,None,None,Казахстан,2
207,207,88.0,272859920.0,18118709.0,"[id277735620|Андрей], почему я неудачник? Я довольно успешный и счастливый программист из Москвы из хорошей семьи. Стопудово живу получше тебя",из Москвы,Москва,None,Россия,2
208,208,363.0,77541737.0,17311405.0,"Плоскоебным мозгошлепам посвещается 1) Почему, если Земля плоская, Полярную звезду не видно из Австралии? Может быть купол мешает? 
 2) Почему, если Земля плоская, происходят наблюдаемые солнечные и лунные затмения? 
 Какова тогда природа смены фаз луны? 
 3) Почему, если Земля плоская, мы наблюдаем шарообразные луну, солнце, планеты и спутники солн. системы? 
 4) Как далеко располагается солнце от Земли и каковы его линейные размеры, если все независимые научные 
 измерения и наблюдения, подтверждают официальные данные? 
 5) Почему, если Земля плоская, происходят полярные ночи и полярные дни, а также явная смена времён года? 
 6) Почему, если Земля плоская и гравитации нет, предметы падают вниз? Как можно будет убедиться в этом 
 и проверить эти объяснения? Какова природа и причина океанских приливов и отливов, тогда? 
 7) Почему, если Земля плоская и космоса нет, можно наблюдать движение планет, звёзд и небесных тел? 
 8) Почему, если Земля плоская, можно легко, в телескоп, наблюдать полёт МКС и искусственных спутников? 
 9) Почему, если Земля плоская и сверху есть купол, на землю постоянно падают метеориты? Откуда интересно? 
10) Почему, если Земля плоская, с разных континентов видны разные созвездия и галактики? Как это возможно? 
11) Почему утверждается что Земля именно плоская? Где можно посмотреть документальные фотографии 
 и вообще внятную наглядную и не смехотворную компьютерную модель плоскоземельного мироустройства? 
12) Зачем плоскоземельщики просят развернуть телескоп Хаббл и снять (показать) Землю в реальном времени, 
 если сами же не верят никаким фото- видеодоказательствам, утверждая, что всё это Фотошоп и 3Д графика, 
 не говоря уже о том, что Хаббл летает в космосе, в который они сами же и не верят? На что рассчитывают? 
13) Почему на карте плоской Земли, Евразия и Австралия примерно одного размера, а Северный полюс вообще 
 неправдоподобно-микроскопического размера? Откуда взялась эта карта, и кто её составитель? 
14) Как летают без посадки авиарейсы из Новой Зеландии в Аргентину, или из Южной Африки в Австралию? 
 Только не надо голословно утверждать обратное, — в этом может легко убедится всякий желающий. 
15) Где находятся спутники, которые снимают Землю в реальном времени, и как функционируют навигационные 
 космические системы типа ГЛОНАСС, GPS? Как быть вообще со всеми телекоммуникационными 
 спутниками, спутниками связи, метеоспутниками? Если их нет, как и космоса, то как мы все пользуемся ими? 
16) Если всё это заговор властьимущих с целью финансовой наживы, то зачем это людям, у которых 
 и так под контролем печатные денежные станки и практически все материальные ресурсы планеты? 
17) Если цель заговорщиков — это бессмысленный обман населения Земли, то не всё ли равно плоскоземельщикам 
 — плоская она, или шарообразная? Что это в корне меняло бы, для каждого жителя планеты, если меняло бы? 
18) Какова действительная мотивация всех тех, кто как утверждают плоскоземельщики, вводят нас в заблуждение? 
19) Почему, если космоса нет, мы его можем наблюдать во всей красе, как простым взглядом, так и вооружённым? 
20) Чем так усердно занята вся аэрокосмическая отрасль, в которой задействована многомиллионная 
 армия исследователей, учёных, специалистов самых разных профессий, рабочих и ещё очень много кого? 
21) Как быть с огромным количеством документальных и проверяемых доказательств существования космоса? 
22) А что есть, вместо наблюдаемого космоса? И как каждому можно в этом однозначно и навсегда убедиться? 
23) Почему, среди сторонников плоскоземельных гипотез, нет единомыслия по самым разным вопросам? 
24) Что, и какое доказательство, смогло бы сразу же переубедить сторонников плоскоземельных гипотез? 
25) Почему плоскоземельщики ставят своё очевидное невежество, вздорные домыслы и невероятные фантазии, 
 выше всего научного опыта, которым сами, кстати, не брезгуют избирательно пользоваться в своих целях? 
26) Как быть с разнообразными псевдорелигиозными трактовками плоскоземельных гипотез? Какие истинные? 
27) Почему плоскоземельщики с лёгкостью утверждают то, чего нет, и совершенно глухи к действительным 
 аргументам, проверяемым фактам и явлениям? Почему им так важно находиться в оппозиции к науке? 
28) Будут ли когда-нибудь представлены хоть какие-то веские доводы, достойные серьёзного рассмотрения гипотез? 
29) Почему плоскоземельщики путают определение гипотезы, и называют её теорией? Не видят разницы?",из Австралии,Рыбинск,None,Россия,2
209,209,80.0,124571216.0,17268098.0,заказывал перчатки себе на алиэксперес из китая до внуково долетели за 9дней а из внуково до подольска шли 23 дня я уже думал что потерялись.,из китая,Москва,42,Россия,2
210,210,59.0,92891395.0,17262419.0,Из Минска есть кто ??,Из Минска,Минск,21,Беларусь,2
211,211,64.0,92891395.0,17262422.0,Из Минска есть кто ?,Из Минска,Минск,21,Беларусь,2
212,212,3064.0,92891395.0,17261896.0,Из Минска есть кто ?,Из Минска,Минск,21,Беларусь,2
213,213,3132.0,92891395.0,17262030.0,Из Минска есть кто ????😃,Из Минска,Минск,21,Беларусь,2
214,214,3273.0,452601231.0,17262339.0,"[id448066068|Дмитрий], из Питера, тут все ебанутые",из Питера,None,20,None,2
215,215,137.0,329826432.0,17271440.0,"Была одна пара👫 а ещё муж оказался геем👬 а она сама была лесбой 👭 но серовно они себя любили сосались💏 значет они себя любили💑 а оказалась что они с лесбой подругой ШЛЮХИ👯 но серевно они завели детей👪 и женились 👰и был у них ваня👦 и маша👧 и гей друга звали василий👨 а лесбу друга лена👩 а звали его самого женя👱а Василий был ментом👮а он (хз кто он) ну вот смайлик 👲 и жил ещё с ними араб👳 (он любил...?), и ещё с ними жил англичан💂 и дедушка👴и бубушка👵 а у них был ребёнок (младший брат лены)👶 и бабушка изменяла рабочим из Чечни👷и выросла дочь Лены и стала мис Вселеная👸 а их ребёнок умер как уже 8 лет назад👼и Женя молился великой мокорониной на 24/7 🙇 и лена забеременела🤰и сделала маникюр💅 и намазала помаду нагубы💄👄 и лена тонцевала 💃 и прехали брат Жени со своей женой а он приемный из китая🎎 и на новый год им прилетел дед мороз🎅 тоесть шел 🚶и приехала сестра лены( она была тоже лесбой👱‍♀️и ее подруга лесба мент👮‍♀️ и с ней приехала их раб(рабочия)👷‍♀️ и детектив (женщина)🕵‍♀️ и сестра лены тоже молилась великой мокоронине 🙇‍♀️о когда Женя узнал что она тоже молится великой мокоронине и дал ей пять( их приветствие)🙋‍♂️ и она дала ему пять🙋 и их фирменны жест💁‍♂️💁 и перекристились 🙅‍♂️🙅 начали танчевать🙆‍♂️🙆 и Женя нечайно толкнул ее и они на друг друга разазлились🙎‍♂️🙎 потом им сделали массаж головы💆‍♂️💆 и они подстреглись💇‍♂️💇 одно времена и такае ватафааак🤷‍♂️🤷‍♀️ и Женя сделал руко лицо🤦‍♂️ и растроился🙍‍♂️и сестра ушла лены ушла🚶‍♀️и сделала селфи🤳 и потом побежала🏃‍♀️ и деня стал гей шлюхом👯‍♂️ а лена научила играть гольф🏌‍♀️и был у них кошка 🐱и клоун🤡 и деня начел тонцевать🕺а их сын который лена родила его четыри лет назад стал арабом и англичаном👳‍♀️💂‍♀️конец",из китая,None,None,None,2
216,216,8.0,267220881.0,17256190.0,знаменитый актер из Казахстана,из Казахстана,Detroit,None,США,2
217,217,422.0,329826432.0,17270991.0,"Была одна пара👫 а ещё муж оказался геем👬 а она сама была лесбой 👭 но серовно они себя любили сосались💏 значет они себя любили💑 а оказалась что они с лесбой подругой ШЛЮХИ👯 но серевно они завели детей👪 и женились 👰и был у них ваня👦 и маша👧 и гей друга звали василий👨 а лесбу друга лена👩 а звали его самого женя👱а Василий был ментом👮а он (хз кто он) ну вот смайлик 👲 и жил ещё с ними араб👳 (он любил...?), и ещё с ними жил англичан💂 и дедушка👴и бубушка👵 а у них был ребёнок (младший брат лены)👶 и бабушка изменяла рабочим из Чечни👷и выросла дочь Лены и стала мис Вселеная👸 а их ребёнок умер как уже 8 лет назад👼и Женя молился великой мокорониной на 24/7 🙇 и лена забеременела🤰и сделала маникюр💅 и намазала помаду нагубы💄👄 и лена тонцевала 💃 и прехали брат Жени со своей женой а он приемный из китая🎎 и на новый год им прилетел дед мороз🎅 тоесть шел 🚶и приехала сестра лены( она была тоже лесбой👱‍♀️и ее подруга лесба мент👮‍♀️ и с ней приехала их раб(рабочия)👷‍♀️ и детектив (женщина)🕵‍♀️ и сестра лены тоже молилась великой мокоронине 🙇‍♀️о когда Женя узнал что она тоже молится великой мокоронине и дал ей пять( их приветствие)🙋‍♂️ и она дала ему пять🙋 и их фирменны жест💁‍♂️💁 и перекристились 🙅‍♂️🙅 начали танчевать🙆‍♂️🙆 и Женя нечайно толкнул ее и они на друг друга разазлились🙎‍♂️🙎 потом им сделали массаж головы💆‍♂️💆 и они подстреглись💇‍♂️💇 одно времена и такае ватафааак🤷‍♂️🤷‍♀️ и Женя сделал руко лицо🤦‍♂️ и растроился🙍‍♂️и сестра ушла лены ушла🚶‍♀️и сделала селфи🤳 и потом побежала🏃‍♀️ и деня стал гей шлюхом👯‍♂️ а лена научила играть гольф🏌‍♀️и был у них кошка 🐱и клоун🤡 и деня начел тонцевать🕺а их сын который лена родила его четыри лет назад стал арабом и англичаном👳‍♀️💂‍♀️конец",из китая,None,None,None,2
218,218,98.0,128348747.0,18245171.0,"[id195841970|Серёжа], о ты из Севастополя, я тоже из него)",из Севастополя,None,None,None,2
219,219,106.0,2740102.0,18245207.0,Нормально))) зато смело можно подходить !!! Это из Питера походу девушки!!,из Питера,Санкт-Петербург,26,Россия,2
220,220,101.0,387594181.0,18252636.0,Улетает из Украины,из Украины,Раменское,15,Россия,2
221,221,202.0,21283989.0,17897128.0,"Тупые спецы из Америки, углы всегда в первую очередь проверяют.... либо просто постанова",из Америки,Москва,None,Россия,2
222,222,13.0,220266928.0,17892029.0,Я из Казахстана),из Казахстана,Москва,None,Россия,2
223,223,47.0,380282173.0,17892096.0,Я из Казахстана,из Казахстана,Петропавловск,None,Казахстан,2
224,224,119.0,441249864.0,17892267.0,То самое чувство когда ты из Казахстана),из Казахстана,Huambo,26,Ангола,2
225,225,297.0,236906809.0,17892682.0,"О я из Казахстана, только тут не без минусов",из Казахстана,Алматы,None,Казахстан,2
226,226,358.0,105881348.0,17892877.0,"[id284562994|Ася], пошукай в нэте, есть целые статьи с десятками рассказов от обычных людей. Когда развалился СССР русские начали массово уезжать из Казахстана. Их попросту  от туда выгоняли заставляя продавать свое имущество за копейки",из Казахстана,Смоленск,None,Россия,2
227,227,447.0,156011922.0,17893093.0,Саламалейкум из России☝,из России,Краснодар,None,Россия,2
228,228,496.0,16863818.0,17893199.0,Ехать из Самары херня,из Самары,Самара,30,Россия,2
229,229,512.0,187391217.0,17893245.0,"[id439437105|Александр], а ты из россии, почему не водка на аве?",из россии,None,None,None,2
230,230,587.0,407022136.0,17893456.0,Я 3 года назад свалила из Казахстана в Россию и счастлива теперь😌 там делать абсолютно нечего..,из Казахстана,Санкт-Петербург,None,Россия,1
231,231,637.0,400153984.0,17893584.0,Адмен из Казахстана,из Казахстана,None,None,None,2
232,232,765.0,261440963.0,17893957.0,Я из Казахстана все именно так!,из Казахстана,None,14,None,2
233,233,820.0,266852822.0,17894140.0,Админ МДК не из Казахстана?,из Казахстана,None,None,None,2
234,234,914.0,63030481.0,17894694.0,"Оо, я из Казахстана. Костанай. И у нас реально все как в России , только немного хуже в плане коррупции ... дороги ужасные, бензин дорогой, зарплаты низкие!...но люди хорошие , особенно простой народ.",из Казахстана,None,None,None,1
235,235,955.0,346406823.0,17894940.0,"[id165874084|Максим], я не из казахстана так что хз)",из казахстана,Luganville,14,Вануату,2
236,236,1046.0,223241789.0,17895717.0,"русские массово бегут из казахстана, там закрывают русские школы, а письменность переводят на латиницу,  ущемляют русских во всех сферах",из казахстана,Новосибирск,None,Россия,2
237,237,1100.0,335559108.0,17896256.0,"[id155312610|Алихан], нету у нас нацистов. В Оренбурге точно нет. В других городах тоже не замечал. А вот когда я был в Кз меня Орыс обзывали. Я спросил почему? Мне ответили : Потому-что вы из России!",из России,Оренбург,27,Россия,2
238,238,1277.0,453620523.0,17898879.0,"[id335559108|Ержан], нахуя нужен этот казакша, я казах из Казахстана, а ты из России, кому виднее как думаешь? С казахским языком мы в мамбетов окончательно превратимся, прощай образованность, грамотность, цивилизация! Нахуй этот степной язык не нужен был и не нужен сейчас!",из Казахстана,None,22,None,2
239,239,1301.0,273613623.0,17899368.0,"Я из Казахстана!😎
Қазақтар қайдасыңдар?",из Казахстана,Шу,17,Казахстан,2
240,240,1402.0,260691885.0,17901744.0,Я из Казахстана 🤦‍♂️,из Казахстана,Москва,15,Россия,1
241,241,1420.0,376944490.0,17902458.0,Я из Казахстана йоу,из Казахстана,None,16,None,2
242,242,1601.0,435736284.0,17915218.0,Я из Казахстана )),из Казахстана,None,21,Казахстан,2
243,243,1615.0,446048247.0,17917860.0,"Думаешь, как бы съебать скорее из Казахстана, а они сюда приглашают. 🌝",из Казахстана,None,26,None,2
244,244,167.0,178053908.0,17901773.0,"[id77285636|Иван], индейцы в америке .а этот чувак из индии",из индии,Kermānshāh,34,Иран,2
245,245,511.0,412882227.0,17889850.0,"[id135038074|Ирина], Не ну серьёзно)Ты же не из России?",из России,Казань,20,Россия,2
246,246,1856.0,293177879.0,17900450.0,"Хз,я из Беларуси",из Беларуси,Гомель,16,Беларусь,2
247,247,369.0,420691163.0,17888484.0,И бесплатную квартиру получил.и страховка есть мед.100% и жратва и машина без очереди.и интернет откуда могу написать что ебал ваш совок. Я не из России.,из России,Metz,None,Франция,2
248,248,220.0,383928615.0,17929991.0,"Благодаря тем двум парням из Японии, мы все знаем, что он никакой не волшебник",из Японии,Самара,None,Россия,2
249,249,50.0,11974901.0,17876118.0,"Кто нибудь из Уфы откликнитесь,нужно найти человека",из Уфы,None,None,Россия,2
250,250,218.0,445241285.0,17871886.0,боярам привет из Украины,из Украины,Ивано-Франковск,29,Украина,2
251,251,326.0,134216647.0,17873150.0,"[id408052060|Милана], я не на Украине, я в Украине. Вы же не говорите «на  России» - верно?
Во вторых я из Украины",из Украины,Винница,None,Украина,2
252,252,416.0,186104867.0,17906484.0,"[id220938844|Дмитрий], видимо ты не из России",из России,Новосибирск,None,Россия,2
