,Unnamed: 0,from_id,id,text,miss,city,age,country,sex
1,1.0,292410813.0,17409160.0,"[id221966407|Егор], казахи тут причем? Это японцы снимают. Казахи угарные по-моему комедии снимают) сама с Казахстана , хоть и не казашка, но все же, как есть)",с Казахстана,İzmir,21,Турция,1
2,2.0,92299148.0,17400143.0,"[id270779822|Вова], кончины ты чёрт !!! Я не с России а ты сын кончиной нации",с России,Kingston,30,Ямайка,2
0,0.0,198462338.0,17356948.0,"[id140878400|Лилия], зря ты так.
Или ты мужик с Украины, а на фото просто фото девушки....
Либо ты просто старомодная.",с Украины,Магадан,37,Россия,2
1,1.0,349967678.0,17357622.0,Не правда служу в Крыму сам с Москвы 8 дней бандероль пришла,с Москвы,New York City,59,США,2
2,2.0,-50794411.0,17368654.0,"Моя бабушка с Украины,сын на севере...Днюха у него в начале апреля...Письмо отправляет в январе,приходит оно на днюху самую,бывает даже в конце апреля))))",с Украины,New York City,59,США,2
0,0.0,15892331.0,17782071.0,"""Фотка Гитлера"" и подпись, начну с Польши",с Польши,Донецк,None,Украина,2
1,1.0,11803176.0,17774899.0,"[id15258296|Антон], ты реально с Польши?",с Польши,Рязань,26,Россия,2
2,2.0,15258296.0,17774902.0,"я то не с Польши, но в Польше",с Польши,Łódź,25,Польша,2
3,3.0,138528289.0,17771507.0,"[id167312789|Philip], С каким он вкусом? Я с Беларуси, у нас таких нету(",с Беларуси,San Francisco,None,США,2
0,0.0,439798867.0,18230126.0,"видос видел интервью брали где один чел с россии продал биткоины за 300 баксов,говорил пиздец неудачник сейчас они бы стоили 5 млн дол",с россии,None,22,None,2
1,1.0,25239150.0,18222358.0,"[id166117322|Martin], так ты и не увидешь, просто так тебе никто не даст. Только Канада может сейчас сравниться с Германией по уровню жизни. Евросоюз живет за счет налогов с Германии и Франции. И только если 2 человека работают на обычной работе, могут себк позволить многое. Нигде в другой стране такого нет. Я имею виду обычную не квалифицированную работу",с Германии,Hagen,26,Германия,2
2,2.0,25239150.0,18222812.0,"[id166117322|Martin], да нет. У меня есть знакомые кто с Латвии перехали в Германию, так работы нет а на зп только концы с концами сводить можно. Но опять же в Норвегии может и больше средная зп, но по их уровню жизни она не отличиться от Германии и других стран европы. В той же Испании 1500 это хорошие деньги уже. Германия в последнее время уже не показатель из за тупости управляющих, которые хрень с беженцами придумали
Но суть в том что соц помощь тут решает очень многое, тем и  по легче живеться. Без еды и крыши над головой ты не останешься а есди и зп меньше среднего, то доплотят. И токое есть только в Германи и Канаде. В других странах это не так сильно развито. Поэтому спорить где лучше безполезно. Каждому свое, и как говориться : ""Хорошо там, где нас нет""",с Латвии,Hagen,26,Германия,2
0,0.0,124540210.0,18066502.0,"у меня 70 рублей степуха 😆 
да-да, я с Беларуси",с Беларуси,Минск,21,Беларусь,2
1,1.0,4493954.0,18060114.0,"[id392916171|Анна], это Тор с швеции он вроде. У меня в фб есть он😂",с швеции,None,None,None,2
2,2.0,17484202.0,18049764.0,"Так он же не с России,не?",с России,München,None,Германия,2
3,3.0,167102525.0,18051320.0,"[id112335100|Фёдор], уезжай с россии тебе тут нечег делать с таким мнение. Я повторюсь у меня прадет прошол всю войну про бабушка вырастела 3 детей в военное время дедушка ребенок войны. И поверь никто ничего не скрывал были некоторые касяки со стороны наших нт мы за них отчитываться не должны они защищали нашу чтрану и нашу родину",с россии,Краснодар,None,Россия,2
4,4.0,163889894.0,18062515.0,Беги чувак с россии.. тебе пизда,с россии,Рязань,24,Россия,2
5,5.0,389399649.0,18071914.0,"[id69974554|Владислав], Россия 3 года воюет с украиной?😂 Ты в своем уме ? Посмотри как Россия воюет в Сирии ,а на украине максимум добровольцы с России ,это не война ,когда идёт война нет никаких дипломатических действий между воюющими странами а мы да же худо бедно торгуем ))) так ,что дурной это ты ,раз веришь ,что украина может воевать с РФ ,да ещё и три года )))",с России,Иркутск,None,Россия,2
6,6.0,349102258.0,18079904.0,"[id69974554|Владислав], Русь начиналась не с Москвы. И не с Киева. А карта мне нужна, та на которой есть слово Украина",с Москвы,Калининград,40,Россия,2
7,7.0,69974554.0,18090345.0,"[id25211868|Евгений], Ну это липовая, не соответствует действительности, типо она сама не с Крыма а с Ростова, блин ну ты ж там живешь должен знать",с Крыма,Одесса,20,Украина,2
8,8.0,456759127.0,18047461.0,"[id191866051|Владимир], с Питера.",с Питера,None,None,None,2
0,0.0,391824849.0,17317941.0,"[id426702026|Ефим], я и не скидываю так оно и есть она с Украины",с Украины,Оренбург,None,Россия,2
1,1.0,213181642.0,17322766.0,Надо ехать. В Россию 😂😂😂 там девушки без отказанные. Рs парни с Казахстана 😂😂😂😂😂,с Казахстана,Сарканд,None,Казахстан,2
0,0.0,300825006.0,18258200.0,"[id114135167|Анастасия], блин не жалуйтесь на погоду, я с Питера",с Питера,None,None,Ирландия,2
1,1.0,361574533.0,18245340.0,Морковку вроде помню с италии или откуда-то оттуда🤔,с италии,Санкт-Петербург,23,Россия,2
0,0.0,271035723.0,17243245.0,"[id9266572|Роман], с москвы наверно?",с москвы,None,None,None,2
0,0.0,404442009.0,17544573.0,А я не с России😁,с России,Tokyo,None,Япония,2
1,1.0,27300242.0,17545313.0,НУ ЧТО ПОРЖАЛИ С УКРАИНЫ,С УКРАИНЫ,None,None,Россия,2
2,2.0,139490938.0,17549940.0,"[id306602464|Эльбрус], ну если у тебя допустим доступ в вк, то с Германии, то с Фин, то поосекут",с Германии,Шостка,21,Украина,2
3,3.0,292410813.0,17543228.0,"Убегая с России в Украину , не женись на украинке, потому что охуеешь сколько стран она объездила с помощью своей вагины, дабы раздобыть денежек)и так 95% украинок",с России,İzmir,21,Турция,1
4,4.0,306025719.0,17542105.0,"[id143904870|Владимир], ну это перегиб, просто как и везде есть центр и центральные районы там и делают лучше и убирают потому что цены выше на услуги и жилье дороже и люди мажорнее, и есть рабочие спальные районы где не все так збс потому что там и дворники по проще и ремонтируют как попало все... Бабки кароче, где бабки там и чисто и показывать виды центральные Парижа Праги в сентябре и свой ебучий двор в ноябре это как минимум манипуляция, покажи тот же вид но с Питера в сентябре я уверен там много сочного, и подпиши осень в России )",с Питера,None,None,None,2
5,5.0,20336667.0,17538532.0,"[id15410757|Слава], она с Москвы кретин ты тупорылый !!!",с Москвы,Москва,24,Россия,1
6,6.0,31305336.0,17535741.0,"[id137069603|Яна], а я уверена, что у нас обоих мозгов побольше, чем у вас с Даниилом))) Кстати пост я уже ей давно кинула😆",с Дании,Подольск,None,Россия,1
7,7.0,68763838.0,17529691.0,"[id40120417|Максим], какого хрена ты видишь в вк? Ты не с России. А Россию ругать могут только Русские. Выйди, а лучше выйди в окно",с России,Мегион,30,Россия,2
0,0.0,245276871.0,17924575.0,"Синтоловый идиот с России, он и ноги хочет увеличить до 110 😂",с России,Рудный,None,Казахстан,2
1,1.0,17617003.0,17926428.0,"[id193370162|Никита], фотка с Украины ?",с Украины,Кривой Рог,None,Украина,2
2,2.0,151202691.0,17917822.0,"[id222662391|Максим], у нас в ларьке 90 Филип и Бонд с кнопкой,  я с питера",с питера,Санкт-Петербург,None,Россия,2
3,3.0,208250584.0,17910222.0,Хорошо что я с Украины!,с Украины,Терновка,15,Украина,2
4,4.0,455874094.0,17906310.0,алкаш с россии как будто,с россии,Костанай,24,Казахстан,2
5,5.0,402729689.0,17909358.0,"Обращаюсь к националистам.Идите нахуй пожайлуста,я вас ненавижу. Парафинить другую нацию это последнее дело.Что вас не устраивает?Какая разница кто какой нации?
Блять аж выворачивает от этого расклада. Я сам с Казахстана. Родился здесь. Я горжусь этим. Даже тот же казахский народ скажет -привет,как дела?А тот же русский скажет -Сәлем дос,сең қалайсың?и так 125 нации. Это там где общие праздники Новый год и  Наурыз,где из еды пельмени и беспармак.И таких много примеров.Дай бог здоровья Нурсултану Абишевичу Назарбаеву за его труды. Где 1 марта отмечают праздник день дружбы,единства Казахстана.
И когда читаю коментарии,я разачаровываюсь, честно. Быть ублюдками националистами.Это паскудно.У меня все.",с Казахстана,Тайынша,None,Казахстан,2
0,0.0,381929098.0,18201443.0,"[id359688326|Atikin], что что я сам с Москвы сздесь клали они на твои проблемы ещё т на хуй могут послать, какая Москва 🤣.",с Москвы,Bucaramanga,37,Колумбия,2
1,1.0,55690596.0,18193682.0,Руссскме парни с питера тут есть ?,с питера,None,None,None,2
2,2.0,55690596.0,18193683.0,Руссскме парни с питера тут есть ?,с питера,None,None,None,2
3,3.0,55690596.0,18193684.0,Руссскме парни с питера тут есть ?,с питера,None,None,None,2
4,4.0,78249044.0,18175524.0,"в чем прикол ,я прост с украины?",с украины,Серпухов,None,Россия,2
0,0.0,18455859.0,17747506.0,"Я с Питера, что такое солнечный свет? Я его не получал никогда",с Питера,Санкт-Петербург,20,Россия,2
1,1.0,442540554.0,17725918.0,И я с Украины,с Украины,None,None,None,2
2,2.0,454791115.0,17725173.0,"Кто с питера пишите, одна сегодня))))",с питера,None,None,None,1
3,3.0,454791115.0,17718602.0,Кто тут есть с Питера?,с Питера,None,None,None,1
