from_id,comment_id,text,from_expression,city,age,country,sex
146241875.0,7619874.0,"[id150359489|Сергей], я не ошибусь, если скажу, что ты подумал, мол я с Украины, но нет я живу в России и являюсь патриотом, но такие подонки как ты, которые очень любят уделять очень много внимания другим странам, полностью портят положительный облик всей страны. Вся эта ненависть к другим она же зачем-то, правда...ведь...я надеюсь. Иначе ты ведешь себя сейчас как абсолютно невоспитанный член общества, тебе нет места среди нормальных людей.",с Украины,Helsingborg,18,Швеция,2
378146719.0,7615251.0,"Покажут в титрах, после чего переключатся на вопиющие новости с Украины 😉",с Украины,Казань,21,Россия,2
219665409.0,7726487.0,"[id324697635|Руслан], соре , не знал, я  просто с Беларуси",с Беларуси,Минск,None,Беларусь,2
66230775.0,7726867.0,Людиии !!! Я сам с Беларуси ! Мы не могли снять подобную хуйню ! Гэта фальшыука свабрыкованая у Польшчы !!,с Беларуси,Витебск,23,Беларусь,2
175281075.0,7724476.0,"Во-первых надо поднять зарплаты депутатам и чиновникам, ящитаю. Во-вторых врачам и медбратьям, чтобы за каждый час сна медбрат насыпал раза в два больше чем сейчас. Жалко больше всего конечно участкового, теперь ему достанется за то, что долго ехал и вовремя не забрал хулигана в КПЗ. Разобраться надо с теми провокаторами, которые, как говорит беженец с Украины Азаров о кадрах с майдана, специально поставили там камеру — как знали ведь, что там будет бомж в кроссовках за 7 тысяч умирать. Насчет кроссовок, то тоже надо разобраться, у Путина кроссовки стоят пять с половиной тысяч, что это за олигарх в больницу приперся.",с Украины,Москва,None,Россия,2
20815802.0,7720808.0,"если бы не разрез глаз то подумал бы что с России, а так выигрыла",с России,Йошкар-Ола,None,Россия,2
334830992.0,7721353.0,"еда в Германии  по ценам почти одинаковые с Россиийскими .
 В России пособие безработным 850 рублей ( 13 евро ) в месяц , в Германи  —1,000 евро в месяц",с России,None,24,None,1
427334606.0,7721162.0,"V 
 
Все это время Сквиртующий Денис преподносил себя москвичом и свысока смотрел на окружающих. Поплевывал на очередного ""жителя зажопинска"", ""сиволапую вату"" и прочих крестьянских детей. 
Однако - все тайное становится явным. Sad but true. Сквиртующий Денис оказался украинцем из Запорожья. Этим все объясняется: провинциальная примитивность его постов, безграмотное построение фраз на русском, баранья упертость, русофобия. 
 
Смишно и одновременно пичально, что такой колхозник смог стать в ""либеральном"" публике, наполненным школотой, одним из самых популярных комментаторов с претензией на роль оналитега. Смог подольститься к администратору группы ""Эха Москвы"". Смог получить площадку для ретрансляции своей шизофрении на миллионную аудиторию. Все это время обвиняя всех подряд в работе на кремль и ботоводстве (даже Дональда Трампа).
 
Но столкновение с реальностью хлопец не выдержал и паном так и не стал. Так и остался холуем с Украины, пишущим портянки за мелкий прайс с четырех аккаунтов.",с Украины,Москва,None,Россия,2
119221277.0,7717975.0,"Даже здесь товарищ с Украины и то человечнее, не то что некоторые русские здесь присутствующие. Даже он видит, кто прав а кто нет.",с Украины,Смоленск,22,Россия,2
254105039.0,7717979.0,"[id119221277|Марк], ""товарищ с Украины и то человечнее"" ты оказывается к всему еще и шовинист",с Украины,None,None,None,2
215405909.0,7588493.0,"[id402782523|Александр], вообще то я с россии и да, почитай как революция делается . Блять так никто не делал ещё никогда, почитай как пришёл франсиско франко, как он делал революциЮ, может станешь умнее",с россии,None,None,None,2
215405909.0,7588585.0,"[id402782523|Александр], кто скачет то бля? я с России ты даун отбитый.",с России,None,None,None,2
257492014.0,7584569.0,"[id228040250|Александр], С России по нитке, Навальному миллионы",С России,None,None,Россия,2
162364616.0,7662190.0,"[id55883894|Санек], тебе с Москвы хорошо ,наверное ,видно кто террорист?Пока тихо.",с Москвы,Мариуполь,None,Украина,2
55883894.0,7663665.0,"[id162364616|Игорь], ещё лучше
Их согнали с России матушки",с России,Москва,18,Россия,2
178489482.0,7704817.0,"Все обсуждают Акинфеева и Собчак, а как же плоты с сижками?  (с Беларуси хе-хе)",с Беларуси,Степногорск,None,Казахстан,2
280039495.0,7704876.0,"[id219677446|Ринат], начнём с того,что данные о возрасте Аишы ,жены пророка расходятся кардинально с 9 до 19 лет.Так же известно,что физическая связь у пророка не со всеми.Так же хотелось бы уведомить вас о том ,что в апокрифе ""Книга Иосифа Плотника"" (христианская лит-ра) написано ,что Иосиф в возрасте 90 лет взял в жены Марию 12 лет.Так что вы так подзадумайтесь над этим.. 
Теперь стоило бы подзадуматься над тем ,кто довел исламские страны до нищеты ,разрухи и тд?Ведь например в той же Ливии людям жилось намного лучше нынешнего ,чем не устраивал Каддафи?Слишком уж хорошо жили и дружили с Россией...Поинтересуйтесь ,сколько библиотек с великими материалами арабских учёных осталось после ухода их с Испании.После того ,как Европа получила к ним доступ это дало им огромный толчок на развитие науки в целом.",с Испании,Москва,25,Россия,2
7661506.0,7694890.0,А новость про экстремально высокое загрязнение радиоактивным элементом рутений-106 на Южном Урале? Или это незначительная новость и перейдем к новостям с Украины?,с Украины,Пермь,28,Россия,2
198565575.0,7691254.0,"То есть северокорейскому беженцу ,давшему интерью южнокорейской газетке надо верить,а беженке с Украины, рассказавшей в интервью про ряспятого мальчика- нет???
Ну нах,не буду верить обоим!",с Украины,Нижний Новгород,39,Россия,2
245366638.0,7690191.0,"Какое видео ?Он с Уренгоя ,мама адвокат,папа работник Газпрома.Где ты видел нищебродов с России выступающих в бундестаге.",с России,None,None,None,2
245366638.0,7688760.0,Да товарищи .У женщины на руках почти 10 миллионов долларов.Надо быстрее линять с России.,с России,None,None,None,2
16676230.0,7690702.0,"[id182101769|Артём], либерахам вообще ничего не нужно. Им нужно лишь радоваться и хлопать в ладоши когда говорят про Россию плохо. 
Если бы они столько сил, сколько тратят на ненависть с России тратили бы на саморазвитие, того глядишь бы и в дерьме жить не пришлось. А то они залезли в дерьмо и рады",с России,Владивосток,None,Россия,2
319527045.0,7492724.0,"[id13131598|Алексей], поржал с украины, там соискатели справедливости,  стали бандитами... Это проклятое место)))",с украины,Магадан,42,Россия,2
335057888.0,7487060.0,"Да лан, когда пошла войнушка с хохлами, проверки в нашем городе пошли повсеместно, причём, как сказали люди в ведомстве (не для передачи естесственно), с Москвы спустили целый список организаций занимающийся определённым (подчёркиваю!) видом деятельности. По всей видимости решив что именно у этих людей водятся деньги. И короч посоны вы не поверите, это млять смешно, но откупиться было нельзя в принципе. Они реально НАПОЛНЯЛИ БЮДЖЕТ штрафами ДЛЯ ВОЙНУШКИ! Вот что значит сверхдержава...",с Москвы,None,None,None,2
8506566.0,7486997.0,"[id423544194|Бодрящий], искал жене работу...Она беженка с латвии и всю жизнь в продуктовых магазинах,прошлый мэр Гатчины старался сети не пускать....Сейчас там работают""приезжие""или нанятые трудагенствами...-_натурально это рабы!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!устанавливает сеть жёсткие правила:причёски не носить,золото не надевать,ногти не делать
,сидеть в тупой шапке и говорить покупателям программу(каждому покупателю),потом переучёт,с которого из зарплаты недостачу высчитают...Я не деспот,что её туда послал,просто человек должен быть ЗАНЯТ!!!",с латвии,Санкт-Петербург,116,Россия,2
35724305.0,7485140.0,"[id305360773|Валера], Да я вообще с Украины, мне то пофигу)",с Украины,Мариуполь,21,Украина,2
137632889.0,7486749.0,"[id44954839|Григорий], ПО ФАКТАМ!
1) На стороне употребления формы «в Украине», напоминает, выступают русские классики: 
""А.С.Пушкин.""Полтава"": ""И перенес войну в Украйну"" 
Н.В.Гоголь.""Страшная месть"": ""Порядку нет в Украине: полковники и есаулы грызутся, как собаки, между собою."" 
Л.Н.Толстой.""Война и мир"": ""Багратион долго не присоединяется (хотя в этом главная цель всех начальствующих лиц) потому, что ему кажется, что он на этом марше ставит в опасность свою армию и что выгоднее всего для него отступить левее и южнее, беспокоя с фланга и тыла неприятеля и комплектуя свою армию в Украине."" 
А.П.Чехов. Письмо И.Леонтьеву: ""Итак, я еду в Украйну, а Вы, крокодил, остаетесь в тундре"". 

2) То самое, ""придуманное правило"".
На стороне употребления формы «на Украине» выступает Грамота.ру: 
«В 1993 году по требованию Правительства Украины нормативными следовало признать варианты в Украину (и соответственно из Украины). Тем самым, по мнению Правительства Украины, разрывалась не устраивающая его этимологическая связь конструкций на Украину и на окраину. Украина как бы получала лингвистическое подтверждение своего статуса суверенного государства, поскольку названия государств, а не регионов оформляются в русской традиции с помощью предлогов в (во) и из...» (Граудина Л. К., Ицкович В. А., Катлинская Л. П. Грамматическая правильность русской речи. М.: Наука, 2001. С. 69). 
Литературная норма современного русского языка: на Украине, с Украины... литературная норма русского языка, согласно которой следует говорить и писать на Украине, – результат исторического развития языка на протяжении нескольких столетий... Литературная норма не может измениться в одночасье из-за каких-либо политических процессов.» 
http://www.gramota.ru/spravka/buro/hot10/

3)Изучение всего массива текстов собственно речи В.Путина – выступлений, ответов на вопросы, комментариев и т.п. – показало, что переход от использования формы «в Украине» к использованию формы «на Украине» у него был более плавным и занял более длительное время. Так, например, предлог «в» с названием «Украина» использовался в собственной речи В.Путина: 
в 2002 г. – в 87,5% случаев, 
в 2007 г. – в 70% случаев, 
в 2009 г. – в 46,4% случаев, 
в 2012 г. – в 15,4% случаев, 
в 2013 г. – в 9,1% случаев, 
в 2014 г. – в 8,2 % случаев.

4)Русская грамматическая форма «в Украине» применительно к государству Украина является единственно правильной для русского языка. Всем, интересующимся историей происхождения этой формы, изменением частотности ее употребления и использованием в литературе.

Достаточно или еще?",с Украины,Monaco,72,Монако,2
292257595.0,7464085.0,"9 ЛЕТ БОЛЕЮ ЗА СПАРТАК И ЭТО СТОИЛО 9 ЛЕТ МЫТАРСТ

Жалею, что не в Москве, так бы вышел попеть на улицу

Только что в конвульсиях, ускусаный (собою) начал беседу с одной фройлен по поводу а не новая ли это религия - футбол - со всеми атрибутами? Думаю, рассказывать о том, как в Бразилии, Англии, Аргентине, Франции относятся у футболу это слишком долго. В Германии в деревне на 34k человек на стадион ходят по 30/30k. 

 К слову, вспомните ЧМ2014 в Бразилии и матч с Германии в полуфинале. Того усатого зареванного деда помните?
Так вот, петь я немогу на улицах, но ебало  в комментах текстово раскрошить могу

Наш день, наш праздник, СУКА наш пост
Пошли нахуй

Апдт.
Роняем Запад, у",с Германии,None,None,Россия,2
252239809.0,7463861.0,"[id201488356|Денис], ты москаль,  я с Кубани,  мы разные люди хоть и чем то похожи,  судя повсему и жить нам нужно раздельно",с Кубани,Masaya,39,Никарагуа,2
5208869.0,7459708.0,"Плохо то, что бесплатную медицину порушили из-за недавней Путинской ""оптимизации"", поувольняв кучу хороших врачей, которые сейчас трудятся в платной медицине. А сейчас хотят отобрать последнее, что у нас осталось. Но дядю Вову, похоже это не сильно волнует, т.к. до 2030-го года все 140 млн налогоплательщиков не загнутся, какая-то часть избирателей выживет + беженцы с Украины, Беларуси и прочего бывшего СССР. Ему поэтому норм.
Вся жизнь русского человека состоит из ""чуть-чуть потерпеть"", потом нищенская пенсия и потом пздц 😐",с Украины,Реутов,None,Россия,2
231363457.0,7457727.0,"[id152565114|Алексей], ты с питера? Наверно веднее как там должно быть в прибалтике, язык у них не язык, страна не страна, да и вообще, там должен флаг россии висеть, они же все русские :) Так ведь?",с питера,Vilnius,33,Литва,0
355142660.0,7455899.0,"Прямая трансляция с Мальты, пацаны, здесь огромный кипеш, и есть вариант развития событий, который предполагает, что ее мог замочить местный поехавший гопник : ""hammali"".",с Мальты,None,None,None,2
1208767.0,7453996.0,"[id332599459|Тимофей], нет, у нас это коренные народы, а там приезжие уже граждане, с турции, африки, арабы",с турции,Королёв,28,Россия,2
97230144.0,7452922.0,"[id409708275|Евгений], да никто с России санкции не снимет пока Путин у власти и Путин это прекрасно понимает..уж юольно много он преступлений совершил..везде успел наговнить и в украине и в США и в Европе",с России,Москва,None,Россия,2
354222324.0,7450730.0,"За слово ""наругала"" стоит убивать, колхоз ссаный, ещё скажите ""с Москвы"" или ""на районе""",с Москвы,None,None,None,2
69125069.0,7713254.0,"крымские фермеры решили и рыбку съесть и на х*й сесть,но только покамись просто на х*ю сидят:D Сами с Украины свалили и думают что она им обязана воду давать бл*:D ох*евшие бабкины внуки)",с Украины,None,22,Россия,2
176883564.0,7711222.0,Чувствовать вину-нормально ! Но лучше убрать санкции с России и войска НАТО от её границ навсегда !!!,с России,Киров,68,Россия,2
85948775.0,7711481.0,"Вначале начнётся ""чувство вины устарело""... потом... ""гитлер был всего лишь исторической фигурой""... потом скромные памятнички и монументики адольфу и ""солдатам рейха которые сражались за свою родину"".

Видимо политик самой пророссийской партии германии берёт пример с россии, которая являясь прямым юридическим правоприемником, не признала ни одной ошибки и преступления советского союза, и ни разу, ни за что не сказала ""извините"" (а вопросов к красным оооочень много, и вообще, и касательно второй мировой в частности). Понятно что совок военно затащил, объявив себя святым и непогрешимым, а победителей не судят.

Отличительная черта Германии - именно безусловное осознание прошлый ошибок, причём не показное, ""извинились и отъебитесь"", а реально общественный консенсус по этому поводу. Этим она отличается от того государства как россия, где до сих пор молятся на вурдалаков и тоталитарных военных диктаторов из позавчера.",с россии,None,None,None,2
18239090.0,7706441.0,"[id208460591|Артём], ну да, о том у нас с Даниилом речь и шла) Но в традиционном советско-российском видении фашизм и истребление евреев - это одно и то же. Кстати, сами евреи тоже про всякую разницу предпочли забыть. Франко добром не поминают)",с Дании,Кемерово,38,Россия,2
259164225.0,7706078.0,"Тоже хочется сбежать с России к этим маленьким азиатским богиням, но побег будет не долгий, где-то в сугробах сибири здохну.",с России,Санкт-Петербург,None,Россия,2
244478840.0,7703361.0,"то что пауки сжирают друг друга в банке это конечно хорошо но у меня есть вопрос как он сбежал в Россию если по его душу приехали ""зелёные человечки"" с России вместе с ДНР",с России,Киев,None,Украина,2
24658769.0,7559553.0,"[id4039432|Александр], А где доказательство того что я овощ со справкой? У тебя его нет. То что моя точка зрения не совпадает с твоей не противоречит здравому смыслу. А вот твои комментарии содержат оскорбления и угрозы. А если прибавить то, что есть у тебя на странице и твою аватарку с карточкой правого сектора очень походит на нарушение закона. А если ты сидишь с Украины(если тебе все равно на законы РФ,то можно предположить этот вариант),то ты также нарушаешь законы Украины,так как ВК закрыли на Украине.",с Украины,Красноярск,None,Россия,2
6258387.0,7552988.0,"[id4039432|Александр], 
Литературная норма современного русского языка: на Украине, с Украины.
«В 1993 году по требованию Правительства Украины нормативными следовало признать варианты в Украину (и соответственно из Украины). Тем самым, по мнению Правительства Украины, разрывалась не устраивающая его этимологическая связь конструкций на Украину и на окраину. Украина как бы получала лингвистическое подтверждение своего статуса суверенного государства, поскольку названия государств, а не регионов оформляются в русской традиции с помощью предлогов в (во) и из...» (Граудина Л. К., Ицкович В. А., Катлинская Л. П. Грамматическая правильность русской речи. М.: Наука, 2001. С. 69).
Однако литературная норма русского языка, согласно которой следует говорить и писать на Украине, – результат исторического развития языка на протяжении нескольких столетий. Сочетаемость предлогов в и на с определенными словами объясняется исключительно традицией. Ср.: в школе, в институте, в аптеке, в отделе, но: на заводе, на почте, на курорте, на складе и т. д. Литературная норма не может измениться в одночасье из-за каких-либо политических процессов.",с Украины,Москва,30,Россия,2
135708009.0,7550264.0,"Сам оч скептически настроен, но лента говорит что RT не предположила это, а указала кокретные тендер с гос сайта США. Было бы неплохо увидеть его воочию, ибо какие-то уж очень странные формулировки ""ткани с Украины не принимаются"". Но если такой тендер был, то эт странно и на ум приходит только то что это пиздец",с Украины,Москва,20,Россия,2
136602389.0,7550370.0,"""В документе, с которым ознакомился RT, подчеркивалось, что заказчик не будет рассматривать образцы тканей с Украины."" 
Слава Украине!",с Украины,Ижевск,None,Россия,2
203762321.0,7551960.0,"Ссылочка на закупку у ведомства. https://www.fbo.gov/index?s=opportunity&mode=form&id=5891545db8f955e347e3493a9575e7df&tab=core&_cview=1

... ведомству нужны образцы молекул РНК, которые участвуют в реализации генетической информации человека, и синовиальная жидкость, обеспечивающая подвижность суставов. В документе, подчеркивалось, что заказчик не будет рассматривать образцы тканей с Украины.",с Украины,Санкт-Петербург,None,Россия,2
305306426.0,7684929.0,"Доходы снижаются, а радиационный фон увеличивается. Но СМИ молчат - нечего народ перед выборами беспокоить.

< Загрязнение лабораторных проб характеризуется как «экстремально высокое» и «высокое».  О том, что в России произошел выброс Ru-106, ранее сообщали европейские ученые. Радиоактивное облако дошло до Франции. Но «Ростатом» назвал несостоятельными выводы о том, что источником радиации стало его предприятие. Теперь «Гринпис» готовит заявление в прокуратуру.

Кроме того, в конце сентября и начале октября возникли условия для активного переноса воздушных масс и загрязняющих веществ с территории Южного Урала в Европу, говорится на сайте «Росгидромета». «Метеорологическая обстановка на Южном Урале и центральной частью ЕТР в период с 25 сентября по 6 октября определялась обширным антициклоном с центром в районе Белого моря, который практически смыкался с антициклоном в центральной части Западной Сибири. 

«Гринпис» уточняет, что ранее ведомство отрицало такую возможность. 

Также на сайте «Росгидромета» уточняется, что с 25 сентября до 1 октября превышение суммарной бета-активности в пробах радиоактивных аэрозолей и выпадений фиксировали все посты, расположенные в Южном Урале. 26–27 сентября продукты распада Ru-106 зафиксированы в Татарстане, а 27–28 сентября высокое загрязнение проб аэрозолей и выпадений — в Волгограде и Ростове-на-Дону. С 29 сентября по 3 октября Ru-106 фиксируют все европейские страны, начиная с Италии и далее на север Европы. 2–6 октября Ru-106 обнаружен в пробах аэрозолей в Санкт-Петербурге. 

«Все зафиксированные СРМ Росгидромета объемные активности рутений-106 на 2-4 порядка величины ниже допустимой среднегодовой объемной активности ДОАнас =4,4 Бк/м3, регламентируемой в НРБ-99/2009», — уточняется в бюллетене. Тем не менее в таблице на сайте ведомства загрязнение характеризуется как «экстремально высокое» и «высокое».>",с Италии,None,None,Россия,1
24277873.0,7683732.0,"Меня тоже бесит это грёбаное деление на фашистов и не фашистов, наших, не наших. В людях дело было. Помню, бабушка рассказывала как немцы пришли в деревню, никого не трогали, не убивали, просидели пару дней и ушли а потом пришли наши и начали охоту на ведьм устраивать, а она, между прочим, ветеран труда была. И действительно, как будто тогда был выбор идти воевать или не идти, что с той стороны, что с этой. У бабушки, после переезда в Калининград, помню ещё подруга по переписке с германии была",с германии,Зеленоградск,21,Россия,2
198565575.0,7688038.0,"[id321578141|Генератор], 2 у меня в поселке. Моя двоюрдная сестра работает учителем физкультуры. Да,это говорит о ситуации в стране. Жил испекция работает у мамы- она живет в квартире. Какая продукция с украины- они распродают заводы,станки,инструмент,остнастку. Они ничего не производят.",с украины,Нижний Новгород,39,Россия,2
435135302.0,7676781.0,"Cмотрю танцы на THT,болею за участников с Украины u девушку из Грузии. А не пошли бы вы все нахуй со своими войнушками!",с Украины,None,None,None,1
1195094.0,7678856.0,"[id420400899|Саша], пей валерьянку,""ДРУЖОК"".Весь мир знает, как в Крыму относятся к России и им никаких автоматов не нужно,чтобы быстрее свалить С украины с их нацистами",С украины,Санкт-Петербург,None,Россия,2
303709522.0,7672854.0,С Москвы уже вполне зримо жир капает.,С Москвы,None,None,None,2
12323680.0,7671477.0,"[id131126045|Владимир], фильм сделан в таком формате,что он реально ощущается как сериал или фильм с России 1) знаешь,когда его смотришь,кажется,что вот-вот включится реклама)посмотри,ты поймёшь,что я имею в виду)",с России,Москва,None,Россия,1
338278030.0,7517822.0,"[id5267371|Павлунтий], ой ну как это валите! Не те времена сейчас референдумы же кругом. С Крыма же никто не свалил и из Донецка, Луганска. Почему мы то должны сваливать. Ты что нацист геноцид устраиваешь!",С Крыма,None,None,None,2
252239809.0,7504929.0,"[id162364616|Игорь], работала у меня одна с мариуполя,  воровала выгнал,  другая с украины шлюшистая,  третью взял типа как с приебоном,  больше не рискую с украиной связываться",с украины,Masaya,39,Никарагуа,2
96766674.0,7502292.0,"[id198565575|Максим], лол, это научная работа в которой из объективности только его имя и фамилия. Если я буду писать, что мы вообще такая сверхдержава, уже в 15 веке катались на машинах, история человечества начинается с России, первый человек - русский, и вообще мы все сверхлюди (и всё это будет противоречить даже школьным учебникам) - меня не будут обязаны заклевать? Или воспевание слащавых патриотических тирад теперь должно поощряться, каким бы оно ни было?",с России,Нижний Новгород,None,Россия,2
326121923.0,7501235.0,"[id165400079|Артём], дело в том что она с Украины, там немного другая политическая культура, не такая армейская как в РФ. А так ее терпят, поскольку все же серьезными вещами она не занимается, каким-то фильмом всего лишь.",с Украины,Санкт-Петербург,36,Россия,2
200400913.0,2805641.0,"[id8586849|Олег], то был немного другой случай и протестная группа не относилась к сознательному обществу(ой, оскорбил чувства верующих... Ах да, я с Украины - мне можно)",с Украины,Киев,18,Украина,2
194934378.0,2804880.0,"""Бабушку"" показывали в автобусе, когда я ехала с Киева в Харьков. Краем уха приходилось слышать эту срань. Я тогда еще удивилась, почему это меня тошнит в дороге? Никогда ж не укачивало...
Лишь посмотрев обзор, я поняла, что дело было не в качке, а в этом, так сказать, фильме. Его реально невозможно посмотреть, без позывов рвоты.",с Киева,Харьков,23,Украина,1
20757991.0,2802782.0,"[id367225625|Сергей], ну если коротко, то ты не напрямую подключаешься к серверу ютуба, а через узел, который находится как правило в другой стране(ну или нескольно, но обычно один) и ютуб думает, что ты не с Украины смотришь, а с другой страны. И денег за рекламу, которую пользователю показывает платит как за рекламу посмотренную из этой страны",с Украины,Киев,None,Украина,1
389102988.0,2518742.0,"[id141267282|Денис], http://ic.pics.livejournal.com/mihalchuk_1974/69228826/453685/453685_900.jpg 

вот фотография с Испании. Вторая половина 30ых.",с Испании,None,None,None,2
94645622.0,2513077.0,"[id10857315|Серёжа], причём тут жаль? самые яростные в плане зарабатывания бабла фильмы - аттракционы. а у россии кино локальное, деньги может черпать только с россии (не в курсе сколько оно зарабатывает в снг, если вообще зарабатывает).",с россии,Санкт-Петербург,27,Россия,2
225296560.0,2823344.0,"[id134828201|Руслан], к тому времени уже начинали многих брать и не только с Италии, тем более что значит понятие Италия, тогда ведь не было итальянцев и даже с огромным скрипом брали италиков и прочий меньший народ.",с Италии,None,22,None,2
67388385.0,2598128.0,"то чувство , когда ты с Украины и не можешь слушать эти трэки",с Украины,Харьков,None,Украина,2
23268813.0,2782013.0,"[id10817481|Марианна], сам с Крыма, не мог не посмотреть)",с Крыма,Москва,20,Россия,2
89446319.0,2736471.0,"[id314118|Александр], Она поймала вирус Майдаун ее к нам завезла все просто 😁С Украины нанесло вирус слегка мутировал и получил вот такую больную форму. Или она подосланная гос дэпом сша типа наша но не наша. Такую смуту сеет. Как говорят хочешь разломать страну ломать нужно по религиозному и национальному признаку у нее все получается. Наша РПЦ тоже старается чтоб все хорошо в стране было, чтоб вот такие умные люди в виде РПЦшников придумывали законы по оскорблению чувст верующих. Атеистов же нет в РОССИИ все верим во всякую херню вить так. Зачем здравый смысл и наука не нужна она чем больше дебилов тем крепче страна. 😁",С Украины,Москва,33,Россия,2
167501184.0,2732964.0,"[id119319947|Svyatoslav], ты верно помнишь, то с Украины было",с Украины,None,None,Украина,2
322198005.0,2733134.0,"[id371332683|Павел], о, ну конечно. Каждый цивилизованный европеец платит деньги группе людей в форме, которые с Москвы специально летят в Кемерово, выключают свет в квартире, ломают двери, и проводят обыск без предоставления документов. И это по статье ""Клевета"". Что они там искали? Клевету?",с Москвы,Stockholm,18,Швеция,2
171725006.0,2648152.0,"[id42382020|Артём], былаб отдача, был бы профицит, и они стали бы регионом донором. Кому учить тут экономику надо еще. Я не говорил что ты с украины",с украины,Казань,None,Россия,2
39692825.0,2700078.0,"Збс, предзаказ на магазин сделан, в понедельник с Москвы партию дисков отправляют, один из них до витрины не дойдёт)",с Москвы,Южно-Сахалинск,25,Россия,2
257405922.0,2552407.0,"Забавно. Фраза ""Остановите, я сойду."" уже не поможет, как и остальные крики ментальной боли, и звучит слишком заядло. А если мы дружно скинемся на киллера для тех, кто делает нечто подобное, начав с России разумеется, то оставим Комедиана без работы. Да и скучно станет. Парадокс.",с России,Мытищи,27,Россия,2
